create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.URL,parameters.URL_method,parameters.chromInfo,parameters.d,parameters.data_type,parameters.dbkey,parameters.gbgff,parameters.id,parameters.l,parameters.m,parameters.q,parameters.s,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-06-19 04:39:07.027320,slurm_normal,1434688787.0,0.0,,1.0,main_w2_handler0,2321451,9689511,False,,3998671.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=X:18160256..18187820&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm3.len""","""edit""","""auto""","""dm3""","""save gff3""","""89e853073c8eafb4ed25e39d4a992c47""","""Genes\u001eWhite_CC_SG_TRANSFACT\u001eWhite_CS_SG_TRANSFACT\u001eWhite_CC_SG_TRITHORAX\u001eWhite_CC_SG_CNS\u001eWhite_CS_SG_GAP\u001eWhite_CC_SG_GAP\u001eWhite_CC_SG_PRONEUR\u001eWhite_CS_SG_PRONEUR\u001eWhite_ECR_SG_CS\u001eWhite_CS_SG_HOMEOTIC\u001eWhite_AGILENT_SG\u001eWhite_CC_SG_SEGPOL\u001eWhite_CC_SG_NTWCF\u001eWhite_CS_SG_TRITHORAX\u001eWhite_CC_SG_NEURO\u001eWhite_CS_SG_NAJIRE\u001eWhite_CC_SG_NAJIRE\u001eWhite_CS_SG_POLII\u001eWhite_CS_SG_POLYCOMB\u001eWhite_CC_SG_8WG16\u001eWhite_CC_SG_POLII\u001eWhite_CC_SG_PAIRRULE\u001eWhite_CS_SG_CHROMISOL\u001eWhite_CC_SG_HOMEOTIC\u001eWhite_CC_SG_LATECF""","""application/x-gff3""","""X:18160256..18187820""","""0""",32.0,,23304094,1434688777.0,ok,1023996.0,modENCODEfly,1.0.1,,2015-06-19 04:39:50.126372,64187.0,10.0
2015-06-19 05:21:08.132969,slurm_normal,1434691301.0,0.0,,1.0,main_w2_handler0,2321451,9689609,False,,3998762.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=X:18160256..18187820&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm3.len""","""edit""","""auto""","""dm3""","""save gff3""","""89e853073c8eafb4ed25e39d4a992c47""","""Genes\u001eWhite_CC_SG_TRANSFACT\u001eWhite_CS_SG_TRANSFACT\u001eWhite_CC_SG_TRITHORAX\u001eWhite_CC_SG_CNS\u001eWhite_CS_SG_GAP\u001eWhite_CC_SG_GAP\u001eWhite_CC_SG_PRONEUR\u001eWhite_CS_SG_PRONEUR\u001eWhite_ECR_SG_CS\u001eWhite_CS_SG_HOMEOTIC\u001eWhite_AGILENT_SG\u001eWhite_CC_SG_SEGPOL\u001eWhite_CC_SG_NTWCF\u001eWhite_CS_SG_TRITHORAX\u001eWhite_CC_SG_NEURO\u001eWhite_CS_SG_NAJIRE\u001eWhite_CC_SG_NAJIRE\u001eWhite_CS_SG_POLII\u001eWhite_CS_SG_POLYCOMB\u001eWhite_CC_SG_8WG16\u001eWhite_CC_SG_POLII\u001eWhite_CC_SG_PAIRRULE\u001eWhite_CS_SG_CHROMISOL\u001eWhite_CC_SG_HOMEOTIC\u001eWhite_CC_SG_LATECF""","""application/x-gff3""","""X:18160256..18187820""","""0""",32.0,,23304094,1434691294.0,ok,1023996.0,modENCODEfly,1.0.1,,2015-06-19 05:21:43.424911,64187.0,7.0
2015-07-28 09:13:06.126229,slurm_normal,1438074840.0,0.0,,1.0,main_w1_handler0,2392879,10014934,False,,4296886.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=2L:66000..237000&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm3.len""","""edit""","""auto""","""dm3""","""save gff3""","""b77a448178efbc77eb68b7273e81cf15""","""Genes\u001eEMBRYO_polyA\u001e9STATE_S2""","""application/x-gff3""","""2L:66000..237000""","""0""",32.0,,24350432,1438074827.0,ok,1023996.0,modENCODEfly,1.0.1,,2015-07-28 09:14:03.029774,,13.0
2015-07-28 12:03:39.548300,slurm_normal,1438085050.0,0.0,,1.0,main_w1_handler0,2393039,10015634,False,,4297660.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=2L:66000..237000&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm3.len""","""edit""","""auto""","""dm3""","""save gff3""","""9fec7d5ad22f7b05fdc45ca4ba26d042""","""Genes\u001eEMBRYO_polyA\u001e9STATE_S2""","""application/x-gff3""","""2L:66000..237000""","""0""",32.0,,24351803,1438085040.0,ok,1023996.0,modENCODEfly,1.0.1,,2015-07-28 12:04:17.876782,,10.0
2015-05-19 17:20:49.896297,slurm_normal,1432056088.0,0.0,,1.0,main_w2_handler0,1800795,9497612,False,,3819529.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=2L:66000..237000&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm2.len""","""edit""","""auto""","""dm2""","""save gff3""","""bb6759de1345d8ec95a0e77057662a9f""","""Genes\u001eEMBRYO_polyA\u001e9STATE_S2""","""application/x-gff3""","""2L:66000..237000""","""0""",32.0,,22817868,1432056078.0,ok,1023996.0,modENCODEfly,1.0.0,,2015-05-19 17:21:29.416514,42300.0,10.0
2015-06-08 21:14:40.092987,slurm_normal,1433798123.0,0.0,,1.0,main_w1_handler1,1721284,9615667,False,,3927141.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=2L:66000..237000&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm3.len""","""edit""","""auto""","""dm3""","""save gff3""","""bb6759de1345d8ec95a0e77057662a9f""","""Genes\u001eEMBRYO_polyA\u001e9STATE_S2""","""application/x-gff3""","""2L:66000..237000""","""0""",32.0,,23530285,1433798110.0,ok,1023996.0,modENCODEfly,1.0.1,,2015-06-08 21:15:26.461491,42300.0,13.0
2015-06-05 09:52:20.049376,slurm_normal,1433497989.0,0.0,,1.0,main_w2_handler0,2323451,9603060,False,,3914691.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=2L:66000..237000&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm3.len""","""edit""","""auto""","""dm3""","""save gff3""","""3062886ad867a73b636a847177d6d278""","""Genes\u001eEMBRYO_polyA\u001e9STATE_S2""","""application/x-gff3""","""2L:66000..237000""","""0""",32.0,,23330741,1433497963.0,ok,1023996.0,modENCODEfly,1.0.1,,2015-06-05 09:53:11.856580,62137.0,26.0
2015-06-12 10:25:07.866398,slurm_normal,1434104748.0,0.0,,1.0,main_w2_handler1,2339231,9640964,False,,3952238.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=3L:8876000..8909000&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm3.len""","""edit""","""auto""","""dm3""","""save gff3""","""5905373acedf2d319e307fad266a3305""","""Transcript_regions_2716\u001eTranscript_regions_2709\u001eTranscript_regions_2691\u001eTranscript_regions_2717\u001eTranscript_regions_2699\u001eTranscript_regions_2714\u001eTranscript_regions_2705\u001eTranscript_regions_2712\u001eTranscript_regions_2688\u001eTranscript_regions_2694\u001eTranscript_regions_2711\u001eTranscript_regions_2701\u001eTranscript_regions_2695\u001eTranscript_regions_2710\u001eTranscript_regions_2700\u001eTranscript_regions_2715\u001eTranscript_regions_2707\u001eTranscript_regions_2706\u001eTranscript_regions_2713\u001eTranscript_regions_2704\u001eTranscript_regions_2703\u001eGenes\u001e9STATE_S2""","""application/x-gff3""","""3L:8876000..8909000""","""0""",32.0,,23608295,1434104731.0,ok,1023996.0,modENCODEfly,1.0.1,,2015-06-12 10:25:52.792021,,17.0
2015-07-15 09:34:13.956366,slurm_normal,1436952890.0,0.0,,1.0,main_w1_handler0,2376469,9871461,False,,4161080.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=2L:66000..237000&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm3.len""","""edit""","""auto""","""dm3""","""save gff3""","""f5797b1bd1e8c14831f9fa77fbb0bb84""","""Genes\u001eEMBRYO_polyA\u001e9STATE_S2""","""application/x-gff3""","""2L:66000..237000""","""0""",32.0,,24145715,1436952881.0,ok,1023996.0,modENCODEfly,1.0.1,,2015-07-15 09:34:52.887979,,9.0
2015-07-16 16:10:15.285395,slurm_normal,1437063092.0,0.0,,1.0,main_w1_handler1,2377049,9882884,False,Job output deleted by user before job completed.,4172837.roundup,slurm,,132112168.0,corral-repl,,"""http://gbrowse.modencode.org/fgb2/gbrowse/fly?q=2L:66000..237000&s=0&d=edit&dbkey=fly&t=""","""post""","""/galaxy-repl/localdata/chrom/dm3.len""","""edit""","""auto""","""dm3""","""save gff3""","""001190ae4f15892c9cc45ff3416fe27d""","""Genes\u001eEMBRYO_polyA\u001e9STATE_S2""","""application/x-gff3""","""2L:66000..237000""","""0""",32.0,,24169996,1437063047.0,ok,1023996.0,modENCODEfly,1.0.1,,2015-07-16 16:11:37.918662,50641.0,45.0
