bed_input,bed_input_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bed_vs_interval.__current_case__,parameters.bed_vs_interval.bed_input.values,parameters.bed_vs_interval.bed_vs_interval_selector,parameters.bed_vs_interval.int_input,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.vcf_input.values,parameters.vcf_input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input,vcf_input_filetype,runtime
19537144.0,bed,,,2017-06-22 00:00:52.232903,slurm_normal,1498099843.0,0,,1.0,main_w3_handler0,3167290,16158755,False,,10237896.roundup,slurm,,132112168.0,corral-repl,,"""cbee51b856dd11e79dc3005056a51846""",0,"[{'src': 'hda', 'id': 30118981}]",bed,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 30119023}]",,32.0,,,1498099839.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-22 02:50:47.714049,31580.0,38400,vcf,4.0
9588.0,bed,,,2017-03-08 20:59:08.843672,slurm_normal,1489008729.0,0,,1.0,main_w4_handler1,3024441,15246521,False,,9393036.roundup,slurm,,132112168.0,corral-repl,,,0,"[{'src': 'hda', 'id': 28683066}]",bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 28683035}]",,32.0,,35110989.0,1489008713.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-03-08 21:34:30.188589,63217.0,135435,vcf,16.0
19537144.0,bed,,,2017-06-22 00:06:00.843295,slurm_normal,1498102869.0,0,,1.0,main_w4_handler0,3167296,16158844,False,,10238211.roundup,slurm,,132112168.0,corral-repl,,"""870e49a856de11e780b2005056a51846""",0,"[{'src': 'hda', 'id': 30119100}]",bed,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 30119147}]",,32.0,,,1498102865.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-22 03:41:13.350198,31580.0,71836,vcf,4.0
283543.0,bed,,,2017-05-29 18:40:30.216999,slurm_normal,1496083332.0,0,,1.0,main_w4_handler0,3085111,15962166,False,,10059094.roundup,slurm,,132112168.0,corral-repl,,,0,"[{'src': 'hda', 'id': 29656594}]",bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 29808191}]",,32.0,,37465708.0,1496083252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-29 18:42:16.331678,104474.0,1668566338,vcf,80.0
283543.0,bed,,,2017-05-29 18:40:29.800011,slurm_normal,1496083343.0,0,,1.0,main_w4_handler0,3085111,15962165,False,,10059092.roundup,slurm,,132112168.0,corral-repl,,,0,"[{'src': 'hda', 'id': 29656594}]",bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 29808190}]",,32.0,,37465708.0,1496083247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-29 18:42:26.787500,104474.0,2214849011,vcf,96.0
10145320.0,bed,,,2017-02-21 04:41:09.256384,slurm_normal,1487652077.0,0,,1.0,main_w4_handler0,3002283,15092250,False,,9247252.roundup,slurm,,132112168.0,corral-repl,,,0,"[{'src': 'hda', 'id': 28438730}]",bed,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","[{'src': 'hda', 'id': 28438744}]",,32.0,,35754534.0,1487652073.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-21 04:41:19.951702,90427.0,481286,vcf,4.0
10145320.0,bed,,,2017-02-21 04:39:28.032144,slurm_normal,1487651976.0,0,,1.0,main_w3_handler1,3002283,15092242,False,,9247246.roundup,slurm,,132112168.0,corral-repl,,,0,"[{'src': 'hda', 'id': 28438730}]",bed,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","[{'src': 'hda', 'id': 28438611}]",,32.0,,35754534.0,1487651971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-21 04:39:39.567415,90427.0,481286,vcf,5.0
19537144.0,bed,,,2017-06-19 19:17:42.468109,slurm_normal,1497906175.0,0,,1.0,main_w3_handler0,3163687,16135768,False,,10216523.roundup,slurm,,132112168.0,corral-repl,,,0,"[{'src': 'hda', 'id': 30085162}]",bed,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","[{'src': 'hda', 'id': 30085289}]",,32.0,,38384116.0,1497906167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-19 21:03:00.443381,31580.0,563800,vcf,8.0
283543.0,bed,,,2017-05-29 17:37:00.445325,slurm_normal,1496079528.0,0,,1.0,main_w3_handler0,3085111,15961869,False,,10058766.roundup,slurm,,132112168.0,corral-repl,,,0,"[{'src': 'hda', 'id': 29656594}]",bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","[{'src': 'hda', 'id': 29807637}]",,32.0,,37465708.0,1496079432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-29 17:38:50.864519,104474.0,2048083214,vcf,96.0
385.0,bed,,,2017-05-29 17:41:43.583069,slurm_normal,1496079757.0,0,,1.0,main_w4_handler1,2409132,15961886,False,,10058796.roundup,slurm,,132112168.0,corral-repl,,,0,"[{'src': 'hda', 'id': 29807946}]",bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 29807838}]",,32.0,,37656266.0,1496079732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-29 17:42:38.490197,67799.0,2427898,vcf,25.0
