chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cutoff.__current_case__,parameters.cutoff.cutoff_pct,parameters.cutoff.cutoff_val,parameters.cutoff.type,parameters.dbkey,parameters.input,parameters.input.values,parameters.out_format,parameters.override_metadata.__current_case__,parameters.override_metadata.choice,parameters.override_metadata.ref_col,parameters.override_metadata.ref_col.__class__,parameters.override_metadata.ref_col.value,parameters.override_metadata.rpos_col,parameters.override_metadata.rpos_col.__class__,parameters.override_metadata.rpos_col.value,parameters.score_col,parameters.score_col.__class__,parameters.score_col.value,parameters.shuffles,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-06 14:28:21.083421,slurm_normal,1512570609.0,0.0,,1.0,main_w3_handler1,3355598,17720066,False,,196347407.0,gd_snp,11785488,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/oviAri3.len""",0,95.0,,percentage,"""oviAri3""",,"[{'src': 'hda', 'id': 32771527}]","""0""",0,0,,,,,,,"""15""",,,"""1000""",32.0,,42494017.0,1512570511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2017-12-06 14:30:11.490309,2855.0,98.0
51421.0,len,2018-02-24 22:00:20.198821,slurm_normal,1519509660.0,0.0,7680.0,1.0,main_w3_handler0,2766300,18508569,False,,760913683.0,gd_snp,12604768,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/618/dataset_18618420.dat""",0,95.0,,percentage,"""1""",,"[{'src': 'hda', 'id': 34050584}]","""0""",0,0,,,,,,,"""178""",,,"""100""",32.0,,43325341.0,1519509626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2018-02-24 22:01:03.757800,87394.0,34.0
51421.0,len,2018-02-24 23:21:48.229110,slurm_normal,1519514529.0,0.0,7680.0,1.0,main_w3_handler1,2766300,18509069,False,,760913683.0,gd_snp,12605102,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/618/dataset_18618420.dat""",1,,50.0,value,"""1""",,"[{'src': 'hda', 'id': 34050883}]","""0""",0,0,,,,,,,"""178""",,,"""0""",32.0,,43325341.0,1519514516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2018-02-24 23:22:12.098490,87394.0,13.0
51421.0,len,2018-02-24 23:23:39.136013,slurm_normal,1519514650.0,0.0,7680.0,1.0,main_w3_handler0,2766300,18509113,False,,760913683.0,gd_snp,12605116,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/618/dataset_18618420.dat""",0,90.0,,percentage,"""1""",,"[{'src': 'hda', 'id': 34050883}]","""0""",0,0,,,,,,,"""178""",,,"""0""",32.0,,43325341.0,1519514629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2018-02-24 23:24:11.893732,87394.0,21.0
51421.0,len,2018-02-24 23:06:34.096729,slurm_normal,1519513639.0,0.0,7680.0,1.0,main_w4_handler1,2766300,18508837,False,,760913683.0,gd_snp,12605038,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/018/618/dataset_18618420.dat""",0,95.0,,percentage,"""1""",,"[{'src': 'hda', 'id': 34050883}]","""0""",1,1,1,,,2,,,"""178""",,,"""100""",32.0,,43325341.0,1519513602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2018-02-24 23:07:20.194803,87394.0,37.0
,,2015-03-30 21:36:42.771626,rodeo_normal,1427751429.0,0.0,,1.0,main_w1_handler1,2254519,9094119,False,,155328314.0,gd_snp,3378638.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""",0,75.0,,percentage,"""hg19""",19072992,,"""0""",0,0,,,,,,,"""54""",,,"""100""",32.0,,21564345.0,1427751417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2015-03-30 21:37:12.971112,60277.0,12.0
,,2015-05-06 02:58:58.562484,slurm_normal,1430881197.0,0.0,,1.0,main_w2_handler0,2246143,9405669,False,,3169477725.0,gd_genotype,3736446.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papAnu2.len""",0,95.0,,percentage,"""papAnu2""",19592374,,"""0""",0,0,,,,,,,"""5""",,,"""0""",32.0,,22015150.0,1430881157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2015-05-06 03:00:00.437595,61434.0,40.0
,,2015-05-06 15:51:41.398760,slurm_normal,1430927588.0,0.0,,1.0,main_w2_handler1,2246143,9412080,False,,3018965672.0,gd_snp,3742118.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/papAnu2.len""",0,95.0,,percentage,"""papAnu2""",19571582,,"""0""",0,0,,,,,,,"""5""",,,"""0""",32.0,,22015150.0,1430927528.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2015-05-06 15:53:32.459997,61434.0,60.0
,,2015-04-09 15:51:54.352597,slurm_normal,1428594750.0,0.0,,1.0,main_w1_handler1,2258373,9181122,False,,190723647.0,gd_snp,3460341.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""",0,75.0,,percentage,"""hg19""",19208254,,"""0""",0,0,,,,,,,"""54""",,,"""100""",32.0,,21607065.0,1428594734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2015-04-09 15:52:33.105011,60277.0,16.0
,,2015-04-09 16:13:02.188544,slurm_normal,1428596026.0,0.0,,1.0,main_w1_handler1,2258373,9181315,False,,190723647.0,gd_snp,3460732.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""",0,95.0,,percentage,"""hg19""",19208254,,"""0""",0,0,,,,,,,"""54""",,,"""100""",32.0,,21607065.0,1428596012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_find_intervals/1.1.0,1.1.0,,2015-04-09 16:13:54.477324,60277.0,14.0
