chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.code,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-11-09 00:58:25.338679,slurm_normal,1478653274.0,0,,1.0,main_w4_handler1,2886938,14290915,False,19316,tabular,,8499281.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53babf8d2ac1430eb'}]",,32.0,,32351154.0,1478653265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:01:19.259059,46687.0,9.0
,,2016-11-09 00:58:26.358688,slurm_normal,1478653311.0,0,,1.0,main_w4_handler1,2886938,14290916,False,43886,tabular,,8499293.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51d9259e242152774'}]",,32.0,,32351154.0,1478653301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:01:55.114927,46687.0,10.0
,,2016-11-09 00:58:19.070474,slurm_normal,1478653329.0,0,,1.0,main_w4_handler1,2886938,14290909,False,22188,tabular,,8499285.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce59a0c7d0f35c63'}]",,32.0,,32351154.0,1478653286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:02:13.969628,46687.0,43.0
,,2016-11-09 00:58:36.717689,slurm_normal,1478653270.0,0,,1.0,main_w3_handler1,2886938,14290925,False,13808,tabular,,8499279.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d9260f169e2c74e8'}]",,32.0,,32351154.0,1478653265.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:01:13.935417,46687.0,5.0
,,2016-11-09 00:58:18.405900,slurm_normal,1478653289.0,0,,1.0,main_w3_handler1,2886938,14290908,False,14035,tabular,,8499282.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56f12cc97ca8c9d62'}]",,32.0,,32351154.0,1478653277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:01:31.983144,46687.0,12.0
,,2016-11-09 00:58:17.477369,slurm_normal,1478653301.0,0,,1.0,main_w4_handler0,2886938,14290907,False,3540,txt,,8499289.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4d3bb614de185ca'}]",,32.0,,32351154.0,1478653295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:01:44.729785,46687.0,6.0
,,2016-11-09 00:58:28.095157,slurm_normal,1478653348.0,0,,1.0,main_w4_handler0,2886938,14290918,False,10923,tabular,,8499308.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50ec1dd3beef3e55c'}]",,32.0,,32351154.0,1478653341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:02:31.560192,46687.0,7.0
,,2016-11-09 00:58:20.787361,slurm_normal,1478653357.0,0,,1.0,main_w4_handler0,2886938,14290912,False,248251,tabular,,8499305.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9e63406777c6e68'}]",,32.0,,32351154.0,1478653329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:02:41.318610,46687.0,28.0
,,2016-11-09 00:58:39.123114,slurm_normal,1478653331.0,0,,1.0,main_w3_handler0,2886938,14290927,False,14338,tabular,,8499303.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e45c9cabf8a0d82'}]",,32.0,,32351154.0,1478653323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:02:12.877940,46687.0,8.0
,,2016-11-09 00:58:41.918451,slurm_normal,1478653355.0,0,,1.0,main_w3_handler0,2886938,14290929,False,7024,tabular,,8499307.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1632435245d7a05'}]",,32.0,,32351154.0,1478653341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:02:41.902784,46687.0,14.0
,,2016-11-09 00:58:31.015011,slurm_normal,1478653344.0,0,,1.0,main_w3_handler1,2886938,14290920,False,43583,tabular,,8499294.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b548cefb0be967e007'}]",,32.0,,32351154.0,1478653301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:02:27.053571,46687.0,43.0
,,2016-11-09 00:58:19.712505,slurm_normal,1478653325.0,0,,1.0,main_w4_handler0,2886938,14290910,False,208210,tabular,,8499301.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7731268c714da95'}]",,32.0,,32351154.0,1478653319.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:02:09.615697,46687.0,6.0
,,2016-11-09 00:58:33.951567,slurm_normal,1478653292.0,0,,1.0,main_w3_handler1,2886938,14290922,False,8278,tabular,,8499284.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5966ed5b91e8ed576'}]",,32.0,,32351154.0,1478653282.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:01:37.515782,46687.0,10.0
,,2016-11-09 00:58:22.141802,slurm_normal,1478653229.0,0,,1.0,main_w4_handler0,2886938,14290913,False,20017,tabular,,8499261.roundup,slurm,,132112168.0,corral-repl,,"""8475b384a61711e6ab3f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""{print $27, $1, $2, $4, $5, $34, $35, $36, $37, $28}""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54472dd9a8c9a218d'}]",,32.0,,32351154.0,1478653221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.0.0,1.0.0,,2016-11-09 01:00:31.541228,46687.0,8.0
