create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation_databases,parameters.annotation_type,parameters.chromInfo,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,parameters.infostring,parameters.no_genotypes,parameters.no_load_genotypes,parameters.passonly,parameters.ped,parameters.ped.values,parameters.skip_cadd,parameters.skip_gene_tables,parameters.skip_gerp_bp,ped,ped_filetype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-30 20:04:23.362834,slurm_normal,1512072379.0,0,,1.0,main_w4_handler0,3346810,17653301,False,135519,vcf,,11713358,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32651661}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32650916}]","""false""","""false""","""false""",231.0,tabular,32.0,,41709826.0,1512072287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-11-30 20:06:21.287178,115070.0,92.0
2017-11-30 20:18:15.852767,slurm_normal,1512073206.0,0,,1.0,main_w3_handler1,3343803,17653380,False,137980,vcf,,11713432,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32599254}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32599205}]","""false""","""false""","""false""",231.0,tabular,32.0,,41709943.0,1512073107.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-11-30 20:20:07.694315,115076.0,99.0
2017-11-30 20:22:18.369762,slurm_normal,1512073445.0,0,,1.0,main_w4_handler0,3343803,17653409,False,137980,vcf,Job output deleted by user before job completed.,11713470,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32599254}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32599205}]","""false""","""false""","""false""",231.0,tabular,32.0,,41709943.0,1512073350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-11-30 20:24:08.131209,115076.0,95.0
2017-11-30 20:37:49.491385,slurm_normal,1512074422.0,0,,1.0,main_w3_handler1,3347178,17653551,False,137980,vcf,,11713609,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32656394}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32656258}]","""false""","""false""","""false""",231.0,tabular,32.0,,42362991.0,1512074291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-11-30 20:40:25.086912,115072.0,131.0
2017-11-30 20:36:52.509099,slurm_normal,1512075321.0,0,,1.0,main_w4_handler0,3347167,17653544,False,15543486,vcf,,11713716,slurm,,132112168.0,corral-repl,,"""301ade68d60e11e7aa30005056ba2773""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32656577}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32656505}]","""false""","""false""","""false""",200.0,tabular,32.0,,,1512074928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-11-30 20:55:23.269530,115064.0,393.0
2017-11-30 20:51:17.912559,slurm_normal,1512076022.0,0,,1.0,main_w4_handler1,3347203,17653702,False,15542581,vcf,,11713822,slurm,,132112168.0,corral-repl,,"""33be9fc6d61011e7bd7b005056ba55fb""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32656871}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32656547}]","""false""","""false""","""false""",200.0,tabular,32.0,,,1512075592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-11-30 21:07:04.205431,115076.0,430.0
2017-12-03 22:27:03.193018,slurm_normal,1512340091.0,0,,1.0,main_w3_handler0,3351285,17684657,False,132690,vcf,,11749124,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32708796}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32707450}]","""false""","""false""","""false""",231.0,tabular,32.0,,40942009.0,1512340033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-03 22:28:13.610862,110993.0,58.0
2017-12-04 01:04:13.698725,slurm_normal,1512350128.0,0,,1.0,main_w4_handler1,3351404,17685183,False,15543486,vcf,,11749715,slurm,,132112168.0,corral-repl,,"""08f46d44d88f11e7ac76005056ba55fb""","""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32709898}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32709844}]","""false""","""false""","""false""",200.0,tabular,32.0,,,1512349802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-04 01:15:29.576669,115069.0,326.0
2017-12-04 13:19:29.686055,slurm_normal,1512393641.0,0,,1.0,main_w4_handler1,3351661,17689912,False,132690,vcf,,11754391,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32716945}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32716896}]","""false""","""false""","""false""",231.0,tabular,32.0,,42427706.0,1512393582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-04 13:20:45.418021,112039.0,59.0
2017-12-05 06:34:48.711100,slurm_normal,1512455794.0,0,,1.0,main_w4_handler1,3353116,17699181,False,137980,vcf,,11763767,slurm,,132112168.0,corral-repl,,,"""2016-03-23""","""snpEff""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32731971}]",,"""false""","""false""","""false""","""false""",,"[{'src': 'hda', 'id': 32728430}]","""false""","""false""","""false""",231.0,tabular,32.0,,41709854.0,1512455695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_load/gemini_load/0.18.1.0,0.18.1.0,,2017-12-05 06:36:36.086950,115071.0,99.0
