create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input1,input10,input10_filetype,input1_filetype,input2,input2_filetype,input3,input3_filetype,input4,input4_filetype,input5,input5_filetype,input6,input6_filetype,input7,input7_filetype,input8,input8_filetype,input9,input9_filetype,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.down_width,parameters.exclusion,parameters.filter,parameters.input_format_cond.__current_case__,parameters.input_format_cond.input,parameters.input_format_cond.input.values,parameters.input_format_cond.input_format,parameters.sigma,parameters.up_width,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-02-03 15:48:38.887738,slurm_normal,1454514753.0,0,,1.0,main_w2_handler1,2171143,11701793,False,,406731,406731,,,interval,,,,,,,,,,,,,,,,,interval,5956260.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""","""20""","""1""",0,23168675,,scidx,"""5""","""10""",32.0,,28069037,1454514540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-02-03 15:56:29.837227,53042.0,213.0
2016-01-25 20:38:39.317559,slurm_normal,1453754339.0,0,,1.0,main_w2_handler1,1109789,11600540,False,,22873212,22873212,,,gff,,,,,,,,,,,,,,,,,gff,5865369.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""","""147""","""1""",1,23035666,,gff,"""5""","""10""",32.0,,27730438,1453754331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-01-25 20:39:09.682645,8372.0,8.0
2016-01-25 20:36:43.715198,slurm_normal,1453754225.0,0,,1.0,main_w1_handler2,1109789,11600528,False,,22873212,22873212,,,gff,,,,,,,,,,,,,,,,,gff,5865359.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""","""20""","""1""",0,23035666,,scidx,"""5""","""10""",32.0,,27730438,1453754214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-01-25 20:37:08.091667,8372.0,11.0
2016-06-21 18:15:42.402752,slurm_normal,1466534084.0,0,,1.0,main_w2_handler0,2699763,13227530,False,,203262966,203262966,,,scidx,,,,,,,,,,,,,,,,,scidx,7412330.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10""","""20""","""1""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542a483538d6a744d'}]",scidx,"""5""","""10""",32.0,,30220528,1466532950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-06-21 18:34:53.145046,18674.0,1134.0
2016-06-22 22:12:03.366840,slurm_normal,1466634758.0,0,,1.0,main_w1_handler0,2699763,13242063,False,,203262966,203262966,,,scidx,,,,,,,,,,,,,,,,,scidx,7428082.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""50""","""100""","""5""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542a483538d6a744d'}]",scidx,"""10""","""50""",32.0,,30220528,1466633548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-06-22 22:32:42.282191,18674.0,1210.0
2016-06-22 23:39:05.361550,slurm_normal,1466640367.0,0,,1.0,main_w1_handler0,2699763,13242366,False,,203262966,203262966,,,scidx,,,,,,,,,,,,,,,,,scidx,7428384.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""250""","""500""","""50""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542a483538d6a744d'}]",scidx,"""20""","""250""",32.0,,30220528,1466638759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-06-23 00:06:09.151732,18674.0,1608.0
2016-06-24 12:12:16.116167,slurm_normal,1466771736.0,0,,1.0,main_w1_handler1,2730405,13253978,False,,256232206,256232206,,,scidx,,,,,,,,,,,,,,,,,scidx,7440958.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10""","""20""","""1""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3b2cd01c46d7807'}]",scidx,"""5""","""10""",32.0,,31044883,1466770376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-06-24 12:35:40.762738,86508.0,1360.0
2016-06-24 12:48:46.265326,slurm_normal,1466773963.0,0,,1.0,main_w2_handler0,2730405,13254166,False,,256232206,256232206,,,scidx,,,,,,,,,,,,,,,,,scidx,7441143.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""100""","""400""","""10""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d3b2cd01c46d7807'}]",scidx,"""3""","""100""",32.0,,31044883,1466772555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-06-24 13:12:45.544789,86508.0,1408.0
2016-07-12 04:20:09.140614,slurm_normal,1468297682.0,0,,1.0,main_w2_handler0,2761952,13381716,False,,18944655,18944655,1847706.0,scidx,scidx,25078915.0,scidx,21229400.0,scidx,17834238.0,scidx,18246458.0,scidx,2413921.0,scidx,17434342.0,scidx,16227139.0,scidx,881318.0,scidx,scidx,7592994.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""","""10""","""20""","""1""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50eca0b42e851de3d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b3e7fb63ed93938e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50636472ac8be9d97'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58b779ab06b780d60'}, {'src': 'hda', 'id': 'bbd44e69cb8906b511f716377d89ca5d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55e842031216272b9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b556a87a8ea3254c9c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5dff5909fe1ca903f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5281d9ccc8d59bde9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b55b74040fff0cf3bb'}]",scidx,"""5""","""10""",32.0,,30588639,1468297255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-07-12 04:28:14.734012,54241.0,427.0
2016-11-09 16:24:41.048471,slurm_normal,1478708704.0,0,,1.0,main_w4_handler1,2887917,14296946,False,,559,559,,,gff,,,,,,,,,,,,,,,,,gff,8504986.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""","""20""","""1""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce77880492bce7f2'}]",gff,"""5""","""10""",32.0,,34128566,1478708685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/genetrack/genetrack/1.0.0,1.0.0,,2016-11-09 16:25:32.733811,,19.0
