create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,parameters.option,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-07 13:04:10.971456,slurm_normal,1491570275.0,0,,1.0,main_w3_handler1,3063720,15519914,False,,62814506,bed,9646600.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29117152}]",,"""""",32.0,,37189517.0,1491570255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-04-07 13:04:37.433846,,20.0
2017-06-03 16:37:36.810679,slurm_normal,1496507882.0,0,,1.0,main_w4_handler0,3132878,16005614,False,,806469,bed,10099271.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm8.len""","""mm8""","[{'src': 'hda', 'id': 29872089}]",,"""""",32.0,,37914862.0,1496507876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-03 16:38:09.903628,105460.0,6.0
2017-05-03 19:28:25.229180,slurm_normal,1493840056.0,0,,1.0,main_w4_handler0,3096835,15739407,False,,217097,bed,9849065.roundup,slurm,,132112168.0,corral-repl,,"""a997d576303611e78f6b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29456457}]",,"""""",32.0,,,1493840052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-03 19:34:21.103200,82104.0,4.0
2017-06-04 08:10:17.819324,slurm_normal,1496563835.0,0,,1.0,main_w3_handler0,3028635,16008266,False,,53360,bed,10101668.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 29881776}]",,"""""",32.0,,37966834.0,1496563830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-04 08:10:36.983665,97689.0,5.0
2017-05-03 19:23:44.314242,slurm_normal,1493839456.0,0,,1.0,main_w3_handler0,3096835,15739356,False,,1600662,gff3,9848985.roundup,slurm,,132112168.0,corral-repl,,"""00a5958e303611e78981005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29456376}]",,"""""",32.0,,,1493839452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-03 19:24:18.988210,82104.0,4.0
2017-05-03 19:28:26.226356,slurm_normal,1493839736.0,0,,1.0,main_w3_handler0,3096835,15739409,False,,1600662,gff3,9849036.roundup,slurm,,132112168.0,corral-repl,,"""a997d576303611e78f6b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29456460}]",,"""""",32.0,,,1493839731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-03 19:29:00.949088,82104.0,5.0
2017-04-07 02:34:53.600016,slurm_normal,1491532501.0,0,,1.0,main_w3_handler1,3003954,15514439,False,,1385878,bed,9641251.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29110051}]",,"""""",32.0,,36195115.0,1491532496.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-04-07 02:35:04.017667,,5.0
2017-04-07 02:34:16.418587,slurm_normal,1491532476.0,0,,1.0,main_w3_handler0,3003954,15514437,False,,1537032,bed,9641249.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29110054}]",,"""""",32.0,,36195115.0,1491532458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-04-07 02:34:39.239499,,18.0
2017-04-07 03:33:49.167488,slurm_normal,1491536035.0,0,,1.0,main_w4_handler1,3003954,15514701,False,,44707,bed,9641521.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29110569}]",,"""""",32.0,,36195115.0,1491536031.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-04-07 03:33:57.025809,,4.0
2017-04-07 03:34:24.015488,slurm_normal,1491536103.0,0,,1.0,main_w4_handler0,3003954,15514705,False,,45550,bed,9641527.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29110568}]",,"""""",32.0,,36195115.0,1491536099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-04-07 03:35:05.633857,,4.0
2017-04-07 04:07:02.140829,slurm_normal,1491538030.0,0,,1.0,main_w4_handler1,3003954,15514826,False,,692939,bed,9641650.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29110045}]",,"""""",32.0,,36195115.0,1491538025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-04-07 04:07:14.396464,,5.0
2017-04-07 04:09:05.820232,slurm_normal,1491538194.0,0,,1.0,main_w4_handler1,3003954,15514834,False,,768516,bed,9641664.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29110049}]",,"""""",32.0,,36195115.0,1491538189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-04-07 04:10:23.827285,,5.0
