create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,individuals|populations_0|p1_input,individuals|populations_0|p1_input_filetype,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.batch,parameters.bioproj,parameters.biosamp,parameters.chromInfo,parameters.dbkey,parameters.hand,parameters.individuals.__current_case__,parameters.individuals.choice,parameters.individuals.geno,parameters.individuals.pall_id,parameters.individuals.populations,parameters.input,parameters.input.values,parameters.ref,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-26 15:29:31.149385,slurm_normal,1437924695.0,0,1.0,main_w1_handler1,2389571,9994932,False,,,,706043140,gd_snp,4277772.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,0,,,,20538578,,"""""",32.0,,24325892,1437924587.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2015-07-26 15:31:39.712071,66942.0,108.0
2015-10-07 12:49:06.467078,slurm_normal,1444222773.0,0,1.0,main_w1_handler1,2449900,10518988,False,,,,4044194058,gd_snp,4793852.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/canFam2.len""","""canFam2""","""""",0,0,,,,21428192,,"""""",32.0,,25542554,1444222177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2015-10-07 12:59:57.986348,6835.0,596.0
2015-11-17 13:00:13.527419,slurm_normal,1447765502.0,0,1.0,main_w1_handler0,2509287,10922029,False,,,,1680166632,gd_snp,5177652.roundup,slurm,,132112168.0,corral-repl,,"""hg19""","""""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",0,0,,,,22031510,,"""GRCh37""",32.0,,26313417,1447765226.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2015-11-17 13:05:06.850915,73590.0,276.0
2016-01-11 19:58:51.188145,slurm_normal,1452542370.0,0,1.0,main_w1_handler1,2548809,11463723,False,,,,6348226,gd_genotype,5729733.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""""",0,0,,M242,,22848331,,"""""",32.0,,27069004,1452542358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2016-01-11 19:59:36.998023,58661.0,12.0
2016-01-11 21:02:31.863982,slurm_normal,1452546256.0,0,1.0,main_w1_handler1,2548809,11464876,False,,,,144949818,gd_genotype,5730410.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""""",0,0,,NoQ,,22849589,,"""""",32.0,,27069004,1452546177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2016-01-11 21:04:20.867429,58661.0,79.0
2016-03-17 08:45:22.231205,slurm_normal,1458205037.0,0,1.0,main_w1_handler2,2466269,12163390,False,,,,3318655801,gd_snp,6380747.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/loxAfr3.len""","""loxAfr3""","""""",0,0,,,,21488650,,"""""",32.0,,28892907,1458204376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2016-03-17 08:57:20.492034,51094.0,661.0
2016-03-17 09:05:28.075308,slurm_normal,1458205588.0,0,1.0,main_w2_handler1,2466269,12163471,False,,,,3818710,gd_snp,6380830.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/loxAfr3.len""","""loxAfr3""","""""",2,2,9,,,23756999,,"""loxAfr3.0""",32.0,,28892907,1458205581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2016-03-17 09:06:31.101670,51094.0,7.0
2016-03-17 09:06:17.440069,slurm_normal,1458206338.0,0,1.0,main_w2_handler0,2466269,12163475,False,,,,3318655801,gd_snp,6380834.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/loxAfr3.len""","""loxAfr3""","""""",2,2,9,,,21488650,,"""""",32.0,,28892907,1458205641.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2016-03-17 09:19:03.826924,51094.0,697.0
2016-05-10 10:51:11.033348,slurm_normal,1462877917.0,0,1.0,main_w1_handler1,2466279,12843525,False,,,,3318655801,gd_snp,7043872.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/loxAfr3.len""","""loxAfr3""","""""",2,2,9,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537b515537c7f674c'}]","""""",32.0,,28892907,1462877494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2016-05-10 10:58:40.878519,51094.0,423.0
2016-05-10 11:59:13.120518,slurm_normal,1462881999.0,0,1.0,main_w1_handler0,2466279,12843981,False,,,,3318655801,gd_snp,7044215.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/loxAfr3.len""","""loxAfr3""","""""",2,2,13,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b537b515537c7f674c'}]","""""",32.0,,28892907,1462881593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2016-05-10 12:06:42.035333,51094.0,406.0
2016-08-04 19:27:03.730706,slurm_normal,1470339304.0,0,1.0,main_w1_handler0,2785387,13593362,False,,,,1237679494,gd_genotype,7804459.roundup,slurm,,132112168.0,corral-repl,,"""""","""""","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",0,0,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581b2e2a63cca17b6'}]","""""",32.0,,31961259,1470338854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_gd_snp2vcf/1.1.0,1.1.0,,2016-08-04 19:35:08.653280,,450.0
