chromInfo,chromInfo_filetype,create_time,dbsnp_input_rod,dbsnp_input_rod_filetype,destination_id,end_epoch,exit_code,galaxy_slots,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals,gatk_param_type|input_exclude_interval_repeat_0|input_exclude_intervals_filetype,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,gatk_param_type|pedigree_0|pedigree_file,gatk_param_type|pedigree_0|pedigree_file_filetype,handler,history_id,id,imported,info,input_bam,input_bam_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,input_variant,input_variant_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.additional_annotations,parameters.annotation_group,parameters.annotations_type.__current_case__,parameters.annotations_type.annotations,parameters.annotations_type.annotations_type_selector,parameters.chromInfo,parameters.comp_rod_bind,parameters.dbkey,parameters.dbsnp_rod_bind_type.__current_case__,parameters.dbsnp_rod_bind_type.dbsnp_input_rod,parameters.dbsnp_rod_bind_type.dbsnp_input_rod.values,parameters.dbsnp_rod_bind_type.dbsnp_rod_bind_type_selector,parameters.dbsnp_rod_bind_type.dbsnp_rod_name,parameters.exclude_annotations,parameters.expressions,parameters.family_string,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.mendel_violation_genotype_quality_threshold,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.input_bam.values,parameters.reference_source.input_variant,parameters.reference_source.input_variant.values,parameters.reference_source.input_variant_bti,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.resource_rod_bind,parameters.snpEff_rod_bind_type.__current_case__,parameters.snpEff_rod_bind_type.snpEff_input_rod,parameters.snpEff_rod_bind_type.snpEff_rod_bind_type_selector,parameters.snpEff_rod_bind_type.snpEff_rod_name,processor_count,ref_file,ref_file_filetype,runner_name,session_id,snpEff_input_rod,snpEff_input_rod_filetype,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-11-30 09:39:49.698374,140861432.0,vcf,slurm_normal,1448876576.0,0,1.0,,,,,,,main_w2_handler1,2425275,11041390,False,,,,,,2044658,vcf,5296509.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22214484.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,380710511.0,fasta,,26428762.0,,,1448876410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-11-30 09:43:01.147752,67460.0,166.0
,,2015-12-02 06:42:29.133045,883.0,vcf,slurm_normal,1449038732.0,0,1.0,,,,,,,main_w2_handler1,2525580,11061017,False,,,,,,2044658,vcf,5314950.roundup,slurm,,132112168.0,corral-repl,,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22248412.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,380710511.0,fasta,,26428762.0,,,1449038566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-02 06:45:36.180478,67460.0,166.0
,,2015-12-03 04:31:57.740802,1625.0,vcf,slurm_normal,1449117314.0,0,1.0,,,,,,,main_w2_handler0,2525580,11073265,False,,,,,,2044658,vcf,5325810.roundup,slurm,,132112168.0,corral-repl,,,[],,1.0,['BaseCounts'],choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,22267743.0,,set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,380710511.0,fasta,,26428762.0,,,1449117153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2015-12-03 04:35:19.409499,67460.0,161.0
,,2016-06-21 13:53:51.539082,49336.0,vcf,slurm_normal,1466517265.0,0,1.0,,,,,,,main_w2_handler0,2736846,13225079,False,,435005247.0,bam,,,49336,vcf,7409942.roundup,slurm,,132112168.0,corral-repl,,,[],,1.0,"['AlleleBalance', 'AlleleBalanceBySample', 'BaseCounts', 'BaseQualityRankSumTest', 'DepthOfCoverage', 'FisherStrand', 'HomopolymerRun', 'IndelType', 'LowMQ', 'NBaseCount', 'QualByDepth', 'ReadDepthAndAllelicFractionBySample', 'SnpEff']",choose,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c13621c4c1fa548a'}]",set_dbsnp,dbsnp,,[],"""""",0,,,,,,,basic,,,,,,,,,,,,,"""0.0""",1.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b7ce910956d758c0'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c13621c4c1fa548a'}]",true,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f81e05995d8e2e3'}]",history,[],0,,exclude_snpEff,,32.0,6270261.0,fasta,,29463422.0,,,1466517245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-21 13:54:28.935306,75878.0,20.0
,,2016-06-08 03:08:28.601899,588328981.0,vcf,slurm_normal,1465355423.0,0,1.0,,,41.0,bed,,,main_w1_handler1,2730112,13103482,False,,,,,,194456,vcf,7289416.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5aa0fab9ea49abc4c'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5760034aaf62f9dfc'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30533884.0,,,1465355351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-08 03:10:26.970689,48896.0,72.0
,,2016-06-09 23:15:10.257701,588328981.0,vcf,slurm_normal,1465515580.0,0,1.0,,,41.0,bed,,,main_w1_handler0,2734500,13128000,False,,,,,,194456,vcf,7312567.roundup,slurm,,132112168.0,corral-repl,,"""fa95f9862e9711e68398005056a51846""",[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d4d62a5142b8bf43'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c89fe146e61b3c31'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30533884.0,,,1465515549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-09 23:39:42.110181,48896.0,31.0
,,2016-06-10 04:39:04.804634,588328981.0,vcf,slurm_normal,1465534812.0,0,1.0,,,41.0,bed,,,main_w1_handler1,2734659,13129218,False,,,,,,188246,vcf,7313830.roundup,slurm,,132112168.0,corral-repl,,"""3b51efde2ec511e68da8005056a52a46""",[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ce9a8effad1c047'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5a69f024de1e925bb'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30533884.0,,,1465534785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 05:00:15.769049,48896.0,27.0
,,2016-06-10 20:00:00.022636,588328981.0,vcf,slurm_normal,1465588857.0,0,1.0,,,41.0,bed,,,main_w1_handler0,2735268,13135515,False,,,,,,188234,vcf,7320181.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ccfc046430ed4fb'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c590d72733f26025'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30780874.0,,,1465588823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:01:04.244209,85924.0,34.0
,,2016-06-10 20:06:37.305495,588328981.0,vcf,slurm_normal,1465589253.0,0,1.0,,,41.0,bed,,,main_w1_handler0,2735363,13135615,False,,,,,,192315,vcf,7320267.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58b45bc62ab42de01'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b566a7196bea0364a1'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30782313.0,,,1465589220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:07:35.429982,85936.0,33.0
,,2016-06-10 20:12:40.366892,588328981.0,vcf,slurm_normal,1465589602.0,0,1.0,,,41.0,bed,,,main_w1_handler1,2735344,13135685,False,,,,,,188242,vcf,7320350.roundup,slurm,,132112168.0,corral-repl,,,[],,,,,"""/galaxy-repl/localdata/chrom/?.len""",[],"""?""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544859d023d16a8e7'}]",set_dbsnp,dbsnp,,[],"""""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b58a50f880827acd4f'}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""0.0""",,,,,,,,,,[],0,,exclude_snpEff,,32.0,254235640.0,fasta,,30782279.0,,,1465589569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/variant_annotator/gatk_variant_annotator/0.0.5,0.0.5,,2016-06-10 20:13:25.707581,85930.0,33.0
