chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.colours,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.logoname,parameters.outformat,parameters.range.__current_case__,parameters.range.mode,parameters.range.seqend,parameters.range.seqstart,parameters.size,parameters.units,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-14 20:28:35.214331,rodeo_normal,1426364930.0,0,,1.0,main_w1_handler1,2162947,8949170,False,,33552,fasta,3168265.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""auto""","""hg19""",18858650,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",32.0,,20305190.0,1426364924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-14 20:28:51.419600,,6.0
,,2015-03-15 21:58:14.812119,rodeo_normal,1426456713.0,0,,1.0,main_w1_handler0,2186035,8953653,False,,186,fasta,3176015.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",18864834,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",32.0,,21387313.0,1426456706.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-15 21:58:34.295233,29148.0,7.0
,,2015-12-09 08:06:12.850717,slurm_normal,1449648407.0,0,,1.0,main_w1_handler0,2525969,11124467,False,,373614,fasta,5390115.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""auto""","""hg19""",22361074,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",32.0,,26690213.0,1449648397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-12-09 08:06:51.162506,74582.0,10.0
,,2016-01-28 02:19:23.944274,slurm_normal,1453947599.0,0,,1.0,main_w2_handler0,2580667,11619663,False,,16291,fasta,5884091.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""auto""","""?""",23064072,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""bits""",32.0,,27510073.0,1453947576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2016-01-28 02:20:04.629205,76299.0,23.0
,,2015-03-17 02:06:00.465925,rodeo_normal,1426557983.0,0,,1.0,main_w1_handler0,2179652,8962744,False,,649137,fasta,3193538.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""auto""","""mm10""",18877713,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""medium""","""probability""",32.0,,20581033.0,1426557975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-17 02:06:23.960550,58541.0,8.0
,,2015-03-17 02:04:22.276738,rodeo_normal,1426557884.0,0,,1.0,main_w2_handler0,2179652,8962741,False,,649137,fasta,3193524.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""auto""","""mm10""",18877713,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""medium""","""bits""",32.0,,20581033.0,1426557874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-17 02:04:47.224783,58541.0,10.0
,,2015-03-17 03:20:04.403016,rodeo_normal,1426562425.0,0,,1.0,main_w1_handler1,2179652,8963191,False,,649137,fasta,3194206.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""auto""","""mm10""",18877713,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""medium""","""probability""",32.0,,20581033.0,1426562414.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-17 03:20:27.979767,58541.0,11.0
,,2015-03-17 04:06:57.587021,rodeo_normal,1426565234.0,0,,1.0,main_w2_handler0,2179652,8963336,False,,6513,fasta,3194465.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""auto""","""mm10""",18878442,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""probability""",32.0,,20581033.0,1426565229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-17 04:07:17.755203,58541.0,5.0
,,2015-03-17 04:18:11.499393,rodeo_normal,1426565917.0,0,,1.0,main_w2_handler0,2179652,8963359,False,,37804,fasta,3194522.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""auto""","""mm10""",18878463,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""large""","""probability""",32.0,,20581033.0,1426565907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-17 04:18:39.937873,58541.0,10.0
,,2015-03-17 10:12:09.256722,rodeo_normal,1426587151.0,0,,1.0,main_w2_handler0,2179652,8964903,False,,159093,fasta,3197730.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""auto""","""mm10""",18880186,,,"""Galaxy-Rgenetics Sequence Logo""","""png""",0,complete,,,"""medium""","""bits""",32.0,,20581033.0,1426587142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/0.4,0.4,,2015-03-17 10:12:33.602635,58541.0,9.0
