chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.col1,parameters.col1.__class__,parameters.col1.value,parameters.col2,parameters.col2.__class__,parameters.col2.value,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.title,parameters.xlab,parameters.ylab,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-10 13:51:05.823063,slurm_normal_16gb,1484056275.0,0,,1.0,main_w3_handler0,2923365,14723691,False,,130473,tabular,8892384.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""14""",,,"""15""",,,"""?""",,"[{'src': 'hda', 'id': 27866566}]",,"""Scatterplot""","""V1""","""V2""",32.0,,35179056.0,1484056270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2017-01-10 13:51:18.249826,40637.0,5.0
,,2016-03-08 17:25:41.842547,slurm_normal_16gb,1457458660.0,0,,1.0,main_w1_handler2,2624475,12071900,False,,136590,tabular,6295941.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""2""",,,"""2""",,,"""sacCer3""",23728157,,,"""Scatterplot""","""V1""","""V2""",32.0,,28648787.0,1457458649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2016-03-08 17:37:50.523111,54241.0,11.0
,,2016-07-03 16:45:30.005853,slurm_normal_16gb,1467564377.0,0,,1.0,main_w1_handler1,2755111,13318889,False,,846,tabular,7523913.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""8""",,,"""8""",,,"""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58057d8cc20f7490e'}]",,"""Scatterplot""","""C1""","""C2""",32.0,,31197237.0,1467564366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2016-07-03 16:46:18.206531,86774.0,11.0
,,2016-07-04 20:59:44.659738,slurm_normal_16gb,1467666030.0,0,,1.0,main_w1_handler1,2757357,13329186,False,,450994,tabular,7536367.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""",,,"""4""",,,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58a7ee11861c11dd6'}]",,"""Scatterplot""","""V1""","""V2""",32.0,,31272273.0,1467666025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2016-07-04 21:00:32.956012,,5.0
,,2016-07-04 21:03:00.215569,slurm_normal_16gb,1467666236.0,0,,1.0,main_w2_handler0,2757357,13329195,False,,451111,tabular,7536394.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""",,,"""4""",,,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b125954fdd623188'}]",,"""Scatterplot""","""V1""","""V2""",32.0,,31272273.0,1467666228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2016-07-04 21:03:57.798087,,8.0
,,2017-05-04 00:55:21.062431,slurm_normal_16gb,1493859344.0,0,,1.0,main_w3_handler0,3095635,15741684,False,,5097,mothur.freq,9851308.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""",,,"""2""",,,"""?""",,"[{'src': 'hda', 'id': 29443937}]",,"""QTL-Seq Results for Windows""","""Chromosome 5 position""","""SNP-index""",32.0,,37398928.0,1493859339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2017-05-04 00:55:45.477323,104288.0,5.0
,,2016-07-08 21:50:30.157998,slurm_normal_16gb,1468014662.0,0,,1.0,main_w2_handler0,2107480,13364811,False,,207839,tabular,7574740.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""2""",,,"""3""",,,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eaf2c24a1d2d43bb'}]",,"""Scatterplot""","""rep2""","""rep1""",32.0,,29851231.0,1468014658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2016-07-08 21:51:07.261037,55442.0,4.0
,,2017-05-04 01:42:06.718977,slurm_normal_16gb,1493862157.0,0,,1.0,main_w4_handler1,3094828,15741915,False,,5097,mothur.freq,9851551.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""",,,"""2""",,,"""?""",,"[{'src': 'hda', 'id': 29433953}]",,"""QTL-Seq Results for Windows""","""Chromosome 5 Position""","""SNP-index""",32.0,,37301341.0,1493862142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2017-05-04 01:42:41.477939,104000.0,15.0
,,2016-05-17 03:48:46.761326,slurm_normal_16gb,1463456969.0,0,,1.0,main_w2_handler1,2702947,12913095,False,,6114,tabular,7107942.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""2""",,,"""2""",,,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b518249a3be6b104b6'}]",,"""Scatterplot""","""V1""","""V2""",32.0,,28525375.0,1463456963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2016-05-17 03:49:30.678819,35039.0,6.0
,,2016-05-17 03:55:37.382709,slurm_normal_16gb,1463457377.0,0,,1.0,main_w2_handler1,2702947,12913114,False,,769,tabular,7107977.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""2""",,,"""1""",,,"""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591a80ec1938918b2'}]",,"""Scatterplot""","""V1""","""V2""",32.0,,28525375.0,1463457370.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/scatterplot/scatterplot_rpy/1.0.0,1.0.0,,2016-05-17 03:56:18.864928,35039.0,7.0
