create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.URL,parameters.URL_method,parameters.chromInfo,parameters.d,parameters.data_type,parameters.dbkey,parameters.gbgff,parameters.id,parameters.l,parameters.m,parameters.q,parameters.s,parameters.t,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-20 19:12:56.922344,rodeo_normal,1426878795.0,0.0,,1.0,main_w1_handler1,2241046,8999020,False,,3261449.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=III:9048472..9083284&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""24efab134565b6c0a78b31afbd46b211""","""GENES\u001eVARIATIONS_POLYMORPHISMS\u001eLOCI:overview""","""application/x-gff3""","""III:9048472..9083284""","""0""",,32.0,,21857074,1426878788.0,ok,1023996.0,wormbase,1.0.1,,2015-03-20 19:13:18.260738,60993.0,7.0
2015-03-20 18:47:43.248374,rodeo_normal,1426877278.0,0.0,,1.0,main_w1_handler1,2241046,8998694,False,,3260795.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=III:9048472..9083284&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""24efab134565b6c0a78b31afbd46b211""","""GENES\u001eVARIATIONS_POLYMORPHISMS\u001eLOCI:overview""","""application/x-gff3""","""III:9048472..9083284""","""0""",,32.0,,21857074,1426877274.0,ok,1023996.0,wormbase,1.0.1,,2015-03-20 18:48:01.656486,60993.0,4.0
2015-03-26 19:38:56.366039,rodeo_normal,1427398874.0,0.0,,1.0,main_w1_handler0,2223549,9052440,False,,3337885.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=V:1..20924180&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""2ab95f7ea559ebea8cc7839b139b4eec""","""Hits_3f7489_My_Track_1\u001eVARIATIONS_CLASSICAL_ALLELES\u001eVARIATIONS_RNAI_OTHER\u001eVARIATIONS_HIGH_THROUGHPUT_ALLELES\u001eVARIATIONS_CHANGE_OF_FUNCTION_POLYMORPHISMS\u001eOPERONS\u001eGENES\u001eLOCI:overview""","""application/x-gff3""","""V:1..20924180""","""0""",,32.0,,21522696,1427398746.0,ok,1023996.0,wormbase,1.0.1,,2015-03-26 19:41:18.324489,60367.0,128.0
2015-04-01 02:34:38.878952,rodeo_normal,1427855695.0,0.0,,1.0,main_w1_handler1,2256181,9108996,False,,3394552.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=IV:13312505..13321922&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""9f10aa8d98318db142ad8585bb5dcb48""","""GENES\u001eVARIATIONS_POLYMORPHISMS\u001eLOCI:overview""","""application/x-gff3""","""IV:13312505..13321922""","""0""",,32.0,,21849778,1427855690.0,ok,1023996.0,wormbase,1.0.1,,2015-04-01 02:34:56.953416,,5.0
2015-04-09 18:41:38.291844,slurm_normal,1428604933.0,0.0,,1.0,main_w2_handler1,2243950,9184180,False,,3465086.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=III:9048472..9083284&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""b6a824d91eec1befaeae34ac41ab6c2b""","""GENES\u001eVARIATIONS_POLYMORPHISMS\u001eLOCI:overview""","""application/x-gff3""","""III:9048472..9083284""","""0""",,32.0,,21932086,1428604922.0,ok,1023996.0,wormbase,1.0.1,,2015-04-09 18:42:18.406327,61239.0,11.0
2015-04-13 03:12:43.737701,slurm_normal,1428894787.0,0.0,,1.0,main_w1_handler0,2238851,9211473,False,,3493959.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=III:9048472..9083284&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""15cff7b3e2d59b78bf3e5008e135f0b2""","""GENES\u001eVARIATIONS_POLYMORPHISMS\u001eLOCI:overview""","""application/x-gff3""","""III:9048472..9083284""","""0""",,32.0,,22410569,1428894782.0,ok,1023996.0,wormbase,1.0.1,,2015-04-13 03:13:10.180474,59282.0,5.0
2015-04-13 03:15:28.079636,slurm_normal,1428894948.0,0.0,,1.0,main_w2_handler1,2238851,9211512,False,,3494000.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=III:9048472..9083284&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""15cff7b3e2d59b78bf3e5008e135f0b2""","""SEGMENTAL_DUPLICATIONS\u001eREPEATS_TANDEM_AND_INVERTED\u001eREPEATS_REPEAT_MASKER\u001eGENES\u001eVARIATIONS_POLYMORPHISMS\u001eLOCI:overview""","""application/x-gff3""","""III:9048472..9083284""","""0""",,32.0,,22410569,1428894941.0,ok,1023996.0,wormbase,1.0.1,,2015-04-13 03:15:50.248702,59282.0,7.0
2015-06-22 13:08:53.774573,slurm_normal,1434978562.0,0.0,,1.0,main_w1_handler2,2351776,9705881,False,,4013999.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=III:9048472..9083284&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""ea034349a4604ace7f6a2b3d504d0e5e""","""GENES\u001eVARIATIONS_POLYMORPHISMS\u001eLOCI:overview""","""application/x-gff3""","""III:9048472..9083284""","""0""",,32.0,,23749148,1434978552.0,ok,1023996.0,wormbase,1.0.1,,2015-06-22 13:09:26.673212,,10.0
2015-09-16 12:07:16.847831,slurm_normal,1442405275.0,0.0,,1.0,main_w1_handler0,2440770,10332715,False,,4616314.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=III:9048472..9083284&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""a23475504bea53d398297e5d62b0d544""","""GENES\u001eVARIATIONS_POLYMORPHISMS\u001eLOCI:overview""","""application/x-gff3""","""III:9048472..9083284""","""0""",,32.0,,25203827,1442405267.0,ok,1023996.0,wormbase,1.0.1,,2015-09-16 12:08:16.126005,,8.0
2015-06-30 20:17:36.630361,slurm_normal,1435695481.0,0.0,,1.0,main_w2_handler0,2250612,9770832,False,,4073222.roundup,slurm,,132112168.0,corral-repl,,"""http://www.wormbase.org/tools/genome/gbrowse/c_elegans_PRJNA13758?q=MtDNA:1..13794&s=0&d=edit&dbkey=c_elegans_PRJNA13758&t=""","""post""","""/galaxy-repl/localdata/chrom/c_elegans_PRJNA13758.len""","""edit""","""auto""","""c_elegans_PRJNA13758""","""save gff3""","""768a7c03edfedfec25e3e2ff22c2a2cb""","""GENES\u001eVARIATIONS_POLYMORPHISMS\u001eLOCI:overview""","""application/x-gff3""","""MtDNA:1..13794""","""0""",,32.0,,23893079,1435695474.0,ok,1023996.0,wormbase,1.0.1,,2015-06-30 20:18:03.536438,30247.0,7.0
