create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.basename,parameters.chromInfo,parameters.db,parameters.dbkey,parameters.input.values,parameters.org,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-10 17:18:07.134440,slurm_normal,1491844712.0,0,,1.0,main_w4_handler0,3067647,15543524,False,,2102769,bed,9668435.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""dm6""","[{'src': 'hda', 'id': 29153424}]","""D. melon""",32.0,,37254087,1491844697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-04-10 17:18:36.801449,,15.0
2017-04-11 01:15:35.842494,slurm_normal,1491873890.0,0,,1.0,main_w3_handler0,3065149,15548335,False,,829248567,bed,9673037.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/?.len""","""mm10""","""?""","[{'src': 'hda', 'id': 29160502}]","""mouse""",32.0,,37223162,1491873346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-04-11 01:24:52.253944,103827.0,544.0
2017-04-15 07:21:35.699390,slurm_normal,1492240913.0,0,,1.0,main_w4_handler1,2648527,15593361,False,,5732874,bed,9714853.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""mm9""","[{'src': 'hda', 'id': 28688590}]","""mouse""",32.0,,37346646,1492240908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-04-15 07:21:55.101171,81493.0,5.0
2017-04-25 07:54:58.822935,slurm_normal,1493106917.0,0,,1.0,main_w3_handler1,3068908,15669795,False,,3625437,bed,9785531.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""","[{'src': 'hda', 'id': 29348398}]","""human""",32.0,,37539793,1493106911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-04-25 07:55:20.642878,6949.0,6.0
2017-05-05 07:25:20.409100,slurm_normal,1493971263.0,0,,1.0,main_w4_handler0,3027122,15755829,False,,1700279609,bed,9864387.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""mm10""","[{'src': 'hda', 'id': 29483140}]","""mouse""",32.0,,37749861,1493970177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-05-05 08:01:06.424672,68537.0,1086.0
2017-05-10 06:46:57.599921,slurm_normal,1494398829.0,0,,1.0,main_w3_handler1,3068908,15799956,False,,10244,bed,9904850.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""","[{'src': 'hda', 'id': 29545873}]","""human""",32.0,,37539793,1494398825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-05-10 06:47:12.193223,6949.0,4.0
2017-05-10 07:54:55.136718,slurm_normal,1494402903.0,0,,1.0,main_w3_handler1,3068908,15800316,False,,7594,bed,9905229.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""","[{'src': 'hda', 'id': 29546573}]","""human""",32.0,,37539793,1494402899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-05-10 07:55:05.193181,6949.0,4.0
2017-05-10 14:35:37.857273,slurm_normal,1494426946.0,0,,1.0,main_w4_handler0,3068908,15803142,False,,1355,bed,9908001.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""","[{'src': 'hda', 'id': 29548952}]","""human""",32.0,,37539793,1494426941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-05-10 14:35:49.834612,6949.0,5.0
2017-05-15 13:45:46.168231,slurm_normal,1494855961.0,0,,1.0,main_w3_handler1,3111601,15838759,False,,144640,bed,9939711.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/?.len""","""hg19""","""?""","[{'src': 'hda', 'id': 29602429}]","""human""",32.0,,37978763,1494855957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-05-15 13:46:04.200851,,4.0
2017-06-29 16:51:09.681550,slurm_normal,1498755087.0,0,,1.0,main_w4_handler1,3115464,16224666,False,,5128128,bed,10300681.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/?.len""","""hg19""","""?""","[{'src': 'hda', 'id': 30235568}]","""human""",32.0,,38032544,1498755079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-06-29 16:51:31.934910,,8.0
2017-05-17 12:21:07.687363,slurm_normal,1495023682.0,0,,1.0,main_w4_handler1,3115011,15866838,False,,396,bed,9967024.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""","[{'src': 'hda', 'id': 29646856}]","""human""",32.0,,38025176,1495023678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-05-17 12:21:24.552622,,4.0
2017-06-16 10:35:41.890378,slurm_normal,1497609361.0,0,,1.0,main_w4_handler0,2999814,16115359,False,,1255,bed,10197541.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""hg19""","[{'src': 'hda', 'id': 30038894}]","""human""",32.0,,38685056,1497609356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-06-16 10:36:06.340520,49881.0,5.0
2017-05-26 02:11:32.938383,slurm_normal,1495767019.0,0,,1.0,main_w4_handler0,3125783,15942252,False,,1736156514,bed,10041160.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""mm9""","[{'src': 'hda', 'id': 29778208}]","""mouse""",32.0,,38195661,1495765825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-05-26 02:50:21.822094,44428.0,1194.0
2017-05-27 23:46:39.375259,slurm_normal,1495929743.0,0,,1.0,main_w3_handler1,1653704,15953460,False,,2505163192,bed,10051427.roundup,slurm,,132112168.0,corral-repl,,"""http://genome.ucsc.edu""","""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""zv9""","""danRer10""","[{'src': 'hda', 'id': 29789388}]","""zebrafish""",32.0,,38016056,1495928812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.26.0.0,2.26.0.0,,2017-05-28 00:02:25.458604,40450.0,931.0
