create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.action.__current_case__,parameters.action.action_select,parameters.action.step_size.__current_case__,parameters.action.step_size.step_size,parameters.action.step_size.step_size_select,parameters.action.windowsize,parameters.chromInfo,parameters.dbkey,parameters.sourcename,parameters.type.__current_case__,parameters.type.genome_file_opts.__current_case__,parameters.type.genome_file_opts.genome,parameters.type.genome_file_opts.genome.values,parameters.type.genome_file_opts.genome_file_opts_selector,parameters.type.input.values,parameters.type.type_select,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,type|genome,type|genome_filetype,update_time,user_id,runtime
2018-03-02 00:22:41.115452,slurm_normal,1519950181.0,0,7680.0,1.0,main_w4_handler0,3443989,18574032,False,,12092.0,bed,12668135,slurm,,132112168.0,corral-repl,,0,windowsize,1,,no,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""""",0,,,,,"[{'src': 'hda', 'id': 34135258}]",bed,32.0,,43876915,1519950177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,,,2018-03-02 00:23:04.657363,50081.0,4.0
2018-03-02 00:22:41.652042,slurm_normal,1519950186.0,0,7680.0,1.0,main_w3_handler0,3443989,18574033,False,,360326.0,bed,12668136,slurm,,132112168.0,corral-repl,,0,windowsize,1,,no,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""""",0,,,,,"[{'src': 'hda', 'id': 34135270}]",bed,32.0,,43876915,1519950178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,,,2018-03-02 00:23:10.621372,50081.0,8.0
2018-03-02 00:22:41.972988,slurm_normal,1519950281.0,0,7680.0,1.0,main_w3_handler0,3443989,18574034,False,,2763935.0,bed,12668137,slurm,,132112168.0,corral-repl,,0,windowsize,1,,no,1,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""""",0,,,,,"[{'src': 'hda', 'id': 34135278}]",bed,32.0,,43876915,1519950178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,,,2018-03-02 00:24:43.287764,50081.0,103.0
2018-03-05 20:12:10.567807,slurm_normal,1520280747.0,0,7680.0,1.0,main_w4_handler0,3452638,18614881,False,,6322320.0,bed,12710659,slurm,,132112168.0,corral-repl,,0,windowsize,1,,no,10000000,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""",0,,,,,"[{'src': 'hda', 'id': 34221554}]",bed,32.0,,44353469,1520280740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,,,2018-03-05 20:12:28.306777,120503.0,7.0
2018-03-05 19:31:28.095173,slurm_normal,1520278299.0,0,7680.0,1.0,main_w4_handler0,3452638,18614465,False,,,,12710270,slurm,,132112168.0,corral-repl,,0,windowsize,1,,no,500000,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""",1,1.0,,"[{'src': 'hda', 'id': 34223530}]",hist,,genome,32.0,,44350777,1520278295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,1971.0,gg,2018-03-05 19:31:40.940771,,4.0
2018-03-05 20:06:08.894904,slurm_normal,1520280380.0,0,7680.0,1.0,main_w4_handler1,3452638,18614813,False,,,,12710593,slurm,,132112168.0,corral-repl,,0,windowsize,1,,no,10000000,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""",1,1.0,,"[{'src': 'hda', 'id': 34223530}]",hist,,genome,32.0,,44353469,1520280376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,1971.0,gg,2018-03-05 20:06:22.695173,120503.0,4.0
2018-03-05 20:12:29.263864,slurm_normal,1520280766.0,0,7680.0,1.0,main_w4_handler0,3452638,18614888,False,,6097711.0,bed,12710664,slurm,,132112168.0,corral-repl,,0,windowsize,1,,no,10000000,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""",0,,,,,"[{'src': 'hda', 'id': 34221544}]",bed,32.0,,44353469,1520280758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,,,2018-03-05 20:12:48.838118,120503.0,8.0
2018-03-06 07:09:39.396287,slurm_normal,1520320326.0,0,7680.0,1.0,main_w3_handler0,3216244,18619103,False,,992980360.0,bed,12715428,slurm,,132112168.0,corral-repl,,0,windowsize,0,100,yes,500,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""",0,,,,,"[{'src': 'hda', 'id': 34231552}]",bed,32.0,,44119648,1520320193.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,,,2018-03-06 07:12:08.692321,109885.0,133.0
2018-03-06 07:10:06.616933,slurm_normal,1520320348.0,0,7680.0,1.0,main_w4_handler1,3216244,18619121,False,,1103964549.0,bed,12715440,slurm,,132112168.0,corral-repl,,0,windowsize,0,100,yes,500,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""",0,,,,,"[{'src': 'hda', 'id': 34231555}]",bed,32.0,,44119648,1520320214.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,,,2018-03-06 07:12:30.084365,109885.0,134.0
2018-03-07 08:38:06.211141,slurm_normal,1520411901.0,0,7680.0,1.0,main_w3_handler0,3447466,18636210,False,,,,12732363,slurm,,132112168.0,corral-repl,,0,windowsize,1,,no,40000,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""""",1,0.0,hg19_rCRS_pUC18_phiX174,,loc,,genome,32.0,,44217529,1520411894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.27.0.0,2.27.0.0,,,,2018-03-07 08:38:23.742759,,7.0
