chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-10 02:42:31.215550,rodeo_normal,1425955362.0,0,,1.0,main_w2_handler0,2232338,8903946,False,,5596,txt,3083743.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18796916,,,32.0,,21681992.0,1425955359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 02:42:49.128197,60662.0,3.0
,,2015-03-10 02:42:45.273684,rodeo_normal,1425955375.0,0,,1.0,main_w2_handler0,2232338,8903948,False,,5601,txt,3083745.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18796917,,,32.0,,21681992.0,1425955373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 02:42:58.980098,60662.0,2.0
,,2015-03-10 03:23:21.035710,rodeo_normal,1425957814.0,0,,1.0,main_w2_handler0,2232367,8904076,False,,5596,txt,3084026.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18797143,,,32.0,,21683706.0,1425957811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 03:23:39.785776,60662.0,3.0
,,2015-03-10 03:23:21.392615,rodeo_normal,1425957811.0,0,,1.0,main_w1_handler1,2232367,8904077,False,,5601,txt,3084024.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18797144,,,32.0,,21683706.0,1425957809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 03:23:33.881811,60662.0,2.0
,,2015-03-10 05:57:11.663446,rodeo_normal,1425967042.0,0,,1.0,main_w1_handler0,2216881,8904759,False,,5596,txt,3085348.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18798060,,,32.0,,21413770.0,1425967040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 05:57:23.600921,60091.0,2.0
,,2015-03-10 05:57:19.807700,rodeo_normal,1425967050.0,0,,1.0,main_w1_handler1,2216881,8904761,False,,5596,txt,3085352.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18798061,,,32.0,,21413770.0,1425967048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 05:57:33.712008,60091.0,2.0
,,2015-03-10 10:20:01.316521,rodeo_normal,1425982811.0,0,,1.0,main_w1_handler1,2215590,8905834,False,,6283,txt,3088001.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""Saccharomyces_cerevisiae_S288C_SGD2010""",18799879,,,32.0,,21392974.0,1425982808.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 10:20:14.885197,60018.0,3.0
,,2015-03-10 10:20:02.712581,rodeo_normal,1425982817.0,0,,1.0,main_w2_handler0,2215590,8905835,False,,6312,txt,3088005.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Saccharomyces_cerevisiae_S288C_SGD2010.len""","""Saccharomyces_cerevisiae_S288C_SGD2010""",18799880,,,32.0,,21392974.0,1425982815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 10:20:21.635500,60018.0,2.0
,,2015-03-10 15:56:01.031422,rodeo_normal,1426002972.0,0,,1.0,main_w1_handler0,2171591,8909245,False,,4152,txt,3093386.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18805609,,,32.0,,21684895.0,1426002970.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 15:56:14.778367,46616.0,2.0
,,2015-03-10 15:55:34.523967,rodeo_normal,1426002949.0,0,,1.0,main_w1_handler0,2171591,8909242,False,,4152,txt,3093380.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18805602,,,32.0,,21684895.0,1426002945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.0,1.0.0,,2015-03-10 15:55:51.830154,46616.0,4.0
