chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.tag_option,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-19 09:55:12.314645,slurm_normal,1434707747.0,0,,1.0,main_w1_handler1,2339052,9690882,False,,108217,vcf,22230,vcf,3999936.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20006261,,20007670,,"""added-genotypes""",32.0,,23653834,1434707741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-06-19 09:55:52.234073,64797.0,6.0
,,2015-07-27 16:00:23.043749,slurm_normal,1438012872.0,0,,1.0,main_w1_handler1,2240271,10008111,False,,29201238,vcf,171217386,vcf,4290419.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20523336,,20580762,,"""added-genotypes""",32.0,,24282063,1438012843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-07-27 16:01:14.812895,61039.0,29.0
,,2015-07-27 16:12:02.193471,slurm_normal,1438013548.0,0,,1.0,main_w2_handler1,2240271,10008219,False,,29201238,vcf,42667,vcf,4290523.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20523336,,20580807,,"""SPLICE""",32.0,,24282063,1438013542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-07-27 16:12:31.422874,61039.0,6.0
,,2015-07-03 08:09:58.131354,slurm_normal,1435911029.0,0,,1.0,main_w1_handler0,2361202,9786062,False,,6950,vcf,76657,vcf,4088230.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20200651,,20201599,,"""added-genotypes""",32.0,,22926646,1435911025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-07-03 08:10:32.698985,,4.0
,,2015-07-05 16:30:05.009093,slurm_normal,1436113839.0,0,,1.0,main_w1_handler2,2364531,9792764,False,,1559435,vcf,1410419,vcf,4094784.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20230699,,20230700,,"""added-genotypes""",32.0,,23772178,1436113831.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-07-05 16:30:43.690980,65192.0,8.0
,,2015-12-09 18:16:01.318396,slurm_normal,1449684993.0,0,,1.0,main_w1_handler2,2532795,11130761,False,,124931,vcf,514971,vcf,5395876.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",22358766,,22358742,,"""added-genotypes""",32.0,,26677563,1449684985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-12-09 18:16:40.703779,32062.0,8.0
,,2015-07-13 09:57:56.765367,slurm_normal,1436781527.0,0,,1.0,main_w1_handler0,2373522,9850010,False,,953558,vcf,41187629806,vcf,4145088.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",20329065,,20329945,,"""added-genotypes""",32.0,,24108481,1436781518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-07-13 09:58:49.896206,63364.0,9.0
,,2015-07-13 10:01:36.758848,slurm_normal,1436781742.0,0,,1.0,main_w1_handler0,2373522,9850023,False,,953558,vcf,8259724346,vcf,4145105.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",20329065,,20329950,,"""added-genotypes""",32.0,,24108481,1436781732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-07-13 10:02:25.631775,63364.0,10.0
,,2015-07-13 09:59:54.571287,slurm_normal,1436781635.0,0,,1.0,main_w2_handler0,2373522,9850018,False,,953558,vcf,86369975,vcf,4145099.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",20329065,,20329954,,"""added-genotypes""",32.0,,24108481,1436781630.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-07-13 10:00:39.768838,63364.0,5.0
,,2015-07-23 14:25:38.330285,slurm_normal,1437661582.0,0,,1.0,main_w1_handler1,2383703,9954545,False,,1073318,vcf,1355908,vcf,4239349.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20495563,,20495490,,"""added-genotypes""",32.0,,24118691,1437661578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfannotategenotypes/vcfannotategenotypes/0.0.3,0.0.3,,2015-07-23 14:26:24.455695,65163.0,4.0
