create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__ARCHIVE_SOURCE__,parameters.__ARCHIVE_TYPE__,parameters.__DEST_DIR__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-09-08 18:54:40.158542,roundup_single,1410202508.0,0.0,,1.0,main_w1_handler0,1886965,7664530,False,,1652087,slurm,,132112264.0,corral-repl,,"""https://usegalaxy.org/history/export_archive?id=e10800b5daec3634""","""url""","""/galaxy/main/scratch/tmpxgxUga""",32.0,,16774030,1410202505.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-08 18:55:10.423381,48271,3.0
2014-09-15 17:28:04.656090,roundup_single,1410802098.0,0.0,,1.0,main_w1_handler0,2053000,7796301,False,,1781259,slurm,,132112264.0,corral-repl,,"""http://galaxy.rc.ufl.edu/history/export_archive?id=3bb6afb13ccd1c47""","""url""","""/galaxy/main/scratch/tmprrDQ0Q""",32.0,,16524094,1410802095.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-15 17:28:19.693177,52461,3.0
2014-09-19 15:00:46.599879,roundup_single,1411138860.0,0.0,,1.0,main_w1_handler1,2047598,7818459,False,,1803072,slurm,,132112264.0,corral-repl,,"""https://tadpole.bx.psu.edu/history/export_archive?id=7c232d1fcd3a8698""","""url""","""/galaxy/main/scratch/tmpKPwXAF""",32.0,,17084997,1411138857.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 15:01:02.859932,2826,3.0
2014-09-19 17:20:11.206667,roundup_single,1411147218.0,0.0,,1.0,main_w2_handler1,2047598,7818996,False,,1803539,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/~webb/history.d/dataset_34984.dat""","""url""","""/galaxy/main/scratch/tmpzjJxad""",32.0,,17084997,1411147215.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 17:20:19.982966,2826,3.0
2014-09-19 17:37:35.406255,roundup_single,1411148266.0,0.0,,1.0,main_w1_handler1,2047598,7819075,False,,1803617,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/~webb/history.d/dataset_34985.dat""","""url""","""/galaxy/main/scratch/tmpdiPMvl""",32.0,,17084997,1411148263.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 17:37:47.714204,2826,3.0
2014-09-19 17:51:50.866101,roundup_single,1411149122.0,0.0,,1.0,main_w2_handler0,2059033,7819162,False,,1803688,slurm,,132112264.0,corral-repl,,""" https://tadpole.bx.psu.edu/u/webb/h/kenyan-bee-desert-and-savannah-per-snp-fst""","""url""","""/galaxy/main/scratch/tmpmhaw6v""",32.0,,17084997,1411149118.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 17:52:09.782239,2826,4.0
2014-09-19 18:07:31.585887,roundup_single,1411150059.0,0.0,,1.0,main_w1_handler1,2057952,7819217,False,,1803733,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/%7Ewebb/history.d/dataset_34984.dat""","""url""","""/galaxy/main/scratch/tmp4pDMmI""",32.0,,17073680,1411150056.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 18:07:41.148360,240,3.0
2014-09-19 18:16:59.784196,roundup_single,1411150631.0,0.0,,1.0,main_w2_handler1,2057952,7819236,False,,1803760,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/miller_lab/history.d/dataset_34984.dat""","""url""","""/galaxy/main/scratch/tmpkCYz_Z""",32.0,,17073680,1411150627.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 18:17:12.231437,240,4.0
2014-09-19 18:02:48.119353,roundup_single,1411156932.0,0.0,,1.0,main_w1_handler0,2057952,7819191,False,,1803912,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/~webb/history.d/dataset_34984.dat""","""url""","""/galaxy/main/scratch/tmpheYV7c""",32.0,,17073680,1411156929.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 20:02:17.752382,240,3.0
2014-09-19 20:38:40.800727,roundup_single,1411159131.0,0.0,,1.0,main_w2_handler0,2059033,7819601,False,,1804157,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/miller_lab/history.d/dataset_34984.dat""","""url""","""/galaxy/main/scratch/tmpnR4buN""",32.0,,17084997,1411159128.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 20:38:53.232035,2826,3.0
2014-09-19 20:47:24.718826,roundup_single,1411159819.0,0.0,,1.0,main_w1_handler1,2057952,7819621,False,,1804169,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/miller_lab/history.d/dataset_34988.dat""","""url""","""/galaxy/main/scratch/tmpcTkI_N""",32.0,,17073680,1411159648.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 20:50:20.058523,240,171.0
2014-09-19 20:46:30.268272,roundup_single,1411159598.0,0.0,,1.0,main_w2_handler0,2057952,7819606,False,,1804163,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/miller_lab/history.d/dataset_34984.dat""","""url""","""/galaxy/main/scratch/tmpmBHrNf""",32.0,,17073680,1411159594.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 20:46:39.515224,240,4.0
2014-09-19 20:47:01.515034,roundup_single,1411159632.0,0.0,,1.0,main_w1_handler1,2057952,7819611,False,,1804166,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/miller_lab/history.d/dataset_34986.dat""","""url""","""/galaxy/main/scratch/tmpWtr8_k""",32.0,,17073680,1411159628.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 20:47:14.291777,240,4.0
2014-09-19 20:46:48.198359,roundup_single,1411159747.0,0.0,,1.0,main_w2_handler0,2057952,7819610,False,,1804165,slurm,,132112264.0,corral-repl,,"""http://www.bx.psu.edu/miller_lab/history.d/dataset_34985.dat""","""url""","""/galaxy/main/scratch/tmp7bUkZN""",32.0,,17073680,1411159613.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-19 20:49:08.061080,240,134.0
2014-09-21 06:02:03.598915,roundup_single,1411279339.0,0.0,,1.0,main_w2_handler0,2019555,7821401,False,,1806256,slurm,,132112264.0,corral-repl,,"""http://galaxy-qld.genome.edu.au/history/export_archive?id=bf26d4fa043fd453""","""url""","""/galaxy/main/scratch/tmpCUUP99""",32.0,,17103797,1411279333.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-21 06:02:20.230158,5035,6.0
2014-09-22 15:34:33.262126,roundup_single,1411402981.0,0.0,,1.0,main_w1_handler1,2061593,7827427,False,,1811255,slurm,,132112264.0,corral-repl,,"""Test Seq""","""url""","""/galaxy/main/scratch/tmp9zGfti""",32.0,,17133829,1411402979.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2014-09-22 16:23:11.386971,53341,2.0
2015-01-02 21:28:18.689944,rodeo_normal,1420234165.0,0.0,,1.0,main_w1_handler1,2162953,8491710,False,,2406438.roundup,slurm,,132112264.0,corral-repl,,"""https://swift.rc.nectar.org.au:8888/v1/AUTH_a3929895f9e94089ad042c9900e1ee82/VariantDet_ADVNCD/Galaxy-History-VariantDet_ADVNCD_Prep.tar.gz""","""url""","""/galaxy/main/scratch/tmpuWv2cf""",32.0,,20275718,1420234119.0,ok,1023992.0,__IMPORT_HISTORY__,1.0.0,,2015-01-02 21:29:27.086739,55691,46.0
