chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.vcf_input,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input,vcf_input_filetype,runtime
,,2015-03-17 20:22:53.597686,rodeo_normal,1426623858.0,0,1.0,main_w2_handler0,1590783,8971468,False,,3209473.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18890164,32.0,,21002306,1426623789.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-03-17 20:24:19.698680,38747.0,41743,vcf,69.0
,,2015-06-19 04:51:51.334271,slurm_normal,1434689549.0,0,1.0,main_w2_handler1,2347950,9689551,False,,3998713.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20064300,32.0,,23703611,1434689539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-06-19 04:52:32.812634,65048.0,332771,vcf,10.0
,,2015-03-24 00:29:30.544345,rodeo_normal,1427156987.0,0,1.0,main_w1_handler1,2244419,9019634,False,,3301109.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18960045,32.0,,21943139,1427156984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-03-24 00:29:48.516627,,880400,vcf,3.0
,,2015-03-20 11:40:45.736925,rodeo_normal,1426851738.0,0,1.0,main_w2_handler1,2206526,8995675,False,,3255012.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18516876,32.0,,21259087,1426851662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-03-20 11:42:21.119621,59650.0,848226480,vcf,76.0
,,2015-04-02 19:18:29.464871,slurm_normal,1428002341.0,0,1.0,main_w1_handler0,1797583,9127622,False,,3412093.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19127915,32.0,,22226340,1428002325.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-04-02 19:19:04.652008,37542.0,1078686,vcf,16.0
,,2015-04-06 18:42:37.694997,slurm_normal,1428345771.0,0,1.0,main_w1_handler1,2260995,9151459,False,,3434234.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19162350,32.0,,21243267,1428345768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-04-06 18:42:53.303736,54238.0,15929,vcf,3.0
,,2015-04-06 19:38:28.697570,slurm_normal,1428349123.0,0,1.0,main_w2_handler1,1759579,9152022,False,,3434711.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19163494,32.0,,21227182,1428349119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-04-06 19:38:46.458832,8406.0,272365,vcf,4.0
,,2015-04-10 14:23:17.056763,slurm_normal,1428675845.0,0,1.0,main_w2_handler0,2266170,9193820,False,,3475658.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19226521,32.0,,21243267,1428675842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-04-10 14:24:08.498434,54238.0,15929,vcf,3.0
,,2015-04-10 16:53:06.261511,slurm_normal,1428684815.0,0,1.0,main_w2_handler0,2261071,9196710,False,,3478077.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19161397,32.0,,22121593,1428684812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-04-10 16:53:38.622269,61692.0,15929,vcf,3.0
,,2015-04-10 17:00:36.200812,slurm_normal,1428685265.0,0,1.0,main_w2_handler0,2261059,9196753,False,,3478121.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19161190,32.0,,22121563,1428685262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-04-10 17:01:08.835090,61683.0,15929,vcf,3.0
,,2015-04-10 17:14:48.179369,slurm_normal,1428686105.0,0,1.0,main_w2_handler0,2261059,9196841,False,Job output deleted by user before job completed.,3478208.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",19161190,32.0,,22121563,1428686102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/anton/vcfgenotypes/vcfgenotypes/0.0.2,0.0.2,,2015-04-10 17:15:06.954835,61683.0,15929,vcf,3.0
