create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.filter.__current_case__,parameters.filter.filter_selector,parameters.header,parameters.infile.values,parameters.region.__current_case__,parameters.region.gene,parameters.region.region,parameters.region.region_selector,parameters.report.__current_case__,parameters.report.columns,parameters.report.report_selector,parameters.show_samples,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-09-16 07:25:45.503964,slurm_normal,1474010763.0,0,1.0,main_w4_handler0,1366712,13863200,False,1356670976,gemini.sqlite,,8086414.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5762068d8abe3c0e4'}]",1,FBN1,,--gene,1,"['gene', 'chrom', 'start', 'end', 'ref', 'alt', 'impact', 'impact_severity', 'max_aaf_all']",column_filter,"""false""",32.0,,32907642,1474010756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-09-16 07:26:04.996871,32709.0,7.0
2016-09-16 10:19:36.072724,slurm_normal,1474021202.0,0,1.0,main_w4_handler0,1366712,13864055,False,1356670976,gemini.sqlite,,8087339.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5762068d8abe3c0e4'}]",1,"TGFBR1, TGFBR2, SMAD3, TGFB2, TGFB3",,--gene,0,,all,"""false""",32.0,,32907642,1474021195.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-09-16 10:20:03.700034,32709.0,7.0
2016-09-16 07:37:39.009253,slurm_normal,1474011487.0,0,1.0,main_w3_handler1,1366712,13863240,False,1356670976,gemini.sqlite,,8086450.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5762068d8abe3c0e4'}]",1,FBN1,,--gene,1,"['gene', 'chrom', 'start', 'end', 'ref', 'alt', 'impact', 'impact_severity', 'max_aaf_all']",column_filter,"""false""",32.0,,32907642,1474011471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-09-16 07:38:09.061903,32709.0,16.0
2016-09-16 10:48:16.031758,slurm_normal,1474022913.0,0,1.0,main_w4_handler0,1366712,13864127,False,1356670976,gemini.sqlite,,8087419.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5762068d8abe3c0e4'}]",1,TGFBR3,,--gene,1,"['gene', 'chrom', 'start', 'end', 'ref', 'alt', 'impact', 'impact_severity', 'max_aaf_all']",column_filter,"""false""",32.0,,32907642,1474022908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-09-16 10:48:35.186941,32709.0,5.0
2016-09-16 10:27:45.034333,slurm_normal,1474021686.0,0,1.0,main_w4_handler1,1366712,13864073,False,1356670976,gemini.sqlite,,8087361.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5762068d8abe3c0e4'}]",1,TGFBR2,,--gene,0,,all,"""false""",32.0,,32907642,1474021680.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-09-16 10:28:09.080654,32709.0,6.0
2016-05-19 02:07:20.381725,slurm_normal,1463623683.0,0,1.0,main_w1_handler1,2710818,12935527,False,181451776,gemini.sqlite,,7129740.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b586f5fae4e4b181da'}]",1,PCSK9,,--gene,0,,all,"""true""",32.0,,30315667,1463623674.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-05-19 02:08:05.634615,,9.0
2016-05-19 02:09:23.152083,slurm_normal,1463623799.0,0,1.0,main_w2_handler0,2710818,12935533,False,181451776,gemini.sqlite,,7129753.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b586f5fae4e4b181da'}]",1,LDLR,,--gene,0,,all,"""false""",32.0,,30315667,1463623793.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-05-19 02:10:00.086219,,6.0
2016-09-19 08:13:19.712857,slurm_normal,1474272818.0,0,1.0,main_w3_handler0,2819267,13880348,False,428916736,gemini.sqlite,,8103383.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5100c84dcafd45e0d'}]",1,SOX2,,--gene,0,,all,"""true""",32.0,,33021032,1474272814.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-09-19 08:13:40.579709,42102.0,4.0
2016-04-26 01:27:22.091124,slurm_normal,1461634060.0,0,1.0,main_w1_handler0,1104862,12617413,False,188404736,gemini.sqlite,,6818549.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3d72dc8e023cdac'}]",1,SOX12,,--gene,0,,all,"""false""",32.0,,29662048,1461634055.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-04-26 01:27:42.729533,25699.0,5.0
2016-04-26 01:23:59.079557,slurm_normal,1461633854.0,0,1.0,main_w1_handler1,1104862,12617396,False,188404736,gemini.sqlite,,6818525.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,no,"""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3d72dc8e023cdac'}]",0,,chr20:1-10000,--reg,0,,all,"""false""",32.0,,29662048,1461633851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_region/gemini_region/0.18.1.0,0.18.1.0,,2016-04-26 01:24:16.328456,25699.0,3.0
