chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_vcf|__identifier__,parameters.output_option,parameters.reference_source.__current_case__,parameters.reference_source.input_vcf,parameters.reference_source.input_vcf.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-06-19 04:36:15.570695,slurm_normal,1434688616.0,0,,1.0,main_w1_handler0,2347950,9689506,False,,332771,vcf,3998663.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",1,20064300.0,,20060642,,history,"""30""",32.0,4108456.0,fasta,,23703611,1434688601.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-06-19 04:36:57.736088,65048.0,15.0
,,2015-05-07 00:27:27.898897,slurm_normal,1430958473.0,0,,1.0,main_w2_handler0,2289398,9416447,False,,10463568,vcf,3746447.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Ptrichocarpa_156.len""","""Ptrichocarpa_156""",,"""False""",0,19529908.0,,Ptrichocarpa_156,,cached,"""30""",32.0,,,,22809150,1430958461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-05-07 00:27:55.988961,62975.0,12.0
,,2015-09-16 00:28:11.836420,slurm_normal,1442363363.0,0,,1.0,main_w1_handler1,2435985,10328239,False,,192161081,vcf,4612074.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""False""",0,21123547.0,,hg38,,cached,"""30""",32.0,,,,25128355,1442363308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-09-16 00:29:26.773005,69101.0,55.0
,,2015-05-04 09:09:08.884628,slurm_normal,1430730599.0,0,,1.0,main_w1_handler1,2292562,9386350,False,,45880863,vcf,3719887.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""True""",0,19556820.0,,Araly1,,cached,"""30""",32.0,,,,22856092,1430730581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-05-04 09:10:03.684035,,18.0
,,2015-05-14 13:26:01.447165,slurm_normal,1431609996.0,0,,1.0,main_w1_handler0,2255047,9471504,False,,2154694,vcf,3795518.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",0,19080565.0,,hg19,,cached,"""30""",32.0,,,,23076769,1431609990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-05-14 13:26:44.502953,6102.0,6.0
,,2015-04-30 20:46:32.004295,slurm_normal,1430427888.0,0,,1.0,main_w1_handler1,2289398,9371220,False,,6058176,vcf,3707157.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Ptrichocarpa_156.len""","""Ptrichocarpa_156""",,"""False""",0,19528824.0,,Ptrichocarpa_156,,cached,"""30""",32.0,,,,22809150,1430427825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-04-30 21:04:50.900132,62975.0,63.0
,,2015-05-15 11:30:15.160566,slurm_normal,1431689450.0,0,,1.0,main_w1_handler0,2307263,9478033,False,,421883,vcf,3802028.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""False""",0,19720039.0,,mm10,,cached,"""30""",32.0,,,,23101541,1431689445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-05-15 11:30:52.815460,,5.0
,,2015-05-18 22:12:37.834763,slurm_normal,1431987182.0,0,,1.0,main_w1_handler1,2196193,9490871,False,,6458628,vcf,3813404.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",0,19746243.0,,hg19,,cached,"""30""",32.0,,,,23155781,1431987176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-05-18 22:13:03.723118,37892.0,6.0
,,2015-05-19 10:39:03.719135,slurm_normal,1432032007.0,0,,1.0,main_w1_handler1,1810010,9494340,False,,24963626,vcf,3816557.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",0,19751785.0,,hg19,,cached,"""30""",32.0,,,,23106215,1432031992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-05-19 10:40:15.294810,13595.0,15.0
,,2015-05-22 16:34:25.564569,slurm_normal,1432312492.0,0,,1.0,main_w2_handler0,2315613,9520432,False,,890394,vcf,3840883.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",0,19792925.0,,hg19,,cached,"""30""",32.0,,,,23230007,1432312487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/0.0.3,0.0.3,,2015-05-22 16:34:59.777950,,5.0
