bamFile1,bamFile1_filetype,bamFile2,bamFile2_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.ignoreForNormalization,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipNAs,parameters.advancedOpt.smoothLength,parameters.bamFile1.values,parameters.bamFile2.values,parameters.binSize,parameters.chromInfo,parameters.comparison.__current_case__,parameters.comparison.normalization.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.__current_case__,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize,parameters.comparison.normalization.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.comparison.normalization.type,parameters.comparison.pseudocount,parameters.comparison.type,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.method,parameters.scaling.numberOfSamples,parameters.scaling.sampleLength,parameters.scaling.scaleFactor1,parameters.scaling.scaleFactor2,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
881519017,bam,1059018696,bam,,,2016-07-08 17:44:43.881812,slurm_multi,1468007009.0,0,6.0,main_w1_handler2,2760251,13363497,False,,7573369,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea78de18fa84b7a2'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b541e2cef42731448a'}]","""1""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,31035950.0,1468000283.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-07-08 19:43:32.724401,85879,6726.0
898868851,bam,1059018696,bam,,,2016-07-08 17:44:45.645982,slurm_multi,1468020623.0,0,6.0,main_w2_handler2,2760251,13363499,False,,7574721,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579c84ca47bd94e06'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b541e2cef42731448a'}]","""1""","""/galaxy-repl/localdata/chrom/hg19.len""",0,,,,,,1.0,log2,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,31035950.0,1468014228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-07-08 23:30:27.702469,85879,6395.0
3004820709,bam,1822578382,bam,,,2016-07-09 21:56:28.454724,slurm_multi,1468101790.0,0,6.0,main_w1_handler2,2705470,13368053,False,,7578368,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc46b23ecb9df826'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b270ac3e273c57c7'}]","""50""","""/galaxy-repl/localdata/chrom/sacCer3.len""",0,,,,,,1.0,log2,"""sacCer3""","""bigwig""","""""",1,readCount,,,,,32.0,,30588639.0,1468101427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-07-09 22:03:18.829646,54241,363.0
4005476733,bam,4911007415,bam,,,2016-07-10 11:15:54.534344,slurm_multi,1468149756.0,0,6.0,main_w2_handler2,2757753,13369713,False,,7580052,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cd6acda8ee9ea691'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b563c7592ae02adf04'}]","""50""","""/galaxy-repl/localdata/chrom/?.len""",1,,,,,,1.0,ratio,"""?""","""bigwig""","""""",1,readCount,,,,,32.0,,30061330.0,1468149401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-07-10 11:22:48.256307,62597,355.0
3820353448,bam,4959912816,bam,,,2016-07-10 11:39:20.244597,slurm_multi,1468151207.0,0,6.0,main_w1_handler2,2757753,13369760,False,,7580125,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54d4e12cc3363b0c1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1a444a53564bddc'}]","""50""","""/galaxy-repl/localdata/chrom/?.len""",0,,,,,,1.0,log2,"""?""","""bigwig""","""""",1,readCount,,,,,32.0,,30061330.0,1468150810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-07-10 11:46:50.033703,62597,397.0
1232416597,bam,1207928537,bam,,,2016-07-11 10:59:28.067464,slurm_multi,1468234927.0,0,6.0,main_w1_handler2,2761081,13373619,False,,7584461,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efa48f632d4fed0e'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56e2bb7d2ed660034'}]","""50""","""/galaxy-repl/localdata/chrom/?.len""",0,,,,,,1.0,log2,"""?""","""bigwig""","""""",1,readCount,,,,,32.0,,31391596.0,1468234807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-07-11 11:02:10.125135,87140,120.0
1318082798,bam,1370473831,bam,,,2016-05-21 04:07:20.742882,slurm_multi,1463804202.0,0,6.0,main_w1_handler2,2710359,12952346,False,,7146222,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5316ceea67978f2b8'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6f29ab7011129d4'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",4,2.0,2.0,,2451960000,1x,,subtract,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,30346243.0,1463803665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-05-21 04:16:44.292798,41189,537.0
482073719,bam,1317675932,bam,,,2016-05-21 04:08:01.905268,slurm_multi,1463804704.0,0,6.0,main_w1_handler2,2710359,12952347,False,,7146231,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e49c3c3c6dd196ff'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b56adab72558cdb1ed'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",4,2.0,2.0,,2451960000,1x,,subtract,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,30346243.0,1463804208.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-05-21 04:25:07.094393,41189,496.0
383508629,bam,1567794077,bam,,,2016-05-21 04:08:32.812771,slurm_multi,1463805206.0,0,6.0,main_w1_handler2,2710359,12952348,False,,7146253,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a46ced70ec07dff'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5622dd72e8c6505a8'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",4,2.0,2.0,,2451960000,1x,,subtract,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,30346243.0,1463804710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-05-21 04:33:30.178169,41189,496.0
354100440,bam,1306395381,bam,,,2016-05-21 04:09:55.209042,slurm_multi,1463805621.0,0,6.0,main_w1_handler2,2710359,12952351,False,,7146265,slurm,,132112168.0,corral-repl,,0,no,,,0,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d24f33852eef54d5'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b52846a09ab4dceeae'}]","""50""","""/galaxy-repl/localdata/chrom/hg19.len""",4,2.0,2.0,,2451960000,1x,,subtract,"""hg19""","""bigwig""","""""",1,readCount,,,,,32.0,,30346243.0,1463805234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_compare/deeptools_bam_compare/2.2.3.0,2.2.3.0,,2016-05-21 04:40:23.593077,41189,387.0
