create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.adv.minMapq,parameters.adv.region,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.accession,parameters.input.input_select,parameters.input.text,parameters.input.text.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,text,text_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-13 20:13:25.687273,slurm_normal,1457900027.0,3,1.0,main_w2_handler0,2615485,12121852,False,,6343654.roundup,slurm,,132112168.0,corral-repl,,0,chr3L:18389803-18392353,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,SRR346925,accession_number,,,32.0,,28967796,1457900022.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-03-13 20:13:51.325523,18497.0,5.0
2016-03-13 20:40:36.740109,slurm_normal,1457901676.0,0,1.0,main_w1_handler0,2615485,12122039,False,,6343829.roundup,slurm,,132112168.0,corral-repl,,,"chrX:1,469,165-1,558,902 ","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,SRR835094,accession_number,,,32.0,,28967796,1457901663.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-03-13 20:41:17.394447,18497.0,13.0
2016-03-13 20:46:53.250277,slurm_normal,1457902048.0,0,1.0,main_w2_handler1,2615485,12122076,False,,6343850.roundup,slurm,,132112168.0,corral-repl,,,chrX:1469165-1558902 ,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,SRR835094,accession_number,,,32.0,,28967796,1457902036.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-03-13 20:47:30.476853,18497.0,12.0
2016-03-14 17:01:57.869663,slurm_normal,1457974968.0,0,1.0,main_w1_handler1,2365941,12129110,False,,6348772.roundup,slurm,,132112168.0,corral-repl,,,17:41243452-41277500,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,SRR925743,accession_number,,,32.0,,28365604,1457974944.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-03-14 17:02:51.720873,14950.0,24.0
2016-05-03 13:36:10.857292,slurm_normal,1462283399.0,0,1.0,main_w2_handler0,2667320,12757751,False,,6952678.roundup,slurm,,132112168.0,corral-repl,,,chr2:218296503-2182965013,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,ERR979095,accession_number,,,32.0,,29267306,1462282611.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-05-03 13:50:04.225227,64996.0,788.0
2016-05-03 13:57:21.478666,slurm_normal,1462283950.0,0,1.0,main_w1_handler2,2667320,12757961,False,,6953074.roundup,slurm,,132112168.0,corral-repl,,,chr2:218296503-218296513,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,ERR979098,accession_number,,,32.0,,29267306,1462283892.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-05-03 13:59:13.279946,64996.0,58.0
2016-05-05 23:06:06.201194,slurm_normal,1462489596.0,3,1.0,main_w1_handler2,2693353,12799148,False,,6998606.roundup,slurm,,132112168.0,corral-repl,,20,chr21,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,SRR1222585,accession_number,,,32.0,,30005339,1462489591.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-05-05 23:06:39.085381,54445.0,5.0
2016-05-12 20:31:03.656020,slurm_normal,1463085107.0,3,1.0,main_w2_handler0,2702603,12876137,False,,7075831.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,DRR002233,accession_number,,,32.0,,30193919,1463085101.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-05-12 20:31:48.902414,83188.0,6.0
2016-05-24 15:59:23.571691,slurm_normal,1464105756.0,0,1.0,main_w2_handler1,2716554,12976021,False,,7161250.roundup,slurm,,132112168.0,corral-repl,,,chr7:142647000-142662000,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,SRR3502745,accession_number,,,32.0,,29267306,1464105747.0,ok,1023996.0,,,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-05-24 16:02:41.973543,64996.0,9.0
2016-04-08 12:59:38.331291,slurm_normal,1460121206.0,3,1.0,main_w2_handler0,2662388,12387350,False,,6585757.roundup,slurm,,132112168.0,corral-repl,,,chr2:217536828-217560272,"""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,text,24210703.0,,32.0,,29267306,1460121175.0,ok,1023996.0,11.0,txt,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/sra_pileup/1.2.5,1.2.5,,2016-04-08 13:13:29.324297,64996.0,31.0
