chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input_format,parameters.species,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-10-17 14:40:18.749952,rodeo_normal,1413556837.0,0,,1.0,main_w1_handler0,2008434,7998551,False,,90362,vcf,36197.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17261456,,"""vcf""","""""",2.0,,16088157.0,1413556834.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2014-10-17 14:40:41.784318,,3.0
,,2014-10-17 18:11:03.349805,rodeo_normal,1413569476.0,0,,1.0,main_w1_handler0,2088568,7999970,False,,5650891,vcf,37401.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17263502,,"""vcf""","""""",2.0,,17696711.0,1413569473.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2014-10-17 18:11:20.334408,54455.0,3.0
,,2014-10-17 18:41:15.248862,rodeo_normal,1413571289.0,0,,1.0,main_w1_handler0,2088568,8000128,False,,5650891,vcf,37542.rodeo,slurm,,16332532.0,corral-repl,,"""2c4e24a2562d11e4be5e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17263502,,"""vcf""","""""",2.0,,17696711.0,1413571286.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2014-10-17 18:41:33.273737,54455.0,3.0
,,2014-10-17 19:07:07.025774,rodeo_normal,1413572842.0,0,,1.0,main_w1_handler0,2089381,8000414,False,,1331007,gd_genotype,37694.rodeo,slurm,,16332532.0,corral-repl,,"""c95479ec563011e4a189005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",17263759,,"""vcf""","""""",2.0,,17661123.0,1413572839.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2014-10-17 19:07:25.044545,54455.0,3.0
,,2015-01-19 14:29:18.974569,rodeo_normal,1421677788.0,0,,1.0,main_w1_handler1,2176209,8568707,False,,178105457,vcf,2503306.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18243007,,"""vcf""","""""",32.0,,20527943.0,1421677771.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2015-01-19 14:29:51.537688,,17.0
,,2014-11-11 15:51:49.604872,rodeo_normal,1415721124.0,0,,1.0,main_w1_handler0,2093136,8143726,False,,20653,vcf,1983308.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/haemInfl_KW20.len""","""haemInfl_KW20""",17492710,,"""vcf""","""""",32.0,,18257878.0,1415721118.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2014-11-11 15:52:09.628551,54676.0,6.0
,,2015-01-27 13:47:34.196251,rodeo_normal,1422366603.0,0,,1.0,main_w1_handler1,2184888,8613373,False,,957542012,vcf,2577122.roundup,slurm,,132112264.0,corral-repl,,"""0b2c8a68a62b11e4bb46005056a52a46""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",18302807,,"""vcf""","""""",32.0,,19838105.0,1422366476.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2015-01-27 13:50:06.182572,11444.0,127.0
,,2015-01-27 11:33:46.249793,rodeo_normal,1422358561.0,0,,1.0,main_w2_handler0,2184888,8612668,False,,955262858,vcf,2576025.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",18302802,,"""vcf""","""""",32.0,,19838105.0,1422358442.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2015-01-27 11:36:02.606608,11444.0,119.0
,,2015-01-26 16:31:10.983537,rodeo_normal,1422290059.0,0,,1.0,main_w2_handler0,2184888,8608162,False,,966097918,vcf,837830.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",18302803,,"""vcf""","""""",2.0,,19838105.0,1422289888.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2015-01-26 16:34:21.673767,11444.0,171.0
,,2015-01-27 14:14:42.450663,rodeo_normal,1422368112.0,0,,1.0,main_w2_handler0,2184888,8613514,False,,806367093,tabular,2577366.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",18310722,,"""vcf""","""""",32.0,,19838105.0,1422368098.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_multiple_to_gd_genotype/1.0.0,1.0.0,,2015-01-27 14:15:14.221422,11444.0,14.0
