chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.output_option,parameters.reference_source.__current_case__,parameters.reference_source.input_vcf.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-03 02:16:08.873757,slurm_normal,1514946016.0,0,,1.0,main_w3_handler1,3380496,17933938,False,,1657684450,vcf,12010095,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",0,"[{'src': 'hda', 'id': 33153921}]",hg_g1k_v37,,cached,"""30""",32.0,,,,42955934,1514945771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-03 02:20:17.353807,,245.0
,,2018-01-03 02:50:38.674832,slurm_normal,1514947852.0,0,,1.0,main_w3_handler0,3380496,17933994,False,,6762685,vcf,12010148,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 33153990}]",hg_g1k_v37,,cached,"""30""",32.0,,,,42955934,1514947840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-03 02:50:53.582330,,12.0
,,2018-01-03 02:32:45.189230,slurm_normal,1514946802.0,0,,1.0,main_w3_handler1,3380496,17933967,False,,89940562,vcf,12010121,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 33153960}]",hg_g1k_v37,,cached,"""30""",32.0,,,,42955934,1514946768.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-03 02:33:23.684959,,34.0
,,2018-01-03 02:53:25.356653,slurm_normal,1514948021.0,0,,1.0,main_w3_handler1,3380496,17933996,False,,6762685,vcf,12010149,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""",0,"[{'src': 'hda', 'id': 33153990}]",hg_g1k_v37,,cached,"""30""",32.0,,,,42955934,1514948008.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-03 02:53:42.587810,,13.0
,,2018-01-10 12:35:53.435902,slurm_normal,1515587765.0,0,,1.0,main_w4_handler1,3387502,17992187,False,,37048,vcf,12068741,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""false""",0,"[{'src': 'hda', 'id': 33245199}]",hg19,,cached,"""50""",32.0,,,,42613725,1515587760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-10 12:36:09.989312,118514.0,5.0
,,2017-10-30 06:35:46.038070,slurm_normal,1509345369.0,0,,1.0,main_w4_handler1,3097412,17261561,False,,464457,vcf,11320420,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",1,"[{'src': 'hda', 'id': 31960201}]",,"[{'src': 'hda', 'id': 31959460}]",history,"""30""",32.0,47759.0,fasta,,41613444,1509345361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-30 06:36:12.788583,105175.0,8.0
,,2017-11-02 16:39:20.467547,slurm_normal,1509640801.0,0,,1.0,main_w3_handler1,3304491,17305132,False,,18024964,vcf,11364528,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""",0,"[{'src': 'hda', 'id': 32024837}]",hg19,,cached,"""30""",32.0,,,,41620605,1509640794.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-02 16:40:09.056175,83750.0,7.0
,,2017-11-08 09:19:11.673286,slurm_normal,1510132776.0,0,,1.0,main_w4_handler1,3316136,17378135,False,,123033,vcf,11439618,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",0,"[{'src': 'hda', 'id': 32143115}]",hg_g1k_v37,,cached,"""30""",32.0,,,,41835760,1510132771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-08 09:19:40.416738,114529.0,5.0
,,2017-11-08 09:19:11.367484,slurm_normal,1510132782.0,0,,1.0,main_w3_handler0,3316136,17378134,False,,150421,vcf,11439620,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",0,"[{'src': 'hda', 'id': 32142754}]",hg_g1k_v37,,cached,"""30""",32.0,,,,41835760,1510132777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-08 09:19:46.164005,114529.0,5.0
,,2017-11-08 09:19:10.962773,slurm_normal,1510132771.0,0,,1.0,main_w3_handler1,3316136,17378133,False,,161574,vcf,11439617,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""false""",0,"[{'src': 'hda', 'id': 32142748}]",hg_g1k_v37,,cached,"""30""",32.0,,,,41835760,1510132766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgeno2haplo/vcfgeno2haplo/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-08 09:19:35.097386,114529.0,5.0
