create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.ensembl_col,parameters.ensembl_col.__class__,parameters.ensembl_col.value,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-28 15:36:17.724877,slurm_normal,1501256193.0,0.0,,1.0,main_w3_handler0,3141936,16446536,False,,3278124,tabular,10514610.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,,"[{'src': 'hda', 'id': 30638208}]",32.0,,39547044,1501256184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-07-28 15:36:34.753335,106269.0,9.0
2017-08-31 23:44:06.955889,slurm_normal,1504223062.0,0.0,,1.0,main_w4_handler0,2974870,16708043,False,,833868,bed,10780783.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""4""",,,,"[{'src': 'hda', 'id': 31068539}]",32.0,,40193731,1504223057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-08-31 23:44:27.048435,33225.0,5.0
2017-08-31 23:43:51.013868,slurm_normal,1504223146.0,0.0,,1.0,main_w3_handler0,2974870,16708041,False,,148074,bed,10780781.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""4""",,,,"[{'src': 'hda', 'id': 31068541}]",32.0,,40193731,1504223044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-08-31 23:45:49.850883,33225.0,102.0
2017-08-31 23:50:25.674655,slurm_normal,1504223461.0,0.0,,1.0,main_w4_handler0,2974870,16708067,False,,24910497,bed,10780808.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""4""",,,,"[{'src': 'hda', 'id': 31068534}]",32.0,,40193731,1504223434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-08-31 23:51:02.993094,33225.0,27.0
2017-09-01 00:20:50.072090,slurm_normal,1504225262.0,0.0,,1.0,main_w3_handler1,2974870,16708151,False,,905376,bed,10780906.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""4""",,,,"[{'src': 'hda', 'id': 31068675}]",32.0,,40193731,1504225257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-09-01 00:21:04.370281,33225.0,5.0
2017-09-01 00:20:29.012222,slurm_normal,1504225242.0,0.0,,1.0,main_w3_handler0,2974870,16708150,False,,154830,bed,10780905.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""4""",,,,"[{'src': 'hda', 'id': 31068674}]",32.0,,40193731,1504225238.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-09-01 00:20:44.254343,33225.0,4.0
2017-09-01 00:09:29.354479,slurm_normal,1504224588.0,0.0,,1.0,main_w3_handler1,2974870,16708125,False,,13032172,bed,10780878.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""4""",,,,"[{'src': 'hda', 'id': 31068646}]",32.0,,40193731,1504224576.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-09-01 00:09:50.983509,33225.0,12.0
2017-09-06 07:44:56.169479,slurm_normal,1504683909.0,0.0,,1.0,main_w4_handler0,3198130,16744379,False,,2850,tabular,10814003.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/canFam2.len""","""canFam2""","""1""",,,,"[{'src': 'hda', 'id': 31120225}]",32.0,,39520841,1504683904.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-09-06 07:45:10.616422,108982.0,5.0
2017-09-06 07:58:27.397054,slurm_normal,1504684723.0,0.0,,1.0,main_w4_handler1,3198130,16744416,False,,2850,tabular,10814034.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/canFam2.len""","""canFam2""","""1""",,,,"[{'src': 'hda', 'id': 31120225}]",32.0,,39520841,1504684718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-09-06 07:58:44.891044,108982.0,5.0
2017-10-24 12:58:39.971747,slurm_normal,1508849957.0,0.0,,1.0,main_w3_handler1,3297989,17194694,False,,9881,tabular,11254725,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""1""",,,,"[{'src': 'hda', 'id': 31846125}]",32.0,,41487665,1508849928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_new_oscar/1.0.0,1.0.0,,2017-10-24 12:59:19.325585,114356.0,29.0
