chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,individuals|populations_0|p_input,individuals|populations_0|p_input_filetype,individuals|populations_10|p_input,individuals|populations_10|p_input_filetype,individuals|populations_11|p_input,individuals|populations_11|p_input_filetype,individuals|populations_12|p_input,individuals|populations_12|p_input_filetype,individuals|populations_13|p_input,individuals|populations_13|p_input_filetype,individuals|populations_14|p_input,individuals|populations_14|p_input_filetype,individuals|populations_15|p_input,individuals|populations_15|p_input_filetype,individuals|populations_16|p_input,individuals|populations_16|p_input_filetype,individuals|populations_17|p_input,individuals|populations_17|p_input_filetype,individuals|populations_18|p_input,individuals|populations_18|p_input_filetype,individuals|populations_1|p_input,individuals|populations_1|p_input_filetype,individuals|populations_2|p_input,individuals|populations_2|p_input_filetype,individuals|populations_3|p_input,individuals|populations_3|p_input_filetype,individuals|populations_4|p_input,individuals|populations_4|p_input_filetype,individuals|populations_5|p_input,individuals|populations_5|p_input_filetype,individuals|populations_6|p_input,individuals|populations_6|p_input_filetype,individuals|populations_7|p_input,individuals|populations_7|p_input_filetype,individuals|populations_8|p_input,individuals|populations_8|p_input_filetype,individuals|populations_9|p_input,individuals|populations_9|p_input_filetype,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.individuals.__current_case__,parameters.individuals.choice,parameters.individuals.populations,parameters.input_type.__current_case__,parameters.input_type.choice,parameters.input_type.input,parameters.input_type.input.values,parameters.input_type.min_qual,parameters.input_type.min_reads,parameters.min_qual,parameters.min_reads,parameters.min_spacing,populations_0|p_input,populations_0|p_input_filetype,populations_10|p_input,populations_10|p_input_filetype,populations_11|p_input,populations_11|p_input_filetype,populations_12|p_input,populations_12|p_input_filetype,populations_13|p_input,populations_13|p_input_filetype,populations_14|p_input,populations_14|p_input_filetype,populations_15|p_input,populations_15|p_input_filetype,populations_16|p_input,populations_16|p_input_filetype,populations_17|p_input,populations_17|p_input_filetype,populations_18|p_input,populations_18|p_input_filetype,populations_19|p_input,populations_19|p_input_filetype,populations_1|p_input,populations_1|p_input_filetype,populations_20|p_input,populations_20|p_input_filetype,populations_21|p_input,populations_21|p_input_filetype,populations_22|p_input,populations_22|p_input_filetype,populations_23|p_input,populations_23|p_input_filetype,populations_24|p_input,populations_24|p_input_filetype,populations_25|p_input,populations_25|p_input_filetype,populations_26|p_input,populations_26|p_input_filetype,populations_2|p_input,populations_2|p_input_filetype,populations_3|p_input,populations_3|p_input_filetype,populations_4|p_input,populations_4|p_input_filetype,populations_5|p_input,populations_5|p_input_filetype,populations_6|p_input,populations_6|p_input_filetype,populations_7|p_input,populations_7|p_input_filetype,populations_8|p_input,populations_8|p_input_filetype,populations_9|p_input,populations_9|p_input_filetype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-07-14 22:40:19.956250,slurm_normal,1468536197.0,0,,1.0,main_w2_handler1,2286633,13415118,False,345.0,gd_indivs,,,,,,,,,,,,,,,,,,,310.0,gd_indivs,116.0,gd_indivs,206.0,gd_indivs,,,,,,,,,,,,,,5844611560,gd_genotype,7627144.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,1,"[{'__index__': 0, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b52c9ad87a04a5563f'}]}}, {'__index__': 1, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50ef64098ce1b65dd'}]}}, {'__index__': 2, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b54aa3486323523b5d'}]}}, {'__index__': 3, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5de0280def868a67c'}]}}]",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fdbe1170380125c3'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,31421555.0,1468536057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-07-14 22:43:29.749787,62914.0,140.0
,,2016-04-14 01:49:27.621389,slurm_normal,1460598596.0,0,,1.0,main_w2_handler1,2669226,12448047,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938284,gd_genotype,6645880.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/macEug2.len""","""macEug2""",0,0,,1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5013afa59d83b32bd'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,28279787.0,1460598592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-04-14 01:49:57.911224,77800.0,4.0
,,2016-04-14 01:55:11.053308,slurm_normal,1460598962.0,0,,1.0,main_w1_handler0,2669226,12448059,False,249.0,gd_indivs,,,,,,,,,,,,,,,,,,,84.0,gd_indivs,248.0,gd_indivs,235.0,gd_indivs,247.0,gd_indivs,187.0,gd_indivs,247.0,gd_indivs,223.0,gd_indivs,216.0,gd_indivs,65.0,gd_indivs,,938284,gd_genotype,6645898.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/macEug2.len""","""macEug2""",1,1,"[{'__index__': 0, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b53de8d572dc174c72'}]}}, {'__index__': 1, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b57650ad341bcbda27'}]}}, {'__index__': 2, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5f5e9fe7cac980eca'}]}}, {'__index__': 3, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5447ca36a89d57269'}]}}, {'__index__': 4, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b52a044c9c16bd0ec0'}]}}, {'__index__': 5, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b587d585c26d18aac8'}]}}, {'__index__': 6, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b517f1d4cc1a748051'}]}}, {'__index__': 7, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5332cd463b674af93'}]}}, {'__index__': 8, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b566e54d1bc2475c85'}]}}, {'__index__': 9, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b54110150c76720d3f'}]}}]",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5013afa59d83b32bd'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,28279787.0,1460598958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-04-14 01:56:04.643504,77800.0,4.0
,,2016-07-15 00:08:18.673209,slurm_normal,1468541453.0,0,,1.0,main_w2_handler0,2286633,13415501,False,206.0,gd_indivs,,,,,,,,,,,,,,,,,,,336.0,gd_indivs,310.0,gd_indivs,127.0,gd_indivs,345.0,gd_indivs,116.0,gd_indivs,51.0,gd_indivs,,,,,,,,5844611560,gd_genotype,7627602.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,1,"[{'__index__': 0, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5de0280def868a67c'}]}}, {'__index__': 1, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50eff425c8cc3f355'}]}}, {'__index__': 2, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b50ef64098ce1b65dd'}]}}, {'__index__': 3, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b598386228eb77f56e'}]}}, {'__index__': 4, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b52c9ad87a04a5563f'}]}}, {'__index__': 5, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b54aa3486323523b5d'}]}}, {'__index__': 6, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5bf193a707d94ba7a'}]}}]",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fdbe1170380125c3'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,31421555.0,1468541333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-07-15 00:10:54.969346,62914.0,120.0
,,2016-04-16 05:44:49.471207,slurm_normal,1460785539.0,0,,1.0,main_w1_handler1,2669226,12482415,False,65.0,gd_indivs,,,,,,,,,,,,,,,,,,,216.0,gd_indivs,84.0,gd_indivs,249.0,gd_indivs,,,,,,,,,,,,,,938284,gd_genotype,6669980.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/macEug2.len""","""macEug2""",1,1,"[{'__index__': 0, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b54110150c76720d3f'}]}}, {'__index__': 1, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b566e54d1bc2475c85'}]}}, {'__index__': 2, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b57650ad341bcbda27'}]}}, {'__index__': 3, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b53de8d572dc174c72'}]}}]",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5013afa59d83b32bd'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,28279787.0,1460785536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-04-16 05:45:42.641839,77800.0,3.0
,,2016-04-16 05:32:50.103365,slurm_normal,1460784821.0,0,,1.0,main_w2_handler1,2669383,12482399,False,65.0,gd_indivs,,,,,,,,,,,,,,,,,,,249.0,gd_indivs,84.0,gd_indivs,216.0,gd_indivs,,,,,,,,,,,,,,938284,gd_genotype,6669903.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/macEug2.len""","""macEug2""",1,1,"[{'__index__': 0, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5c895ddfe337aaab9'}]}}, {'__index__': 1, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5daf1520d960650e2'}]}}, {'__index__': 2, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b58aed80f5ed6d37cb'}]}}, {'__index__': 3, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b520be0f8b0c2ac59b'}]}}]",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57532256d88eb83e4'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,28279787.0,1460784817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-04-16 05:33:42.928088,77800.0,4.0
,,2016-04-16 05:36:38.913362,slurm_normal,1460785042.0,0,,1.0,main_w1_handler0,2669226,12482409,False,614.0,gd_indivs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938284,gd_genotype,6669930.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/macEug2.len""","""macEug2""",1,1,"[{'__index__': 0, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5739e28bbafa05b71'}]}}]",1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5013afa59d83b32bd'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,28279787.0,1460785037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-04-16 05:37:24.519173,77800.0,5.0
,,2016-04-18 01:15:51.767580,slurm_normal,1460942266.0,0,,1.0,main_w1_handler1,2286633,12498653,False,187.0,gd_indivs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380905070,gd_snp,6689206.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,1,"[{'__index__': 0, 'p_input': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b589023b3708ed11cb'}]}}]",0,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c09396f28181912'}]",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,29654481.0,1460942189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-04-18 01:17:52.010646,62914.0,77.0
,,2016-04-21 19:30:33.763485,slurm_normal,1461267104.0,0,,1.0,main_w1_handler2,2286633,12554014,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263123399,gd_genotype,6742456.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,0,,1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4c2f0e657812397'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,29741209.0,1461267051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-04-21 19:32:26.890731,62914.0,53.0
,,2016-04-21 23:14:00.727846,slurm_normal,1461280464.0,0,,1.0,main_w1_handler2,2286633,12555715,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44625308,gd_genotype,6744661.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,0,,1,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57888d9fd7f2294ca'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,29747134.0,1461280452.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_prepare_population_structure/1.2.0,1.2.0,,2016-04-21 23:14:29.422308,62914.0,12.0
