chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-25 16:24:25.936526,rodeo_normal,1427300686.0,0.0,,1.0,main_w1_handler1,2248472,9035320,False,,14944,gd_ped,3320667.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18993760,,32.0,,22013226.0,1427300675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2015-03-25 16:24:49.237908,61429.0,11.0
,,2016-07-10 20:02:40.556750,slurm_normal,1468181019.0,0.0,,1.0,main_w2_handler0,2286633,13370929,False,,6685,gd_ped,7581488.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b54220d73be83fd'}]",32.0,,31381927.0,1468180982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2016-07-10 20:03:41.509154,62914.0,37.0
,,2015-11-12 11:57:27.106899,slurm_normal,1447329614.0,0.0,,1.0,main_w1_handler1,2453528,10884418,False,,1588,gd_ped,5137953.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21974029,,32.0,,25396799.0,1447329467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2015-11-12 12:00:26.378456,70157.0,147.0
,,2015-05-11 01:59:06.029080,slurm_normal,1431309574.0,0.0,,1.0,main_w1_handler1,2246143,9440100,False,,1524,gd_ped,3766256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/papAnu2.len""","""papAnu2""",19656033,,32.0,,22954214.0,1431309567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2015-05-11 01:59:38.063212,61434.0,7.0
,,2016-07-10 20:48:20.711881,slurm_normal,1468183732.0,0.0,,1.0,main_w2_handler0,2286633,13371089,False,,7550,gd_ped,7581635.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b533ed5a6f76518aad'}]",32.0,,31381927.0,1468183725.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2016-07-10 20:48:54.438866,62914.0,7.0
,,2015-10-05 06:38:09.864345,slurm_normal,1444027136.0,0.0,,1.0,main_w2_handler0,2460647,10501242,False,,1325,gd_ped,4777097.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21397224,,32.0,,25505554.0,1444027122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2015-10-05 06:38:59.993271,,14.0
,,2015-10-05 06:52:13.466073,slurm_normal,1444027982.0,0.0,,1.0,main_w2_handler0,2453519,10501347,False,,1359,gd_ped,4777175.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21397328,,32.0,,25396752.0,1444027969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2015-10-05 06:53:07.947919,70152.0,13.0
,,2015-04-02 17:12:47.857942,slurm_normal,1427994787.0,0.0,,1.0,main_w1_handler1,2258199,9126188,False,,1324,gd_ped,3410958.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19126092,,32.0,,21564345.0,1427994781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2015-04-02 17:13:11.833390,60277.0,6.0
,,2014-10-21 16:19:45.832426,rodeo_normal,1413908414.0,0.0,,1.0,main_w1_handler1,2077211,8018147,False,,5781,gd_ped,53742.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17295170,,2.0,,15996148.0,1413908406.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2014-10-21 16:20:19.477698,,8.0
,,2015-04-02 16:40:51.154828,slurm_normal,1427992896.0,0.0,,1.0,main_w2_handler1,2258199,9125874,False,,1382,gd_ped,3410641.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19125655,,32.0,,21564345.0,1427992882.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_pca/1.0.0,1.0.0,,2015-04-02 16:41:41.331358,60277.0,14.0
