create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_unaffected,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.families,parameters.filter.__current_case__,parameters.filter.filter_selector,parameters.gt_pl_max,parameters.infile.values,parameters.lenient,parameters.min_gq,parameters.min_kindreds,parameters.rec_or_dom,parameters.report.__current_case__,parameters.report.columns,parameters.report.report_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-11 09:50:55.710616,slurm_normal,1491904292.0,0,,1.0,main_w4_handler1,3032357,15551395,False,183933952,gemini.sqlite,,9675827.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 29164748}]","""false""","""0""","""1""","""dominant""",0.0,,all,32.0,,37265062.0,1491904266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-04-11 09:51:34.795068,101831.0,26.0
2017-06-08 01:36:07.441229,slurm_normal,1496901151.0,0,,1.0,main_w3_handler1,3144521,16047205,False,2513309696,gemini.sqlite,,10138932.roundup,slurm,,132112168.0,corral-repl,,"""d258ea664bea11e7806f005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 29942988}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1496901146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-08 05:52:32.635270,42102.0,5.0
2017-06-11 13:32:52.239195,slurm_normal,1497188552.0,0,,1.0,main_w4_handler1,3149447,16074470,False,11144374272,gemini.sqlite,,10162055.roundup,slurm,,132112168.0,corral-repl,,"""748cec084eaa11e7a972005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 29983065}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497188545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-11 13:42:34.307743,42102.0,7.0
2017-06-11 13:33:36.832672,slurm_normal,1497188604.0,0,,1.0,main_w3_handler1,3149448,16074481,False,14719931392,gemini.sqlite,,10162062.roundup,slurm,,132112168.0,corral-repl,,"""8eab4bf24eaa11e7a145005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 29978368}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497188600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-11 13:43:25.443824,42102.0,4.0
2017-06-12 09:27:30.448713,slurm_normal,1497260224.0,0,,1.0,main_w4_handler1,3150733,16079724,False,11450917888,gemini.sqlite,,10166625.roundup,slurm,,132112168.0,corral-repl,,"""59e5ba724f5111e789a7005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 29987934}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497260215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-12 09:37:05.730292,42102.0,9.0
2017-06-20 06:44:08.448617,slurm_normal,1497941437.0,0,,1.0,main_w4_handler0,3164373,16139722,False,2548345856,gemini.sqlite,,10219449.roundup,slurm,,132112168.0,corral-repl,,"""d97901d0558311e7935a005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 30067994}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497941405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-20 06:50:39.176435,42102.0,32.0
2017-06-16 01:59:36.716074,slurm_normal,1497578409.0,0,,1.0,main_w4_handler1,3157679,16113244,False,16577393664,gemini.sqlite,,10195687.roundup,slurm,,132112168.0,corral-repl,,"""64d46d1e523711e780b3005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 30048784}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497578396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-16 02:00:10.406486,42102.0,13.0
2017-06-16 06:54:48.395231,slurm_normal,1497597794.0,0,,1.0,main_w4_handler1,3157936,16114060,False,14620344320,gemini.sqlite,,10196340.roundup,slurm,,132112168.0,corral-repl,,"""a46451fa526011e7bde5005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 30050144}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497597790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-16 07:23:17.252679,42102.0,4.0
2017-05-23 07:04:36.777220,slurm_normal,1495538403.0,0,,1.0,main_w4_handler0,3121386,15913896,False,2528231424,gemini.sqlite,,10013934.roundup,slurm,,132112168.0,corral-repl,,"""0e7e135c3f8611e7816e005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 29728062}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1495538396.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-05-23 11:20:05.242156,42102.0,7.0
2017-05-23 07:10:49.493468,slurm_normal,1495538738.0,0,,1.0,main_w3_handler0,3123121,15913954,False,2528231424,gemini.sqlite,,10013965.roundup,slurm,,132112168.0,corral-repl,,"""e9fbb4d43f8611e7809a005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 29728120}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1495538733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-05-23 11:25:41.855546,42102.0,5.0
2017-06-17 02:45:01.084724,slurm_normal,1497667587.0,0,,1.0,main_w3_handler0,3159255,16120895,False,2512643072,gemini.sqlite,,10202449.roundup,slurm,,132112168.0,corral-repl,,"""f28591cc530611e7adbd005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 30061302}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497667582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-17 02:46:30.150015,42102.0,5.0
2017-06-18 07:53:45.341887,slurm_normal,1497772453.0,0,,1.0,main_w3_handler1,3160844,16124904,False,2512643072,gemini.sqlite,,10205874.roundup,slurm,,132112168.0,corral-repl,,"""37d832c653fb11e79ca9005056a51846""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 30061302}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497772442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-18 07:54:16.451788,42102.0,11.0
2017-06-18 07:56:04.983047,slurm_normal,1497772653.0,0,,1.0,main_w3_handler0,3160845,16124918,False,2548345856,gemini.sqlite,,10205892.roundup,slurm,,132112168.0,corral-repl,,"""918c355653fb11e7a3f4005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 30066711}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497772649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-18 07:57:35.427896,42102.0,4.0
2017-06-18 08:01:03.904148,slurm_normal,1497772997.0,0,,1.0,main_w4_handler1,3160847,16124943,False,2700510208,gemini.sqlite,,10205909.roundup,slurm,,132112168.0,corral-repl,,"""4443a79c53fc11e7b4ca005056a52a46""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""0""","""hg19""","""""",0,no,"""-1""","[{'src': 'hda', 'id': 30067881}]","""false""","""0""","""1""","""recessive""",0.0,,all,32.0,,,1497772993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gemini_recessive_and_dominant/gemini_recessive_and_dominant/0.18.1.0,0.18.1.0,,2017-06-18 08:03:19.865493,42102.0,4.0
