chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,p1_input,p1_input_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_type.__current_case__,parameters.input_type.choice,parameters.input_type.input,parameters.input_type.input.values,parameters.p1_input,parameters.p1_input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-19 14:38:43.580291,rodeo_normal,1426775946.0,0.0,1.0,main_w2_handler0,2231548,8988556,False,,2491006.0,gd_genotype,3241823.roundup,slurm,,132112168.0,corral-repl,95.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18916033.0,,18828262,,32.0,,21876443.0,1426775941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-19 14:39:10.234564,58236.0,5.0
,,2015-03-19 14:38:53.979210,rodeo_normal,1426775960.0,0.0,1.0,main_w2_handler1,2231548,8988568,False,,2491006.0,gd_genotype,3241844.roundup,slurm,,132112168.0,corral-repl,86.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18916033.0,,18828409,,32.0,,21876443.0,1426775957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-19 14:39:25.949013,58236.0,3.0
,,2015-03-18 12:05:54.245888,rodeo_normal,1426680367.0,0.0,1.0,main_w1_handler1,2240871,8976350,False,,2666709.0,gd_genotype,3219004.roundup,slurm,,132112168.0,corral-repl,490.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897647,,32.0,,21876443.0,1426680364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 12:06:10.302988,58236.0,3.0
,,2015-03-18 11:44:00.974459,rodeo_normal,1426679060.0,0.0,1.0,main_w2_handler0,2240871,8976202,False,,2666709.0,gd_genotype,3218721.roundup,slurm,,132112168.0,corral-repl,77.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897344,,32.0,,21876443.0,1426679056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:44:23.661311,58236.0,4.0
,,2015-03-18 11:41:01.653511,rodeo_normal,1426678880.0,0.0,1.0,main_w1_handler0,2240871,8976194,False,,2666709.0,gd_genotype,3218694.roundup,slurm,,132112168.0,corral-repl,93.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897343,,32.0,,21876443.0,1426678876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:41:21.941454,58236.0,4.0
,,2015-03-18 11:44:12.466823,rodeo_normal,1426679093.0,0.0,1.0,main_w1_handler1,2240871,8976214,False,,2666709.0,gd_genotype,3218743.roundup,slurm,,132112168.0,corral-repl,94.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897354,,32.0,,21876443.0,1426679090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:44:55.968869,58236.0,3.0
,,2015-03-18 11:44:11.554399,rodeo_normal,1426679090.0,0.0,1.0,main_w1_handler1,2240871,8976213,False,,2666709.0,gd_genotype,3218741.roundup,slurm,,132112168.0,corral-repl,50.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897353,,32.0,,21876443.0,1426679087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:44:55.648285,58236.0,3.0
,,2015-03-18 11:44:02.430785,rodeo_normal,1426679057.0,0.0,1.0,main_w2_handler0,2240871,8976203,False,,2666709.0,gd_genotype,3218717.roundup,slurm,,132112168.0,corral-repl,95.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897345,,32.0,,21876443.0,1426679053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:44:19.114274,58236.0,4.0
,,2015-03-18 11:44:06.373310,rodeo_normal,1426679073.0,0.0,1.0,main_w2_handler0,2240871,8976208,False,,2666709.0,gd_genotype,3218735.roundup,slurm,,132112168.0,corral-repl,77.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897350,,32.0,,21876443.0,1426679069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:44:39.109078,58236.0,4.0
,,2015-03-18 11:44:03.655515,rodeo_normal,1426679059.0,0.0,1.0,main_w1_handler1,2240871,8976204,False,,2666709.0,gd_genotype,3218723.roundup,slurm,,132112168.0,corral-repl,96.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897346,,32.0,,21876443.0,1426679056.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:44:22.542609,58236.0,3.0
,,2015-03-18 11:44:05.736275,rodeo_normal,1426679066.0,0.0,1.0,main_w1_handler1,2240871,8976207,False,,2666709.0,gd_genotype,3218725.roundup,slurm,,132112168.0,corral-repl,96.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897349,,32.0,,21876443.0,1426679063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:44:29.045817,58236.0,3.0
,,2015-03-18 11:44:04.375626,rodeo_normal,1426679072.0,0.0,1.0,main_w1_handler0,2240871,8976205,False,,2666709.0,gd_genotype,3218731.roundup,slurm,,132112168.0,corral-repl,29.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897347,,32.0,,21876443.0,1426679069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:44:36.764429,58236.0,3.0
,,2015-03-18 11:44:07.728871,rodeo_normal,1426679078.0,0.0,1.0,main_w2_handler0,2240871,8976210,False,,2666709.0,gd_genotype,3218737.roundup,slurm,,132112168.0,corral-repl,86.0,gd_indivs,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""",1,1,18897340.0,,18897351,,32.0,,21876443.0,1426679075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_sum_gd_snp/1.1.0,1.1.0,,2015-03-18 11:44:42.880959,58236.0,3.0
