chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,p1_input,p1_input_filetype,p2_input,p2_input_filetype,param_filename,parameters.__workflow_invocation_uuid__,parameters.biased,parameters.chromInfo,parameters.data_source,parameters.dbkey,parameters.discard_fixed,parameters.input_type.__current_case__,parameters.input_type.choice,parameters.input_type.data_source.__current_case__,parameters.input_type.data_source.choice,parameters.input_type.data_source.min_qual,parameters.input_type.data_source.min_reads,parameters.input_type.input,parameters.input_type.input.values,parameters.min_qual,parameters.min_reads,parameters.p1_input,parameters.p1_input.values,parameters.p2_input,parameters.p2_input.values,parameters.retain,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-06 14:22:16.866658,slurm_normal,1512570171.0,0.0,,1.0,main_w4_handler0,3355465,17720016,False,,886087378.0,gd_snp,11785380,slurm,,132112168.0,corral-repl,10.0,gd_indivs,11.0,gd_indivs,,,"""2""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/oviAri3.len""",,"""oviAri3""","""1""",0,0,0.0,0,0,4,,"[{'src': 'hda', 'id': 32770850}]",,,,"[{'src': 'hda', 'id': 32767262}]",,"[{'src': 'hda', 'id': 32767266}]","""0""",32.0,,42494017.0,1512570150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2017-12-06 14:22:52.808954,2855.0,21.0
51421.0,len,2018-02-24 22:03:22.913635,slurm_normal,1519509836.0,0.0,7680.0,1.0,main_w4_handler0,2766300,18508591,False,,752061482.0,gd_snp,12604790,slurm,,132112168.0,corral-repl,283.0,gd_indivs,255.0,gd_indivs,,,"""2""","""/galaxy-repl/main/files/018/618/dataset_18618420.dat""",,"""1""","""0""",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 34050572}]",,,,"[{'src': 'hda', 'id': 31118703}]",,"[{'src': 'hda', 'id': 31118700}]","""1""",32.0,,43325341.0,1519509810.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2018-02-24 22:03:58.784405,87394.0,26.0
51421.0,len,2018-02-24 21:56:36.554564,slurm_normal,1519509427.0,0.0,7680.0,1.0,main_w4_handler0,2766300,18508560,False,,752061482.0,gd_snp,12604754,slurm,,132112168.0,corral-repl,283.0,gd_indivs,255.0,gd_indivs,,,"""2""","""/galaxy-repl/main/files/018/618/dataset_18618420.dat""",,"""1""","""1""",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 34050572}]",,,,"[{'src': 'hda', 'id': 31118703}]",,"[{'src': 'hda', 'id': 31118700}]","""0""",32.0,,43325341.0,1519509402.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2018-02-24 21:57:08.664901,87394.0,25.0
51421.0,len,2018-02-24 22:58:56.654209,slurm_normal,1519513172.0,0.0,7680.0,1.0,main_w3_handler1,2766300,18508821,False,,752061482.0,gd_snp,12605017,slurm,,132112168.0,corral-repl,283.0,gd_indivs,255.0,gd_indivs,,,"""2""","""/galaxy-repl/main/files/018/618/dataset_18618420.dat""",,"""1""","""0""",0,0,1.0,1,,,,"[{'src': 'hda', 'id': 34050572}]",,,,"[{'src': 'hda', 'id': 31118703}]",,"[{'src': 'hda', 'id': 31118700}]","""1""",32.0,,43325341.0,1519513145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2018-02-24 22:59:35.232939,87394.0,27.0
,,2015-03-25 16:38:33.648101,rodeo_normal,1427301535.0,0.0,,1.0,main_w1_handler1,2248472,9035451,False,,6168378.0,gd_genotype,3320808.roundup,slurm,,132112168.0,corral-repl,660.0,gd_indivs,900.0,gd_indivs,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,,,,18993713.0,,,,18993906,,18993923,,"""0""",32.0,,22013226.0,1427301529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2015-03-25 16:38:59.350832,61429.0,6.0
,,2015-03-25 16:45:14.996376,rodeo_normal,1427301940.0,0.0,,1.0,main_w2_handler0,2248472,9035487,False,,6168378.0,gd_genotype,3320859.roundup,slurm,,132112168.0,corral-repl,660.0,gd_indivs,900.0,gd_indivs,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""1""",1,1,,,,,18993713.0,,,,18993906,,18993923,,"""0""",32.0,,22013226.0,1427301933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2015-03-25 16:45:45.910181,61429.0,7.0
,,2015-03-30 21:29:23.191586,rodeo_normal,1427751164.0,0.0,,1.0,main_w1_handler1,2254519,9094057,False,,1099093747.0,gd_snp,3378537.roundup,slurm,,132112168.0,corral-repl,21.0,gd_indivs,21.0,gd_indivs,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""1""",0,0,0.0,0,0,15,19072656.0,,,,19072828,,19072814,,"""0""",32.0,,21564345.0,1427750976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2015-03-30 21:32:46.522239,60277.0,188.0
,,2015-04-09 15:24:38.124264,slurm_normal,1428593154.0,0.0,,1.0,main_w1_handler0,2258373,9181009,False,,1099093747.0,gd_snp,3460222.roundup,slurm,,132112168.0,corral-repl,20.0,gd_indivs,21.0,gd_indivs,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""1""",0,0,0.0,0,0,15,19208033.0,,,,19208070,,19208067,,"""0""",32.0,,21607065.0,1428593102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2015-04-09 15:25:55.045860,60277.0,52.0
,,2015-04-11 17:29:15.867716,slurm_normal,1428773411.0,0.0,,1.0,main_w2_handler1,2260965,9201987,False,,1099093747.0,gd_snp,3484555.roundup,slurm,,132112168.0,corral-repl,20.0,gd_indivs,21.0,gd_indivs,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""1""",0,0,0.0,0,0,15,19239013.0,,,,19239054,,19239049,,"""0""",32.0,,21600910.0,1428773367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2015-04-11 17:30:12.234810,60570.0,44.0
,,2015-04-15 23:15:31.757989,slurm_normal,1429139803.0,0.0,,1.0,main_w1_handler0,2258371,9241615,False,,1099093747.0,gd_snp,3523032.roundup,slurm,,132112168.0,corral-repl,20.0,gd_indivs,21.0,gd_indivs,,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""1""",0,0,0.0,0,0,15,19303874.0,,,,19303916,,19303907,,"""0""",32.0,,21603239.0,1429139750.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_add_fst_column/1.2.0,1.2.0,,2015-04-15 23:16:46.681402,60583.0,53.0
