chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-02-10 01:06:24.961423,rodeo_normal,1423531259.0,0,,1.0,main_w1_handler1,1276686,8690450,False,,78237,txt,2694418.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18456121,,32.0,,20918170.0,1423530405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-02-10 01:21:00.192938,30375.0,854.0
,,2015-03-06 14:36:22.337929,rodeo_normal,1425652647.0,0,,1.0,main_w1_handler0,2212770,8880245,False,,819461,fasta,3041829.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18749732,,32.0,,21549071.0,1425652592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-03-06 14:37:32.179635,59900.0,55.0
,,2015-03-11 20:49:33.664328,rodeo_normal,1426106992.0,0,,1.0,main_w2_handler0,2215476,8920202,False,,222,fasta,3115411.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18821136,,32.0,,21721621.0,1426106980.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-03-11 20:49:55.701934,60007.0,12.0
,,2015-03-12 21:57:16.390340,rodeo_normal,1426197480.0,0,,1.0,main_w1_handler0,2215476,8937311,False,,342,fasta,3148405.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18842623,,32.0,,21721621.0,1426197443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-03-12 21:58:01.793181,60007.0,37.0
,,2015-03-12 22:08:25.894288,rodeo_normal,1426198157.0,0,,1.0,main_w1_handler0,2215476,8937357,False,,342,fasta,3148580.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18842730,,32.0,,21721621.0,1426198113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-03-12 22:09:19.622748,60007.0,44.0
,,2017-04-03 23:12:14.055893,slurm_normal,1491261166.0,0,,1.0,main_w4_handler1,2999214,15477232,False,,50749,fasta,9606052.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29053838}]",32.0,,36208736.0,1491261138.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-04-03 23:12:48.612672,100617.0,28.0
,,2017-04-05 21:40:57.075502,slurm_normal,1491429603.0,0,,1.0,main_w4_handler1,3060993,15500080,False,,60086,fasta,9627253.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29090248}]",32.0,,37138021.0,1491428490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-04-05 22:00:04.810476,,1113.0
,,2017-03-15 20:51:30.884815,slurm_normal,1489618395.0,0,,1.0,main_w3_handler1,1600932,15306799,False,,275660,txt,9448924.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 25875746}]",32.0,,36555355.0,1489611095.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-03-15 22:53:16.011321,39027.0,7300.0
,,2017-04-06 21:56:20.311885,slurm_normal,1491518448.0,0,,1.0,main_w3_handler1,3062524,15512960,False,,38298,fasta,9639731.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29108316}]",32.0,,37171359.0,1491515783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-04-06 22:40:48.943263,,2665.0
,,2017-04-08 21:09:36.928038,slurm_normal,1491689514.0,0,,1.0,main_w3_handler1,3065030,15531515,False,,34724,fasta,9657919.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29135066}]",32.0,,37219065.0,1491685780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-04-08 22:11:55.344008,,3734.0
