create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.pop_input,parameters.pop_input.values,pop_input,pop_input_filetype,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-19 16:30:01.126806,slurm_normal,1432053049.0,0,1.0,main_w1_handler0,2294454,9497149,False,,5113793,gd_genotype,3819114.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19755637,,19755652,,3747,gd_indivs,32.0,,22893314,1432053040.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-05-19 16:30:51.667525,,9.0
2015-05-19 20:07:41.585192,slurm_normal,1432066124.0,0,1.0,main_w2_handler1,2311131,9498798,False,,29062431,gd_genotype,3820364.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19758088,,19758182,,30015,gd_indivs,32.0,,23156512,1432066094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-05-19 20:08:48.238442,63636.0,30.0
2015-05-22 15:57:28.555068,slurm_normal,1432310268.0,0,1.0,main_w1_handler1,2294454,9520272,False,,9662450,gd_genotype,3840631.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19792082,,19792737,,3775,gd_indivs,32.0,,22893314,1432310257.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-05-22 15:58:03.705131,,11.0
2015-05-26 20:36:39.055207,slurm_normal,1432672654.0,0,1.0,main_w1_handler1,2294454,9538421,False,,50458975,gd_genotype,3852562.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19818861,,19818874,,7411,gd_indivs,32.0,,22893314,1432672624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-05-26 20:37:37.892623,,30.0
2015-06-30 17:35:02.325016,slurm_normal,1435685730.0,0,1.0,main_w1_handler1,2307950,9769650,False,,5604722,gd_genotype,4072126.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20194627,,20194633,,2590,gd_indivs,32.0,,23117050,1435685722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-06-30 17:35:33.067230,,8.0
2015-07-01 15:06:39.361779,slurm_normal,1435763353.0,0,1.0,main_w1_handler1,2307950,9775079,False,,11680524,gd_genotype,4077511.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20203112,,20203155,,1093,gd_indivs,32.0,,23117050,1435763339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-07-01 15:09:17.697512,,14.0
2015-06-18 18:53:36.629336,slurm_normal,1434653692.0,0,1.0,main_w1_handler0,2339513,9685840,False,,37449170,gd_genotype,3995044.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20059106,,20059277,,3390,gd_indivs,32.0,,22893314,1434653672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-06-18 18:54:55.400176,,20.0
2015-06-18 19:05:09.576739,slurm_normal,1434654358.0,0,1.0,main_w1_handler1,2339513,9686127,False,,37449170,gd_genotype,3995272.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20059106,,20059277,,3390,gd_indivs,32.0,,22893314,1434654337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-06-18 19:06:01.557106,,21.0
2015-06-18 18:23:57.036186,slurm_normal,1434651876.0,0,1.0,main_w2_handler0,2339513,9685420,False,,11594227,gd_genotype,3994715.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20058772,,20058788,,3390,gd_indivs,32.0,,22893314,1434651861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-06-18 18:24:39.393212,,15.0
2015-07-22 12:07:24.554393,slurm_normal,1437566940.0,0,1.0,main_w1_handler0,2372581,9940558,False,,76900489,gd_genotype,4226090.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20476147,,20476388,,402,gd_indivs,32.0,,24098513,1437566895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-07-22 12:09:06.253333,,45.0
2015-11-19 14:05:19.561437,slurm_normal,1447942000.0,0,1.0,main_w2_handler0,2258569,10946467,False,,2145420,gd_snp,5205214.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/canFam3.len""","""canFam3""",22058857,,22070753,,134,gd_indivs,32.0,,25381902,1447941993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2015-11-19 14:06:43.055817,5862.0,7.0
2016-01-11 15:34:28.637389,slurm_normal,1452526521.0,0,1.0,main_w1_handler2,2548809,11461536,False,,6886647,gd_genotype,5725368.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",22832751,,22832758,,380,gd_indivs,32.0,,27069004,1452526513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2016-01-11 15:35:29.944372,58661.0,8.0
2016-01-21 21:20:41.455852,slurm_normal,1453411264.0,0,1.0,main_w1_handler1,2572608,11574997,False,,1777094,gd_genotype,5840761.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22983681,,22997631,,1183,gd_indivs,32.0,,27553680,1453411254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2016-01-21 21:21:14.043347,23751.0,10.0
2016-06-29 21:29:10.799462,slurm_normal,1467235868.0,0,1.0,main_w1_handler1,2286633,13290491,False,,747525752,gd_genotype,7489288.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b579557697c779da42'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b21939cdd2f35f4'}]",336,gd_indivs,32.0,,30911703,1467235761.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2016-06-29 21:31:10.712548,62914.0,107.0
2016-04-14 02:29:58.113659,slurm_normal,1460601032.0,0,1.0,main_w1_handler2,2669226,12448204,False,,938284,gd_genotype,6646049.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/macEug2.len""","""macEug2""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5013afa59d83b32bd'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53de8d572dc174c72'}]",249,gd_indivs,32.0,,28279787,1460601027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2016-04-14 02:30:34.143367,77800.0,5.0
2016-06-09 12:04:29.274248,slurm_normal,1465473918.0,0,1.0,main_w1_handler0,2733708,13119494,False,,1958378,gd_snp,7303894.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b562ed244a38f83e6b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575e1d05d1a1b90d1'}]",772,gd_indivs,32.0,,30697978,1465473914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2016-06-09 12:05:21.666722,85400.0,4.0
2016-08-11 22:14:48.657084,slurm_normal,1470954027.0,0,1.0,main_w1_handler1,2286633,13647674,False,,3423612225,gd_genotype,7862459.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b5849524ce57c814'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b512bb21f0fe4a43e0'}]",1656,gd_indivs,32.0,,32171231,1470953699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_discover_familial_relationships/1.0.0,1.0.0,,2016-08-11 22:20:29.205509,62914.0,328.0
