chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.id_column,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,parameters.tool.__current_case__,parameters.tool.format,parameters.tool.from.__current_case__,parameters.tool.from.category_FROM,parameters.tool.from.db_3Dstrdb,parameters.tool.from.db_GeneExpression,parameters.tool.from.db_GenomeAnnotationDB,parameters.tool.from.db_OrganismSpecificGeneDB,parameters.tool.from.db_oseqdb,parameters.tool.from.db_other,parameters.tool.from.db_uniprot_FROM,parameters.tool.to.__current_case__,parameters.tool.to.category_TO,parameters.tool.to.db_3Dstrdb,parameters.tool.to.db_EnzymePathwayDB,parameters.tool.to.db_GeneExpression,parameters.tool.to.db_GenomeAnnotationDB,parameters.tool.to.db_OrganismSpecificGeneDB,parameters.tool.to.db_chemistry,parameters.tool.to.db_oseqdb,parameters.tool.to.db_other,parameters.tool.to.db_phylogenomic,parameters.tool.to.db_polymorphismANDmutation,parameters.tool.to.db_ppidb,parameters.tool.to.db_protfgdb,parameters.tool.to.db_uniprot_TO,parameters.tool.tool_choice,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-10 04:05:02.310494,slurm_normal,1491797127.0,0,,1.0,main_w4_handler0,3059902,15537758,False,1744,tabular,,9663276.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 29145408}]",,1,fasta,,,,,,,,,,,,,,,,,,,,,,,,,retrieve,32.0,,37240999,1491797106.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-04-10 04:05:29.938284,63534.0,21.0
,,2017-06-03 22:40:47.912985,slurm_normal,1496529679.0,0,,1.0,main_w3_handler0,3021189,16006724,False,460902,tabular,,10100265.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""","""1""",,"[{'src': 'hda', 'id': 29879076}]",,0,,9.0,GenomeAnnotationDB,,,UCSC_ID,,,,,9.0,GenomeAnnotationDB,,,,ENSEMBL_ID,,,,,,,,,,map,32.0,,38384553,1496529662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-06-03 22:41:21.671082,101171.0,17.0
,,2017-02-27 18:54:52.934833,slurm_normal,1488221809.0,0,,1.0,main_w4_handler1,3000448,15157613,False,1045228,tabular,,9309283.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""1""",,"[{'src': 'hda', 'id': 28534398}]",,0,,0.0,uniprot,,,,,,,ACC+ID,0.0,uniprot,,,,,,,,,,,,,GENENAME,map,32.0,,36303480,1488221740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-02-27 18:56:51.332224,100425.0,69.0
,,2017-06-03 22:45:42.388102,slurm_normal,1496529982.0,0,,1.0,main_w3_handler0,3021189,16006731,False,460634,tabular,,10100280.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""","""1""",,"[{'src': 'hda', 'id': 29878150}]",,0,,9.0,GenomeAnnotationDB,,,UCSC_ID,,,,,0.0,uniprot,,,,,,,,,,,,,GENENAME,map,32.0,,38384553,1496529954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-06-03 22:46:23.853017,101171.0,28.0
,,2017-02-28 18:41:27.119987,slurm_normal,1488307314.0,0,,1.0,main_w4_handler0,3010350,15170064,False,9750,tabular,,9320997.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""4""",,"[{'src': 'hda', 'id': 28556046}]",,0,,1.0,oseqdb,,,,,REFSEQ_NT_ID,,,1.0,oseqdb,,,,,,,P_ENTREZGENEID,,,,,,,map,32.0,,36250985,1488307297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-02-28 18:41:58.289603,100453.0,17.0
,,2017-04-05 04:28:30.968456,slurm_normal,1491366550.0,0,,1.0,main_w4_handler1,3059902,15491163,False,10517,tabular,,9619088.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/16259.len""","""16259""","""1""",,"[{'src': 'hda', 'id': 29075622}]",,1,fasta,,,,,,,,,,,,,,,,,,,,,,,,,retrieve,32.0,,35228684,1491366513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-04-05 04:29:12.427688,63534.0,37.0
,,2017-04-05 04:28:39.411199,slurm_normal,1491366553.0,0,,1.0,main_w3_handler1,3059902,15491166,False,10517,tabular,,9619090.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/16259.len""","""16259""","""1""",,"[{'src': 'hda', 'id': 29075622}]",,1,txt,,,,,,,,,,,,,,,,,,,,,,,,,retrieve,32.0,,35228684,1491366524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-04-05 04:29:16.032247,63534.0,29.0
,,2017-04-05 04:28:53.043880,slurm_normal,1491366554.0,0,,1.0,main_w3_handler0,3059902,15491169,False,10517,tabular,,9619095.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/16259.len""","""16259""","""2""",,"[{'src': 'hda', 'id': 29075622}]",,1,fasta,,,,,,,,,,,,,,,,,,,,,,,,,retrieve,32.0,,35228684,1491366535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-04-05 04:29:16.547892,63534.0,19.0
,,2017-04-05 04:35:27.977126,slurm_normal,1491366950.0,0,,1.0,main_w4_handler1,3059902,15491208,False,6708,tabular,,9619126.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/16259.len""","""16259""","""1""",,"[{'src': 'hda', 'id': 29075652}]",,1,fasta,,,,,,,,,,,,,,,,,,,,,,,,,retrieve,32.0,,35228684,1491366931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-04-05 04:35:50.675616,63534.0,19.0
,,2017-04-05 04:38:48.725920,slurm_normal,1491367137.0,0,,1.0,main_w3_handler0,3059902,15491289,False,6708,tabular,,9619150.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/16259.len""","""16259""","""1""",,"[{'src': 'hda', 'id': 29075652}]",,1,gff,,,,,,,,,,,,,,,,,,,,,,,,,retrieve,32.0,,35228684,1491367130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.1,0.1,,2017-04-05 04:38:58.035693,63534.0,7.0
