create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.classclmns,parameters.dbkey,parameters.ensembltcolmn,parameters.input,parameters.input.values,parameters.threshold,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-01-05 14:37:51.315737,slurm_normal,1515163090.0,0,,1.0,main_w3_handler1,3278880,17955075,False,,8479853,tabular,12031338,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""c1,c2""","""?""","""1""",,"[{'src': 'hda', 'id': 33188759}]","""90.0""",32.0,,42681710,1515163083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2018-01-05 14:38:15.381241,113029.0,7.0
2018-01-05 14:49:07.590420,slurm_normal,1515163757.0,0,,1.0,main_w3_handler1,3278880,17955271,False,,8479853,tabular,12031564,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""c1,c2""","""?""","""1""",,"[{'src': 'hda', 'id': 33188759}]","""90.0""",32.0,,42681710,1515163751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2018-01-05 14:49:21.630524,113029.0,6.0
2018-01-07 07:51:15.212857,slurm_normal,1515311484.0,0,,1.0,main_w3_handler0,3379010,17964287,False,,3217275,tabular,12040880,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""c1,c2""","""hg19""","""1""",,"[{'src': 'hda', 'id': 33202196}]","""90.0""",32.0,,42929128,1515311478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2018-01-07 07:51:26.105693,60358.0,6.0
2017-11-16 08:10:23.193794,slurm_normal,1510819874.0,0,,1.0,main_w3_handler1,3301926,17478711,False,,6088671,tabular,11536252,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""c1,c2""","""?""","""1""",,"[{'src': 'hda', 'id': 32302102}]","""90.0""",32.0,,41561627,1510819862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2017-11-16 08:11:23.725156,,12.0
2017-11-17 19:13:12.045243,slurm_normal,1510946013.0,0,,1.0,main_w3_handler0,2842191,17496524,False,,6084459,tabular,11555627,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""c1,c2""","""?""","""1""",,"[{'src': 'hda', 'id': 32378780}]","""90.0""",32.0,,42037571,1510946007.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2017-11-17 19:13:40.640274,91535.0,6.0
2017-11-28 13:25:01.578787,slurm_normal,1511875511.0,0,,1.0,main_w4_handler1,3325165,17618860,False,,624556,tabular,11679691,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""c1,c2""","""hg19""","""1""",,"[{'src': 'hda', 'id': 32320203}]","""90.0""",32.0,,42303642,1511875506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2017-11-28 13:25:13.718139,114804.0,5.0
2017-11-28 13:25:38.720612,slurm_normal,1511875549.0,0,,1.0,main_w3_handler0,3324639,17618869,False,,646129,tabular,11679702,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""c1,c2""","""mm9""","""1""",,"[{'src': 'hda', 'id': 32343607}]","""90.0""",32.0,,42303642,1511875545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2017-11-28 13:25:52.740006,114804.0,4.0
2018-02-01 10:26:41.181128,slurm_normal,1517480818.0,0,,1.0,main_w3_handler1,3412914,18221058,False,,51434,tabular,12301645,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""c1,c2""","""mm10""","""1""",,"[{'src': 'hda', 'id': 33606300}]","""90.0""",32.0,,43599449,1517480813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2018-02-01 10:26:59.959789,121087.0,5.0
2018-02-01 10:44:59.825503,slurm_normal,1517481912.0,0,,1.0,main_w3_handler0,3412914,18221237,False,,48623,tabular,12301767,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""c1,c2""","""mm10""","""1""",,"[{'src': 'hda', 'id': 33605780}]","""90.0""",32.0,,43599449,1517481907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2018-02-01 10:45:14.403572,121087.0,5.0
2018-02-05 14:13:27.271094,slurm_normal,1517840031.0,0,,1.0,main_w4_handler1,3332363,18258273,False,,5729054,tabular,12339979,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""c1,c2""","""?""","""1""",,"[{'src': 'hda', 'id': 32473966}]","""90.0""",32.0,,43689000,1517840018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_cluster_kegg/1.0.0,1.0.0,,2018-02-05 14:13:53.556664,74396.0,13.0
