chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.vcf_input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input,vcf_input_filetype,runtime
,,2017-10-24 19:38:02.207029,slurm_normal,1508873899.0,0,,1.0,main_w3_handler1,3050133,17202314,False,,11261668,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 31860042}]",32.0,,41482281.0,1508873893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-24 19:38:24.716237,7019.0,579977,vcf,6.0
,,2018-02-08 10:53:51.578322,slurm_normal,1518087277.0,0,7680.0,1.0,main_w4_handler1,2923102,18310605,False,,12393544,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33745343}]",32.0,,43204573.0,1518087250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-08 10:54:38.585904,80775.0,28886609,vcf,27.0
,,2017-11-01 20:38:45.927737,slurm_normal,1509568763.0,0,,1.0,main_w4_handler0,3307473,17290170,False,,11352132,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32009955}]",32.0,,41681063.0,1509568759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-01 20:39:32.651563,,1107,vcf,4.0
,,2017-11-05 13:26:25.953013,slurm_normal,1509888422.0,0,,1.0,main_w3_handler1,1366712,17334854,False,,11397260,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32036246}]",32.0,,41684077.0,1509888403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-05 13:27:07.566713,32709.0,75413723,vcf,19.0
,,2017-11-05 13:59:02.224309,slurm_normal,1509890378.0,0,,1.0,main_w4_handler1,3304049,17335162,False,,11397506,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","[{'src': 'hda', 'id': 32076159}]",32.0,,41031924.0,1509890373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-05 13:59:46.324963,55005.0,8876,vcf,5.0
,,2018-01-09 20:26:57.257635,slurm_normal,1515529914.0,0,,1.0,main_w4_handler0,3369513,17985704,False,,12062062,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 33235706}]",32.0,,42738804.0,1515529901.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-09 20:31:57.359918,,28155487,vcf,13.0
,,2017-11-14 08:31:47.834437,slurm_normal,1510648332.0,0,,1.0,main_w4_handler1,3324178,17450035,False,,11507420,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32302543}]",32.0,,41976525.0,1510648316.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-14 08:32:16.311808,,76084308,vcf,16.0
,,2017-11-17 16:19:56.159011,slurm_normal,1510938878.0,0,,1.0,main_w3_handler0,3141234,17494677,False,,11553500,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32362737}]",32.0,,41917445.0,1510935606.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-17 17:15:01.209126,107146.0,19171675265,vcf,3272.0
,,2017-11-19 15:03:25.233026,slurm_normal,1511103811.0,0,,1.0,main_w3_handler0,3330811,17508164,False,,11568579,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32397431}]",32.0,,41280788.0,1511103807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-19 15:03:32.844723,113640.0,179187,vcf,4.0
,,2017-11-19 15:31:21.956791,slurm_normal,1511105489.0,0,,1.0,main_w3_handler1,3330811,17508347,False,,11568775,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32397431}]",32.0,,41280788.0,1511105485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfgenotypes/vcfgenotypes/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-19 15:31:31.553656,113640.0,179187,vcf,4.0
