chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.individuals,parameters.individuals.__class__,parameters.individuals.value,parameters.input,parameters.input.values,parameters.outname,parameters.string,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-11 12:53:58.908325,rodeo_normal,1426078450.0,0.0,,1.0,main_w2_handler1,2232057,8916129,False,,4198129973.0,gd_snp,3108254.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""ABC06"", ""ABC1""]",,,18811304,,"""ABC-A""","""""",32.0,,21706338.0,1426078447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-11 12:54:13.293152,33677.0,3.0
,,2015-03-11 12:54:23.334188,rodeo_normal,1426078472.0,0.0,,1.0,main_w2_handler0,2232057,8916130,False,,4198129973.0,gd_snp,3108256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""ABC05"", ""ABC2Lucky""]",,,18811304,,"""ABC-BC""","""""",32.0,,21706338.0,1426078469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-11 12:54:36.707186,33677.0,3.0
,,2015-03-11 12:54:42.248245,rodeo_normal,1426078494.0,0.0,,1.0,main_w2_handler1,2232057,8916132,False,,4198129973.0,gd_snp,3108260.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""AK017"", ""AK034""]",,,18811304,,"""AK""","""""",32.0,,21706338.0,1426078491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-11 12:54:57.640051,33677.0,3.0
,,2015-03-11 12:55:00.429085,rodeo_normal,1426078507.0,0.0,,1.0,main_w1_handler0,2232057,8916133,False,,4198129973.0,gd_snp,3108262.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""APB""]",,,18811304,,"""APB""","""""",32.0,,21706338.0,1426078504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-11 12:55:08.026884,33677.0,3.0
,,2015-03-11 12:55:33.005103,rodeo_normal,1426078543.0,0.0,,1.0,main_w2_handler1,2232057,8916135,False,,4198129973.0,gd_snp,3108266.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""BB020"", ""BB034"", ""BB037"", ""BB049"", ""BB059"", ""EB027"", ""GRZ100"", ""WB039""]",,,18811304,,"""BB""","""""",32.0,,21706338.0,1426078540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-11 12:55:47.228075,33677.0,3.0
,,2015-03-11 12:55:46.262191,rodeo_normal,1426078557.0,0.0,,1.0,main_w2_handler0,2232057,8916136,False,,4198129973.0,gd_snp,3108268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""CON001"", ""GP01""]",,,18811304,,"""YB""","""""",32.0,,21706338.0,1426078555.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-11 12:56:02.759316,33677.0,2.0
,,2015-03-11 12:55:58.973666,rodeo_normal,1426078572.0,0.0,,1.0,main_w2_handler1,2232057,8916138,False,,4198129973.0,gd_snp,3108274.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""OFS01"", ""RF01"", ""SJS01""]",,,18811304,,"""EBB""","""""",32.0,,21706338.0,1426078570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-11 12:56:16.464966,33677.0,2.0
,,2015-03-11 12:56:12.930847,rodeo_normal,1426078585.0,0.0,,1.0,main_w1_handler1,2232057,8916139,False,,4198129973.0,gd_snp,3108276.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""PB105"", ""PB3"", ""PB4"", ""PB8""]",,,18811304,,"""PB""","""""",32.0,,21706338.0,1426078583.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-11 12:56:27.265867,33677.0,2.0
,,2015-03-11 13:11:03.179596,rodeo_normal,1426079471.0,0.0,,1.0,main_w2_handler1,2232057,8916199,False,,4198129973.0,gd_snp,3108390.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[""ABC05"", ""ABC06"", ""ABC1"", ""ABC2Lucky"", ""AK017"", ""AK034"", ""BB020"", ""BB034"", ""BB037"", ""BB049"", ""BB059"", ""CON001"", ""EB027"", ""GP01"", ""GRZ100"", ""OFS01"", ""PB105"", ""PB3"", ""PB4"", ""PB8"", ""RF01"", ""SJS01"", ""WB039""]",,,18811304,,"""ALLbears""","""""",32.0,,21706338.0,1426079469.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-11 13:11:14.379175,33677.0,2.0
,,2015-03-12 09:53:16.186970,rodeo_normal,1426154021.0,0.0,,1.0,main_w1_handler1,2231548,8925591,False,,855633.0,gd_genotype,3124722.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/483/dataset_10483540.dat""","""Lolium_v2""","[""d96pl"", ""d66pl"", ""d6pl"", ""d248pl"", ""d282pl"", ""d156pl"", ""d216pl"", ""d182pl"", ""d34pl""]",,,18816924,,"""Dactylis Poland""","""""",32.0,,21446092.0,1426154017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_specify/1.1.0,1.1.0,,2015-03-12 09:53:45.738704,58236.0,4.0
