chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,excludebed,excludebed_filetype,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,includebed,includebed_filetype,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.excludebed,parameters.excludebed.values,parameters.excluderef,parameters.ignore_strand,parameters.includebed,parameters.includebed.values,parameters.includeref,parameters.infile,parameters.infile.values,parameters.infile|__identifier__,parameters.mapped,parameters.mask,parameters.maximum_mismatch_ratio,parameters.maxlen,parameters.minlen,parameters.mismatch,parameters.nopcrdup,parameters.noproperpair,parameters.noqcfail,parameters.nosecondary,parameters.properpair,parameters.uniq,parameters.uniq_start,parameters.unmapped,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-01-25 13:03:29.232940,slurm_normal,1516885463.0,,,0,,1.0,main_w3_handler1,3372354,18154106,False,,,224782314,bam,,12235373,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 33494789}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516885440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 13:04:27.216474,109973.0,23.0
,,2018-01-25 14:05:48.139515,slurm_normal,1516889196.0,,,0,,1.0,main_w3_handler0,3217414,18154458,False,,,175553643,bam,,12235717,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 31109807}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516889159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 14:06:37.213420,109973.0,37.0
,,2018-01-25 13:03:20.530925,slurm_normal,1516885482.0,,,0,,1.0,main_w4_handler0,3372354,18154098,False,,,247901671,bam,,12235372,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 33494779}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516885440.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 13:04:46.501813,109973.0,42.0
,,2018-01-25 13:03:31.976395,slurm_normal,1516885506.0,,,0,,1.0,main_w3_handler0,3372354,18154109,False,,,108288478,bam,,12235378,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 33494792}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516885495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 13:05:15.374073,109973.0,11.0
,,2018-01-25 13:03:30.397919,slurm_normal,1516885466.0,,,0,,1.0,main_w3_handler1,3372354,18154107,False,,,225734921,bam,,12235374,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 33494790}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516885444.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 13:04:30.991870,109973.0,22.0
,,2018-01-25 13:03:26.740849,slurm_normal,1516885519.0,,,0,,1.0,main_w4_handler1,3372354,18154104,False,,,103453386,bam,,12235380,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 33494785}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516885506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 13:05:22.524875,109973.0,13.0
,,2018-01-25 14:05:49.563846,slurm_normal,1516889198.0,,,0,,1.0,main_w3_handler1,3217414,18154459,False,,,185233238,bam,,12235720,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 31109812}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516889162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 14:06:40.578249,109973.0,36.0
,,2018-01-25 14:05:50.825001,slurm_normal,1516889242.0,,,0,,1.0,main_w3_handler1,3217414,18154462,False,,,331353846,bam,,12235733,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 31109825}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516889205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 14:07:24.808241,109973.0,37.0
,,2018-01-25 14:05:52.127310,slurm_normal,1516889215.0,,,0,,1.0,main_w4_handler0,3217414,18154464,False,,,407925598,bam,,12235721,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 31109833}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516889166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 14:06:59.396335,109973.0,49.0
,,2018-01-25 14:05:50.005800,slurm_normal,1516889244.0,,,0,,1.0,main_w3_handler1,3217414,18154460,False,,,230001510,bam,,12235732,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,"""""","""false""",,,"""""",,"[{'src': 'hda', 'id': 31109816}]",,"""true""","""""","""""","""""","""""","""""","""false""","""false""","""false""","""false""","""false""","""-1""","""false""","""false""",32.0,,43073052.0,1516889200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/ngsutils_bam_filter/ngsutils_bam_filter/0.5.7.1,0.5.7.1,,2018-01-25 14:07:26.126842,109973.0,44.0
