chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.column_choice.__current_case__,parameters.column_choice.col,parameters.column_choice.feature,parameters.column_choice.feature.__class__,parameters.column_choice.feature.value,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_column_types,parameters.input1_columns,parameters.input1_dbkey,parameters.input1|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-10 23:20:32.590453,rodeo_normal,1426029644.0,0.0,,1.0,main_w1_handler1,2233463,8912693,False,,48598567,gff3,3100268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",2.0,2,['gene'],,,"""?""",18810398,,,,,,32.0,,21702725.0,1426029639.0,ok,1023996.0,Extract_features1,1.0.0,,2015-03-10 23:20:47.891853,,5.0
,,2017-02-21 19:25:09.509463,slurm_normal,1487705178.0,0.0,,1.0,main_w4_handler1,2886439,15098385,False,,2935462,gff,9253525.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",2.0,2,['gene'],,,"""?""",,"[{'src': 'hda', 'id': 28347917}]",,,,,32.0,,35193641.0,1487705123.0,ok,1023996.0,Extract_features1,1.0.0,,2017-02-21 19:26:21.899688,91080.0,55.0
,,2017-04-04 02:50:21.776632,slurm_normal,1491274245.0,0.0,,1.0,main_w4_handler1,3053514,15478178,False,,1188061800,gff3,9607020.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",1.0,1,['ENSEMBL'],,,"""hg19""",,"[{'src': 'hda', 'id': 29055298}]",,,,,32.0,,37002257.0,1491274223.0,ok,1023996.0,Extract_features1,1.0.0,,2017-04-04 02:50:48.321671,103307.0,22.0
,,2017-04-04 02:52:36.772473,slurm_normal,1491274368.0,0.0,,1.0,main_w4_handler0,3053514,15478186,False,,146245064,gff3,9607025.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",2.0,2,['transcript'],,,"""hg19""",,"[{'src': 'hda', 'id': 29055359}]",,,,,32.0,,37002257.0,1491274361.0,ok,1023996.0,Extract_features1,1.0.0,,2017-04-04 02:52:51.250412,103307.0,7.0
,,2017-02-23 12:17:36.373409,slurm_normal,1487852264.0,0.0,,1.0,main_w3_handler1,2977948,15117506,False,,29243,gff3,9271811.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/oviAri3.len""",2.0,2,['miRNA'],,,"""oviAri3""",,"[{'src': 'hda', 'id': 28478140}]",,,,,32.0,,35742383.0,1487852260.0,ok,1023996.0,Extract_features1,1.0.0,,2017-02-23 12:17:46.435848,,4.0
,,2017-04-04 11:57:43.730062,slurm_normal,1491307072.0,0.0,,1.0,main_w3_handler1,3049379,15481393,False,,91736217,gtf,9609914.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",2.0,2,['lnc_RNA'],,,"""?""",,"[{'src': 'hda', 'id': 28983730}]",,,,,32.0,,36977704.0,1491307068.0,ok,1023996.0,Extract_features1,1.0.0,,2017-04-04 11:57:55.804112,103053.0,4.0
,,2017-04-04 11:57:18.541737,slurm_normal,1491307046.0,0.0,,1.0,main_w3_handler1,3049379,15481389,False,,91736217,gtf,9609911.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",2.0,2,['miRNA'],,,"""?""",,"[{'src': 'hda', 'id': 28983730}]",,,,,32.0,,36977704.0,1491307041.0,ok,1023996.0,Extract_features1,1.0.0,,2017-04-04 11:57:28.538845,103053.0,5.0
,,2017-04-04 08:08:45.898977,slurm_normal,1491293341.0,0.0,,1.0,main_w4_handler1,3049379,15479918,False,,91736217,gtf,9608523.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",2.0,2,['gene'],,,"""?""",,"[{'src': 'hda', 'id': 28983730}]",,,,,32.0,,36977704.0,1491293330.0,ok,1023996.0,Extract_features1,1.0.0,,2017-04-04 08:09:03.096040,103053.0,11.0
,,2017-06-21 07:08:40.168704,slurm_normal,1498028935.0,0.0,,1.0,main_w3_handler1,3018756,16150914,False,,79128,gff3,10229717.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",2.0,2,['miRNA'],,,"""?""",,"[{'src': 'hda', 'id': 30093324}]",,,,,32.0,,38601931.0,1498028932.0,ok,1023996.0,Extract_features1,1.0.0,,2017-06-21 07:08:58.917245,86804.0,3.0
,,2017-03-03 15:31:43.921728,slurm_normal,1488555110.0,0.0,,1.0,main_w4_handler0,2885127,15200907,False,,33986,gff,9351139.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""",0.0,0,"['ChrX', 'Chr19', 'Chr12', 'Chr1', 'Chr6', 'Chr2', 'Chr8', 'Chr11', 'Chr7', 'Chr16', 'Chr13', 'Chr15', 'Chr5', 'Chr22', 'Chr3', 'Chr20', 'Chr9', 'Chr18', 'Chr14', 'Chr17', 'Chr10', 'Chr21', 'Chr4']",,,"""hg38""",,"[{'src': 'hda', 'id': 28605973}]",,,,,32.0,,36373853.0,1488555106.0,ok,1023996.0,Extract_features1,1.0.0,,2017-03-03 15:31:51.884023,54547.0,4.0
