toolid,num_instances,median_runtime,mean_runtime,std_runtime,90_perc_runtime,99_perc_runtime
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.69,110396,94.74720098554296,33.0,169.79968799996433,248.0,683.0
toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,109946,1840.4021883470068,380.0,5860.501617363347,3980.0,23652.300000000017
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.63,109350,99.6926566072245,28.0,216.5947152045489,255.0,951.0
echo_main_stampede,89652,1.883058939008611,0.0,55.345869530775225,1.0,13.0
echo_main_cluster,86612,9.220627626656814,4.0,36.15936124567712,11.0,116.0
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.67,63465,122.87200819349248,46.0,369.23372426133363,298.0,1040.0
toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,62602,5914.510047602313,2339.5,10856.100428608468,14533.800000000003,56352.969999999994
toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.9,58992,5578.224708435042,1677.0,10862.168722050612,13933.0,54352.80999999997
toolshed.g2.bx.psu.edu/repos/devteam/bowtie_wrappers/bowtie_wrapper/1.1.2,55549,723.502871338818,124.0,2180.960259934003,1654.0,8452.039999999994
Convert characters1,53747,22.45570915585986,4.0,166.84177370082205,24.0,332.08000000000175
mergeCols1,49994,20.806756810817298,5.0,70.22136503348528,53.0,187.0699999999997
toolshed.g2.bx.psu.edu/repos/devteam/fastx_clipper/cshl_fastx_clipper/1.0.1,48438,506.2803996861968,38.5,1414.2670034186474,1322.0,5669.339999999953
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.65,47102,221.63931467878223,60.0,470.7064626108197,562.0,2199.0
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6.2,47002,916.8666439725969,234.0,2907.2096262542527,2092.0,9175.959999999992
toolshed.g2.bx.psu.edu/repos/devteam/bwa_wrappers/bwa_wrapper/1.2.3,46353,2296.548335598559,178.0,8035.264576122684,5190.200000000012,35414.52000000024
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.3,45371,169.8588305305151,25.0,643.9665014487073,322.0,2690.300000000003
toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/2.0,44939,26.10447495493892,7.0,69.68561077674259,60.0,297.0
toolshed.g2.bx.psu.edu/repos/devteam/fastqtofasta/fastq_to_fasta_python/1.0.0,43846,56.461934954157734,7.0,285.31026907576074,107.0,783.0
echo_main_bridges,41917,0.209962545029463,0.0,5.143408426746475,0.0,1.0
toolshed.g2.bx.psu.edu/repos/devteam/fastx_trimmer/cshl_fastx_trimmer/1.0.0,41333,189.6326663924709,21.0,509.5357039458688,539.0,2132.720000000001
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.0,40570,19.27752033522307,4.0,333.9142565323247,20.0,175.0
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.64,38660,120.02832384893948,31.0,235.66774122535026,321.0,1094.4099999999962
toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_filter/cshl_fastq_quality_filter/1.0.0,38355,213.21032459913962,27.0,619.798721049989,577.5999999999985,2571.5999999999913
toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0,37582,15.891730083550636,5.0,54.48708231899847,26.0,193.0
toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,36857,214.75239438912553,41.0,1188.3429129594554,576.0,1721.4400000000023
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,36683,852.0470517678489,66.0,2371.317757149002,2664.600000000006,8428.340000000004
trimmer,36324,28.07289946041185,5.0,129.7419906631586,45.0,394.0
toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.0,36279,15.72620524270239,4.0,66.69301706878085,23.0,243.0
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer/fastq_trimmer/1.0.0,35834,388.5455433387286,41.0,974.3565025094531,1198.0,4157.669999999998
toolshed.g2.bx.psu.edu/repos/devteam/subtract/gops_subtract_1/1.0.0,34321,59.40715596864893,7.0,451.68972781087564,48.0,1163.0
toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,33039,148.70601410454313,62.0,312.9263509668959,335.0,1565.619999999999
Count1,32852,22.93902958723974,5.0,530.7987132815766,22.0,191.0
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/0.4,31985,845.4643426606222,91.0,3178.021419461839,1825.6000000000022,11084.599999999995
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,31794,1148.7311756935271,258.0,3199.829669586101,2860.4000000000015,13225.989999999983
echo_main_jetstream_iu,31398,2.648767437416396,2.0,24.535687388827185,6.0,10.0
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.12.1,31047,344.9301059683705,23.0,2421.275012672298,375.0,6355.94000000001
echo_main_jetstream_tacc,30826,2.8506131187958217,2.0,6.023740740040998,7.0,10.0
toolshed.g2.bx.psu.edu/repos/devteam/fastq_groomer/fastq_groomer/1.1.1,30758,2556.417257298914,429.0,5366.765988892544,7402.0,24493.600000000006
Show beginning1,30750,9.974926829268293,4.0,47.07274132643791,12.0,127.0
toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.32.3,30577,168.34225071131897,44.0,424.34287878135285,438.0,1717.239999999998
toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,29583,1390.108981509651,437.0,3891.4178718080334,3471.0,10385.0
toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2/0.0.3,28169,29.796229898114948,5.0,476.96559133555735,23.0,259.3199999999997
toolshed.g2.bx.psu.edu/repos/devteam/fastq_filter/fastq_filter/1.0.0,28052,343.5221731070868,29.0,1025.4964752872868,872.9000000000015,5176.289999999957
CONVERTER_sam_to_bam,27998,489.86606186156155,49.0,1278.8232568109868,1382.2999999999993,5494.059999999998
Remove beginning1,27149,15.247670264098126,4.0,86.2667110468689,20.0,209.0
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.5.2,25892,942.1643364745868,564.0,1333.3787409352099,2179.9000000000015,5387.870000000006
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.24.0,25732,15.047023161821857,5.0,23.020364060487175,32.0,100.68999999999869
CONVERTER_fastqgz_to_fastq,25151,95.48236650630194,53.0,201.2389782299335,210.0,727.0
toolshed.g2.bx.psu.edu/repos/devteam/fasta_filter_by_length/fasta_filter_by_length/1.1,25055,12.266094591897824,4.0,57.88672449266459,20.0,139.45999999999913
toolshed.g2.bx.psu.edu/repos/devteam/bam_to_sam/bam_to_sam/2.0,24355,76.64808047628824,12.0,241.9645903163874,187.0,887.0
toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_fasta/cshl_fastq_to_fasta/1.0.0,23587,52.35409335650994,8.0,217.88147292130947,99.0,770.4199999999983
toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.3,23538,5427.080678052511,1460.0,11860.275931776685,13850.599999999999,61824.410000000214
CONVERTER_interval_to_bed_0,23092,131.65204399792137,6.0,584.0735821638656,226.0,2425.1800000000003
wig_to_bigWig,22669,94.13657417618775,59.0,154.17809678673063,216.0,465.9599999999991
toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,22383,1382.8078899164545,261.0,4596.23177884075,2009.0,18676.0
toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy3,22311,1676.944780601497,876.0,2593.2664606614317,4301.0,12257.900000000045
echo_main_w2_handler2,21785,4.493504705072297,3.0,13.444625573041876,5.0,39.0
toolshed.g2.bx.psu.edu/repos/devteam/fastx_reverse_complement/cshl_fastx_reverse_complement/1.0.0,21669,37.8142046241174,5.0,846.5112648319255,51.0,389.0
echo_main_w1_handler2,21615,4.197918112421929,3.0,9.115290539579245,5.0,36.0
toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.1.2,21549,179.8007332126781,50.0,395.96645884468404,475.0,1574.0400000000009
wc_gnu,21380,16.84246959775491,5.0,66.71120543728054,26.0,227.20999999999913
echo_main_w2_handler0,21304,4.383402177994743,3.0,11.787563134569591,5.0,37.970000000001164
echo_main_w2_handler1,21222,4.440062199604184,3.0,11.231173628241667,5.0,40.0
echo_main_w1_handler1,21131,4.297430315649993,3.0,10.75662806590138,5.0,36.0
echo_main_w1_handler0,21054,4.302032867863589,3.0,10.249864592862025,5.0,37.0
toolshed.g2.bx.psu.edu/repos/devteam/varscan_version_2/varscan/0.1,20902,1238.0824801454407,44.0,5126.135067802317,1735.9000000000015,29787.49000000008
toolshed.g2.bx.psu.edu/repos/devteam/fastx_barcode_splitter/cshl_fastx_barcode_splitter/1.0.0,19998,188.509500950095,11.0,1354.7459028001945,210.0,3628.6399999998976
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.7.15.1,19996,602.379125825165,53.0,2323.7547175076675,981.5,11038.549999999948
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,19920,395.3622489959839,209.0,778.9862786152005,977.0,2424.6200000000026
toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.1,19559,346.6370468837875,43.0,2003.0775042941339,369.2000000000007,5790.65999999996
toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.2,19188,97.27423389618511,31.0,266.5442678396122,152.0,1038.260000000002
toolshed.g2.bx.psu.edu/repos/devteam/sam_bitwise_flag_filter/sam_bw_filter/1.0.0,19125,160.64967320261437,77.0,287.2935458911166,391.0,1289.2799999999952
toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.2.6,19042,933.1585967860519,188.5,2851.403434024352,2136.9000000000015,10378.880000000005
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_sort_header_tool/1.0.0,18668,7.0888686522391255,3.0,39.11818458858094,9.0,76.0
Paste1,18541,14.749474138395987,5.0,50.434042343943034,31.0,145.0
toolshed.g2.bx.psu.edu/repos/iuc/hisat2/hisat2/2.0.3,18334,1206.5130904330751,386.5,3052.366177801794,2803.4000000000015,11308.589999999866
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_cat/0.1.0,18077,85.68080986889417,11.0,309.8968023692121,197.0,1075.4800000000032
CONVERTER_bam_to_bigwig_0,17488,336.2838517840805,136.0,582.2256721283277,849.3000000000011,2514.170000000009
toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/2.1,17289,561.6310949158425,92.0,1405.2056080756795,1268.0,7666.719999999994
toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/0.1,17182,1975.754103131184,5.0,10898.778943716858,375.89999999999964,62534.93999999984
toolshed.g2.bx.psu.edu/repos/devteam/merge/gops_merge_1/1.0.0,16800,31.343988095238096,5.0,394.0034194155545,26.0,384.0
toolshed.g2.bx.psu.edu/repos/devteam/sam_pileup/sam_pileup/1.1.2,16787,470.0628462500745,30.0,2389.579718948927,352.39999999999964,11867.259999999995
CONVERTER_bed_gff_or_vcf_to_bigwig_0,16601,66.35678573579905,18.0,386.6910020543072,121.0,681.0
toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/0.6.1galaxy1,16190,1729.7516368128474,884.5,2481.742321245289,4398.1,12177.440000000002
toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,15879,1833.7627684362994,693.0,3670.054419670063,4537.0,13782.979999999994
toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,15712,1519.7082484725051,295.0,4940.5581215347975,3505.7999999999993,18166.659999999945
toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.6,15285,8088.630749100425,3164.0,13875.847030130522,19643.2,78212.16
toolshed.g2.bx.psu.edu/repos/devteam/variant_select/gatk_variant_select/0.0.2,15150,40.77075907590759,23.0,70.7734113719945,80.0,320.02000000000044
toolshed.g2.bx.psu.edu/repos/devteam/cuffmerge/cuffmerge/2.2.1.0,15083,336.94556785785323,78.0,2190.7573221674056,422.8000000000011,3200.5200000000186
toolshed.g2.bx.psu.edu/repos/devteam/bamtools/bamtools/0.0.2,15023,395.6687745456966,32.0,1909.3299615306269,833.0,4734.820000000012
toolshed.g2.bx.psu.edu/repos/devteam/vcffilter/vcffilter2/1.0.0_rc1.0,14929,57.17154531448858,6.0,651.1446107467463,37.0,734.4399999999987
Summary_Statistics1,14860,19.275841184387616,6.0,68.07234798851368,24.0,341.0
genomespace_exporter,14821,152.15693947776802,9.0,704.3030871196243,262.0,2321.5999999999985
toolshed.g2.bx.psu.edu/repos/devteam/samtools_idxstats/samtools_idxstats/2.0,14579,206.94252006310447,13.0,692.7427601560695,647.4000000000015,3209.659999999998
toolshed.g2.bx.psu.edu/repos/devteam/samtools_sort/samtools_sort/2.0,14554,598.2179469561632,93.0,1544.3907862379012,1638.0,6397.469999999999
toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.0.0,14435,1287.7515067544164,113.0,2970.0220820814543,4007.0,12365.98
toolshed.g2.bx.psu.edu/repos/devteam/sam_to_bam/sam_to_bam/1.1.3,14362,535.1435733184793,99.0,1154.011971206612,1417.7999999999993,5571.899999999994
toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_genomecoveragebed_bedgraph/0.1.0,14180,218.48138222849084,120.0,340.3291808565229,488.0,1592.469999999994
CONVERTER_interval_to_bedstrict_0,13994,90.93047020151494,5.0,444.8000066377216,83.0,1914.189999999995
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.4.2,13807,651.9565437821395,272.0,1206.5052165662182,1584.0,5729.080000000016
toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_replace_in_column/1.0.0,13241,23.181859376180046,7.0,44.883551985874995,78.0,177.0
toolshed.g2.bx.psu.edu/repos/devteam/samtool_filter2/samtool_filter2/1.1.1,12922,209.1414641696332,37.0,510.7008021290127,578.0,2104.7499999999764
toolshed.g2.bx.psu.edu/repos/bgruening/trim_galore/trim_galore/0.4.3.1,12835,591.3133619010518,199.0,1085.5590712836656,1653.0,4854.299999999999
toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,12222,481.53845524464083,50.0,2153.3245412473957,891.8999999999996,7696.979999999941
toolshed.g2.bx.psu.edu/repos/devteam/kraken/kraken/1.2.3,11900,1089.4357983193277,125.0,4129.981126821771,2254.2000000000007,17247.710000000036
toolshed.g2.bx.psu.edu/repos/devteam/table_annovar/table_annovar/0.1,11819,116.81555123106862,54.0,1042.136936283794,182.0,1120.0999999999985
toolshed.g2.bx.psu.edu/repos/devteam/samtools_flagstat/samtools_flagstat/1.0.0,11604,26.398741813167874,6.0,69.71495875151142,61.0,292.90999999999804
toolshed.g2.bx.psu.edu/repos/devteam/vcf2tsv/vcf2tsv/0.0.3,11534,24.158487948673486,5.0,296.6909696235661,27.0,206.6800000000003
toolshed.g2.bx.psu.edu/repos/pcingola/snpeff/snpEff/1.0,11479,50.32075964805296,37.0,160.17456470959203,72.0,251.09999999999673
toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length/1.0.0,11293,14.635880634021076,5.0,39.587680456897345,28.0,182.0
toolshed.g2.bx.psu.edu/repos/iuc/rgrnastar/rna_star/2.5.2b-0,11113,1177.8896787546116,602.0,2674.298905869746,2476.600000000002,8390.399999999956
liftOver1,10738,261.85481467684855,7.0,3042.1150656892264,94.0,1933.5799999998671
toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,10698,14.369601794727986,5.0,37.709448234688956,28.0,175.03000000000065
toolshed.g2.bx.psu.edu/repos/devteam/concat/gops_concat_1/1.0.1,10604,66.88230856280649,7.0,348.4692854271064,53.0,1298.729999999994
