alleles,alleles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.alleles,parameters.alleles.values,parameters.chromInfo,parameters.dbkey,parameters.seq_length,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
7888624682,interval,2015-08-13 05:41:20.549079,slurm_normal,,main_w2_handler1,2210340,10107264,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4381188.roundup,slurm,,corral-repl,,20756249,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0""",,24663411,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-08-13 05:42:30.851485,59804,70.302406
7888624682,interval,2015-08-13 05:42:35.772245,slurm_normal,,main_w2_handler0,2210340,10107266,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4381190.roundup,slurm,,corral-repl,,20756249,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0""",,24663411,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-08-13 05:43:17.806154,59804,42.033909
2196560408,tabular,2015-08-13 06:00:14.319869,slurm_normal,,main_w1_handler0,2210340,10107462,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4381392.roundup,slurm,,corral-repl,,20756814,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0""",,24663411,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2015-08-13 06:04:01.035882,59804,226.716013
1321271899,tabular,2017-05-03 14:11:57.151910,slurm_normal,,main_w4_handler0,3026578,15735531,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9845631.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 28910028}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",,36668425,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2017-05-03 14:12:47.401875,101427,50.249965
1073935741,vcf,2016-10-14 10:27:12.044212,slurm_normal,,main_w4_handler0,2210340,14080946,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8297398.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50ba30c48da864057'}]","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""6469000000""",,33681907,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-10-14 10:29:29.080904,59804,137.03669200000002
3979005101,sam,2017-05-15 14:34:08.538587,slurm_normal,,main_w4_handler0,3111290,15839178,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9940114.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 29601650}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",,37976173,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2017-05-15 14:35:01.135993,105842,52.59740600000001
2739495409,vcf,2016-02-23 10:32:14.019304,slurm_normal,,main_w1_handler1,2604599,11908262,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6146443.roundup,slurm,,corral-repl,,23448367,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20000""",,26519761,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-02-23 10:34:42.527445,17244,148.50814100000002
9570365228,vcf,2016-10-13 18:28:24.132407,slurm_normal,,main_w3_handler0,2839164,14075678,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8292485.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a284cb5e33ae9dc8'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""16569""",,33378527,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-10-13 18:29:28.654356,91350,64.521949
11265385056,sam,2016-01-13 10:40:37.499626,slurm_normal,,main_w2_handler0,2563388,11489932,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5755446.roundup,slurm,,corral-repl,,22880103,,"""/galaxy-repl/localdata/chrom/equCab2.len""","""equCab2""","""16569""",,27378567,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-01-13 11:53:42.727225,41762,4385.227599
32869890331,vcf,2017-10-13 14:06:56.501545,slurm_normal,,main_w4_handler0,3286154,17095479,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11151973.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 31676104}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""16569""",,41254257,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2017-10-13 14:07:51.570610,79239,55.069065
1172435898,vcf,2016-02-10 21:57:41.124636,slurm_normal,,main_w1_handler0,2419718,11782770,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6036969.roundup,slurm,,corral-repl,,23287335,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""16569""",,27634436,error,toolshed.g2.bx.psu.edu/repos/boris/getalleleseq/getalleleseq/0.0.1,0.0.1,,2016-02-10 22:03:41.910794,62983,360.786158
