create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.giField,parameters.giField.__class__,parameters.giField.value,parameters.idField,parameters.idField.__class__,parameters.idField.value,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-12 18:26:58.084389,rodeo_normal,,main_w2_handler1,2233689,8935113,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6415588807,tabular,3143653.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,"""1""",,,18839299,,,21759574,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-03-12 18:30:45.486434,52613,227.40204500000002
2015-02-22 20:08:10.509653,rodeo_normal,,main_w2_handler1,2214560,8787889,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3373626105,interval,2870831.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,18604574,,,21388540,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-02-22 20:10:52.529685,53415,162.02003200000001
2015-07-28 06:37:17.658315,slurm_normal,,main_w2_handler0,2392702,10014015,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3768242147,tabular,4296166.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""1""",,,20590295,,,24342971,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-07-28 06:40:27.798144,52613,190.13982900000002
2015-08-13 23:10:52.325407,slurm_normal,,main_w1_handler1,2296700,10114983,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5235085441,tabular,4387549.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,20755674,,,24663101,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-08-13 23:14:28.285641,63235,215.960234
2015-06-16 11:33:23.439475,slurm_normal,,main_w1_handler2,1253860,9662853,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5548498809,tabular,3972378.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,19886226,,,23379830,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-06-16 11:35:50.022095,13209,146.58262000000002
2015-03-12 22:58:47.477381,rodeo_normal,,main_w1_handler0,2233689,8937483,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6415588807,tabular,3148966.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""1""",,,18840511,,,21759574,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-03-12 23:02:00.109747,52613,192.63236600000002
2015-07-28 06:33:30.920463,slurm_normal,,main_w1_handler1,2392702,10014009,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3768242147,tabular,4296160.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""1""",,,20590295,,,24342971,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-07-28 06:36:34.693445,52613,183.772982
2015-03-13 04:48:47.010467,rodeo_normal,,main_w1_handler1,2233689,8939834,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6415588807,tabular,3153149.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""1""",,,18840511,,,21759574,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-03-13 04:51:27.006775,52613,159.996308
2015-08-03 12:56:11.202478,slurm_normal,,main_w1_handler2,2344609,10054617,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6944110141,tabular,4334043.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,20022571,,,23643317,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-08-03 12:59:36.082635,56818,204.88015700000003
2015-08-13 23:15:47.162934,slurm_normal,,main_w2_handler0,2296700,10115077,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5235085441,tabular,4387570.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,20755674,,,24663101,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-08-13 23:19:47.955967,63235,240.793033
2015-07-28 06:47:04.876490,slurm_normal,,main_w1_handler2,2392702,10014036,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3768242147,tabular,4296180.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""1""",,,20590295,,,24342971,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-07-28 06:49:58.762038,52613,173.885548
2015-08-03 08:35:41.454078,slurm_normal,,main_w1_handler1,2356268,10053562,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4787095101,tabular,4333085.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,20143827,,,23643317,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-08-03 08:38:08.815860,56818,147.361782
2015-03-12 20:04:01.376797,rodeo_normal,,main_w1_handler0,2233689,8935709,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6415588807,tabular,3145274.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""1""",,,18840511,,,21759574,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-03-12 20:07:36.327994,52613,214.951197
2015-08-10 12:01:42.314284,slurm_normal,,main_w1_handler1,2384307,10091584,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4683600612,tabular,4367327.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,,"""1""",,,20677317,,,24249058,error,toolshed.g2.bx.psu.edu/repos/devteam/gi2taxonomy/Fetch Taxonomic Ranks/1.1.0,1.1.0,,2015-08-10 12:04:18.593706,66632,156.279422
