chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,gatk_param_type|input_interval_repeat_0|input_intervals,gatk_param_type|input_interval_repeat_0|input_intervals_filetype,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.genotype_likelihoods_model,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rod_bind,parameters.standard_min_confidence_threshold_for_calling,parameters.standard_min_confidence_threshold_for_emitting,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,rod_bind_0|input_rod,rod_bind_0|input_rod_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-29 02:48:24.231345,slurm_normal_16gb,,,,main_w1_handler1,1841136,12266238,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",189699921.0,bam,197492982.0,bam,388038527.0,bam,6476582.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,basic,,,,,,,,,,,,,"""SNP""",1,"[{'__index__': 0, 'input_bam': 24037223}, {'__index__': 1, 'input_bam': 24037224}, {'__index__': 2, 'input_bam': 24037225}]",23985315,,history,[],"""30.0""","""30.0""",25572.0,fasta,,,,,,29150676.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-03-30 04:06:01.839563,46523,91057.60821800001
,,2017-05-29 13:38:51.389803,slurm_normal_16gb,,3457.0,bed,main_w4_handler0,3126582,15960966,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10057923.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 29768017}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29768058}]}}]",,"[{'src': 'hda', 'id': 29768021}]",history,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 29768016}]}}}]","""30.0""","""30.0""",3199905909.0,fasta,1018842144.0,bam,7572857398.0,vcf,,38286277.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-05-30 13:39:21.391497,83620,86430.001694
,,2016-12-02 10:46:35.968323,slurm_normal_16gb,,,,main_w4_handler0,2196193,14471444,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,8664734.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],[],ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""SNP""",0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27042777}]}}]",hg_g1k_v37,,cached,[],"""30.0""","""30.0""",,,11863853180.0,bam,,,,34593277.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-12-03 10:46:49.863283,37892,86413.89496
,,2017-05-29 13:41:44.625799,slurm_normal_16gb,,3457.0,bed,main_w4_handler1,3121403,15960978,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,10065178.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,OFF,40.0,-1,false,0.0,NONE,advanced,[],"[{'input_intervals': {'values': [{'src': 'hda', 'id': 29713208}]}, '__index__': 0}]",ALL,UNION,false,[],[],STRICT,[],[],false,STRICT,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29713391}]}}]",,"[{'src': 'hda', 'id': 29713214}]",history,"[{""__index__"": 0, ""rod_bind_type"": {""rod_bind_type_selector"": ""dbsnp"", ""__current_case__"": 0, ""input_rod"": {""values"": [{""src"": ""hda"", ""id"": 29713205}]}}}]","""30.0""","""30.0""",3199905909.0,fasta,1511799927.0,bam,7572857398.0,vcf,,38286277.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2017-05-31 13:39:54.199793,83620,172689.573994
,,2016-12-27 20:55:39.643727,slurm_normal_16gb,,,,main_w3_handler0,2887977,14653427,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,8832833.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/017/907/dataset_17907514.dat""","""hg38""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27294650}]}}]",,"[{'src': 'hda', 'id': 27294653}]",history,[],"""30.0""","""30.0""",2922918305.0,fasta,16609072955.0,bam,,,,35085999.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-12-29 20:56:45.031694,83188,172865.38796700002
,,2016-12-27 20:55:37.895682,slurm_normal_16gb,,,,main_w4_handler1,2887977,14653425,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,8833847.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/017/907/dataset_17907514.dat""","""hg38""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27293989}]}}]",,"[{'src': 'hda', 'id': 27294653}]",history,[],"""30.0""","""30.0""",2922918305.0,fasta,18179918478.0,bam,,,,35085999.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-12-30 01:01:44.452428,83188,187566.55674600002
,,2016-12-27 18:46:22.771131,slurm_normal_16gb,,,,main_w4_handler1,2887977,14652975,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,8826803.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/017/907/dataset_17907514.dat""","""hg38""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27294652}]}}]",,"[{'src': 'hda', 'id': 27294653}]",history,[],"""30.0""","""30.0""",2922918305.0,fasta,15501802166.0,bam,,,,35085999.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-12-28 18:46:40.306186,83188,86417.535055
,,2016-12-27 20:55:37.053386,slurm_normal_16gb,,,,main_w4_handler1,2887977,14653424,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,8827221.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/017/907/dataset_17907514.dat""","""hg38""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27293662}]}}]",,"[{'src': 'hda', 'id': 27294653}]",history,[],"""30.0""","""30.0""",2922918305.0,fasta,9830866293.0,bam,,,,35085999.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-12-28 20:56:09.328299,83188,86432.274913
270.0,len,2016-12-27 20:55:40.611961,slurm_normal_16gb,,,,main_w4_handler0,2887977,14653428,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,8837540.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/017/907/dataset_17907514.dat""","""?""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27294651}]}}]",,"[{'src': 'hda', 'id': 27294653}]",history,[],"""30.0""","""30.0""",2922918305.0,fasta,17787158602.0,bam,,,,35085999.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-12-31 00:38:18.278160,83188,272557.666199
,,2016-12-27 20:55:41.137446,slurm_normal_16gb,,,,main_w3_handler0,2887977,14653429,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,,,,,8838707.roundup,slurm,,corral-repl,,,0.0,basic,"""/galaxy-repl/main/files/017/907/dataset_17907514.dat""","""hg38""",0,,,,,,,basic,,,,,,,,,,,,,"""BOTH""",1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27294652}]}}]",,"[{'src': 'hda', 'id': 27294653}]",history,[],"""30.0""","""30.0""",2922918305.0,fasta,15501802166.0,bam,,,,35085999.0,error,toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6,0.0.6,,2016-12-31 11:45:21.503378,83188,312580.36593200004
