create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-22 08:33:08.774927,slurm_normal,,main_w1_handler1,2277946,9297583,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",281456,txt,3613139.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19414557,,,22635225,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-04-23 20:35:02.096308,,129713.321381
2015-06-30 21:01:23.884218,slurm_normal,,main_w2_handler0,2357062,9771163,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3483981,fasta,4073557.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20196755,,,23898927,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-07-02 09:02:28.318599,65447.0,129664.43438100001
2015-07-31 07:28:30.172494,slurm_normal,,main_w2_handler1,2077600,10039455,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",20578373,txt,4320116.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20646958,,,24333852,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-08-01 19:29:08.314075,46568.0,129638.141581
2015-12-13 17:05:08.650166,slurm_normal,,main_w1_handler0,2522429,11166911,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2544655,txt,5436319.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22434933,,,26780568,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-12-15 05:05:59.806164,74091.0,129651.155998
2015-11-05 22:25:23.468620,slurm_normal,,main_w1_handler2,1276686,10830907,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2069628,txt,5086095.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21895135,,,24884012,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-11-07 10:26:00.859454,30375.0,129637.390834
2015-11-05 22:35:37.208103,slurm_normal,,main_w1_handler1,1276686,10830969,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1958830,txt,5086165.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21895268,,,24884012,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-11-07 10:36:01.305713,30375.0,129624.09761000001
2015-12-02 15:53:53.705837,slurm_normal,,main_w1_handler0,2248691,11066537,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",83970231,fasta,5319283.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22264855,,,26538993,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2015-12-04 03:55:03.202708,59828.0,129669.49687100001
2016-01-05 19:06:06.366661,slurm_normal,,main_w1_handler0,2556088,11386193,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5480210,txt,5654839.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22750468,,,27206327,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2016-01-07 07:06:39.047348,,129632.68068700001
2016-03-10 10:54:18.176324,slurm_normal,,main_w1_handler1,1430054,12094209,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",326636976,fasta,6318736.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23764029,,,28898796,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2016-03-11 22:54:45.218473,34356.0,129627.04214900002
2016-03-12 11:16:52.563649,slurm_normal,,main_w2_handler1,1430054,12113324,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",326636976,fasta,6336791.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23764029,,,28957858,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2016-03-13 23:17:21.897381,34356.0,129629.33373200001
2016-09-16 12:18:13.967507,slurm_normal,,main_w3_handler1,2822167,13864522,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1565146,fasta,8087797.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55ee1c5f55e0499a0'}]",,32990484,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2016-09-18 00:18:40.140396,10761.0,129626.17288900001
2016-04-20 14:22:13.242272,slurm_normal,,main_w1_handler2,2485591,12537000,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11122153,txt,6723648.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5405e513253e7c5c1'}]",,29703050,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2016-04-22 02:23:19.886301,30375.0,129666.644029
2016-09-28 03:35:15.588726,slurm_normal,,main_w4_handler0,2835512,13962125,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",35494795,txt,8181441.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c152d14ec79b4733'}]",,33278091,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2016-09-29 15:35:57.982613,30937.0,129642.39388700001
2016-12-08 13:01:18.655939,slurm_normal,,main_w3_handler0,2788868,14515375,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",601670772,fasta,8697917.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27539601}]",,34723004,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2016-12-10 01:02:02.094280,34356.0,129643.438341
2016-12-13 11:32:51.144337,slurm_normal,,main_w3_handler0,2922401,14563580,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",970383,fasta,8742826.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27613985}]",,34705641,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2016-12-14 23:33:17.801955,,129626.65761800001
2016-12-20 16:44:52.893300,slurm_normal,,main_w4_handler1,2788868,14617063,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",601670772,fasta,8793512.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27539601}]",,34723004,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2016-12-22 04:45:24.781046,34356.0,129631.88774600001
2017-01-26 13:58:37.236919,slurm_normal,,main_w3_handler0,2788868,14877831,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",642610011,tabular,9037357.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28093632}]",,34723004,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-01-28 02:00:06.780458,34356.0,129689.543539
2014-08-27 00:14:01.077613,slurm_single,,main_w2_handler1,1276686,7494703,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5299979,txt,1495406,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16428204,,,16454411,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2014-08-29 00:24:41.436037,30375.0,173440.358424
2014-08-29 14:33:43.304760,slurm_single,,main_w1_handler0,1276686,7520638,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5299979,txt,1519528,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16428204,,,15760111,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2014-08-31 14:44:22.618627,30375.0,173439.31386700002
2014-08-31 22:26:22.941601,slurm_single,,main_w2_handler0,1276686,7536036,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5299979,txt,1534191,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16428204,,,15761956,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2014-09-02 22:36:38.880527,30375.0,173415.938926
2017-03-09 20:40:59.824998,slurm_normal,,main_w3_handler0,3025754,15257299,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",35804709,txt,9403582.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28700221}]",,36539398,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-03-11 08:42:14.561055,,129674.736057
2017-03-16 10:15:21.581205,slurm_normal,,main_w4_handler0,3033905,15311107,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",45500746,txt,9453104.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28782202}]",,36656757,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-03-17 22:20:30.908580,102191.0,129909.32737500001
2017-04-07 09:29:02.075979,slurm_normal,,main_w4_handler1,2788868,15517019,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",23008169,fasta,9643550.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29100134}]",,37155824,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-04-08 21:30:27.953605,34356.0,129685.877626
2017-04-25 18:51:57.583769,slurm_normal,,main_w3_handler0,3079466,15674894,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",12026844,fasta,9790283.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29283548}]",,37130883,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-04-27 06:52:47.315021,103520.0,129649.73125200001
2017-11-16 21:44:15.342826,slurm_normal,,main_w3_handler0,3325441,17487119,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14026581,fasta,11544797,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32322732}]",,42004638,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-11-18 09:44:54.845406,116278.0,129639.50258000001
2017-11-19 08:30:54.579258,slurm_normal,,main_w3_handler1,3297699,17506207,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3647783,phylip,11566718,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32393942}]",,42095849,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-11-20 20:31:14.239381,111875.0,129619.66012300001
2017-12-06 20:13:57.170025,slurm_normal,,main_w4_handler0,3356006,17724291,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9577395,txt,11790209,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32778117}]",,42500797,error,toolshed.g2.bx.psu.edu/repos/miller-lab/genome_diversity/gd_raxml/1.0.0,1.0.0,,2017-12-08 08:14:28.286815,,129631.11679000001
