create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_chipseq_file1,input_chipseq_file1_filetype,input_control_file1,input_control_file1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bw,parameters.chromInfo,parameters.dbkey,parameters.diag_type.__current_case__,parameters.diag_type.diag_type_selector,parameters.diag_type.fe-max,parameters.diag_type.fe-min,parameters.diag_type.fe-step,parameters.experiment_name,parameters.futurefdr,parameters.gsize,parameters.input_type.__current_case__,parameters.input_type.input_chipseq_file1,parameters.input_type.input_chipseq_file1.values,parameters.input_type.input_control_file1,parameters.input_type.input_control_file1.values,parameters.input_type.input_type_selector,parameters.lambdaset,parameters.mfold,parameters.nolambda,parameters.nomodel_type.__current_case__,parameters.nomodel_type.nomodel_type_selector,parameters.nomodel_type.shiftsize,parameters.pvalue,parameters.tsize,parameters.wig_type.__current_case__,parameters.wig_type.space,parameters.wig_type.wig_type_selector,parameters.wig_type.wigextend,parameters.xls_to_interval,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-21 23:59:07.252309,slurm_normal,,main_w2_handler0,2410082,10170102,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",44316855,sam,,,4438609.roundup,slurm,,corral-repl,,,"""300""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,no_diag,,,,"""MACS in Galaxy""","""False""","""2700000000.0""",,,,,,,"""1000,5000,10000""","""32""","""False""",1,create_model,,"""1e-05""","""14336356""",1,,no_wig,,"""False""",,24785569,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2015-08-23 11:59:49.297403,68051,129642.045094
2015-11-12 19:18:10.401024,slurm_normal,,main_w2_handler0,2502435,10888454,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",271650115,sam,,,5141717.roundup,slurm,,corral-repl,,,"""300""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,no_diag,,,,"""Nov9_Pakzad""","""False""","""18700000000.0""",,,,,,,"""1000,5000,10000""","""32""","""False""",1,create_model,,"""1e-05""","""5898008""",0,10,wig,-1,"""False""",,26214907,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2015-11-14 07:19:01.607992,73149,129651.20696800001
2016-01-14 15:33:43.793904,slurm_normal,,main_w2_handler0,2565815,11505425,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1216407015,sam,1150617266.0,sam,5775124.roundup,slurm,,corral-repl,,"""2d8179d4bad411e5a14d005056a52a46""","""300""","""/galaxy-repl/main/files/013/396/dataset_13396125.dat""","""X.laevis 9.1""",1,no_diag,,,,"""MACS in Galaxy""","""False""","""3100000000.0""",1.0,22902231.0,,22902232.0,,single_end,"""1000,5000,10000""","""10""","""False""",1,create_model,,"""1e-05""","""25""",0,10,wig,-1,"""True""",,27350395,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2016-01-16 07:53:19.225661,50946,145175.431757
2016-01-14 15:34:26.580598,slurm_normal,,main_w2_handler0,2565817,11505443,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1187500538,sam,1150617266.0,sam,5779370.roundup,slurm,,corral-repl,,"""463b1f98bad411e5ba54005056a52a46""","""300""","""/galaxy-repl/main/files/013/396/dataset_13396125.dat""","""X.laevis 9.1""",1,no_diag,,,,"""MACS in Galaxy""","""False""","""3100000000.0""",1.0,22902268.0,,22902269.0,,single_end,"""1000,5000,10000""","""10""","""False""",1,create_model,,"""1e-05""","""25""",0,10,wig,-1,"""True""",,27350395,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2016-01-16 22:57:25.976302,50946,199379.39570400002
2016-01-13 22:27:38.888767,slurm_normal,,main_w2_handler1,2564989,11496858,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1378341768,sam,1150617266.0,sam,5766489.roundup,slurm,,corral-repl,,"""cd578538ba4411e5998a005056a51846""","""300""","""/galaxy-repl/main/files/013/396/dataset_13396125.dat""","""X.laevis 9.1""",1,no_diag,,,,"""MACS in Galaxy""","""False""","""3100000000.0""",1.0,22890288.0,,22890290.0,,single_end,"""1000,5000,10000""","""10""","""False""",1,create_model,,"""1e-05""","""25""",0,10,wig,-1,"""True""",,27350395,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2016-01-15 17:12:45.480093,50946,153906.59132600002
2016-10-17 19:06:51.448618,slurm_normal,,main_w3_handler1,2855257,14101453,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1412850741,bam,1197386695.0,bam,8316531.roundup,slurm,,corral-repl,,,"""300""","""/galaxy-repl/localdata/chrom/rheMac3.len""","""rheMac3""",1,no_diag,,,,"""MACS in Galaxy""","""false""","""2700000000.0""",1.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534994ead49746db7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b523622deaaa769853'}]",single_end,"""1000,5000,10000""","""25""","""false""",1,create_model,,"""1e-05""","""25""",0,10,wig,-1,"""false""",,33668486,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2016-10-19 07:07:54.446411,87393,129662.997793
2016-10-17 19:06:16.070204,slurm_normal,,main_w4_handler0,2855257,14101451,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1412850741,bam,1197386695.0,bam,8316529.roundup,slurm,,corral-repl,,,"""300""","""/galaxy-repl/localdata/chrom/rheMac3.len""","""rheMac3""",1,no_diag,,,,"""MACS in Galaxy""","""false""","""2700000000.0""",1.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b534994ead49746db7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b523622deaaa769853'}]",single_end,"""1000,5000,10000""","""15""","""false""",1,create_model,,"""1e-05""","""25""",0,10,wig,-1,"""false""",,33668486,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2016-10-19 07:06:54.390419,87393,129638.32021500001
2016-10-17 19:04:55.852565,slurm_normal,,main_w4_handler0,2858302,14101446,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2584923727,bam,1197386695.0,bam,8317838.roundup,slurm,,corral-repl,,,"""300""","""/galaxy-repl/localdata/chrom/rheMac3.len""","""rheMac3""",1,no_diag,,,,"""MACS in Galaxy""","""false""","""2700000000.0""",1.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596f534f44afccc01'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbf7a86534598e37'}]",single_end,"""1000,5000,10000""","""15""","""false""",1,create_model,,"""1e-05""","""25""",0,10,wig,-1,"""false""",,33668486,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2016-10-19 10:21:23.728441,87393,141387.875876
2016-10-17 19:05:26.661548,slurm_normal,,main_w4_handler0,2858302,14101449,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2584923727,bam,1197386695.0,bam,8317916.roundup,slurm,,corral-repl,,,"""300""","""/galaxy-repl/localdata/chrom/rheMac3.len""","""rheMac3""",1,no_diag,,,,"""MACS in Galaxy""","""false""","""2700000000.0""",1.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596f534f44afccc01'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbf7a86534598e37'}]",single_end,"""1000,5000,10000""","""25""","""false""",1,create_model,,"""1e-05""","""25""",0,10,wig,-1,"""false""",,33668486,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2016-10-19 10:37:54.367474,87393,142347.705926
2016-10-17 19:05:13.466212,slurm_normal,,main_w3_handler0,2858302,14101448,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2584923727,bam,1197386695.0,bam,8317836.roundup,slurm,,corral-repl,,,"""300""","""/galaxy-repl/localdata/chrom/rheMac3.len""","""rheMac3""",1,no_diag,,,,"""MACS in Galaxy""","""false""","""2700000000.0""",1.0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b596f534f44afccc01'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbf7a86534598e37'}]",single_end,"""1000,5000,10000""","""20""","""false""",1,create_model,,"""1e-05""","""25""",0,10,wig,-1,"""false""",,33668486,error,toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,1.0.1,,2016-10-19 10:20:54.586142,87393,141341.11993000002
